comparison,workload,revision,round,warmup,wall_ms,peak_rss_bytes,source_bytes
final,outcomes-16,f16eea6b,3,false,29.384,17907712,1349
final,outcomes-16,1b916975,3,false,64.217,20135936,1349
final,outcomes-16,1b916975,4,false,61.469,20185088,1349
final,outcomes-16,f16eea6b,4,false,28.896,15794176,1349
final,outcomes-16,f16eea6b,5,false,28.451,15859712,1349
final,outcomes-16,1b916975,5,false,61.997,20185088,1349
final,outcomes-32,1b916975,0,true,587.775,59097088,2021
final,outcomes-32,f16eea6b,0,true,61.841,37519360,2021
final,outcomes-32,f16eea6b,1,false,64.346,37994496,2021
final,outcomes-32,1b916975,1,false,593.786,58572800,2021
final,outcomes-32,1b916975,2,false,663.611,58753024,2021
final,outcomes-32,f16eea6b,2,false,61.804,37634048,2021
final,outcomes-32,f16eea6b,3,false,61.054,37519360,2021
final,outcomes-32,1b916975,3,false,587.723,58671104,2021
final,outcomes-32,1b916975,4,false,591.040,60555264,2021
final,outcomes-32,f16eea6b,4,false,61.193,37502976,2021
final,outcomes-32,f16eea6b,5,false,61.515,37732352,2021
final,outcomes-32,1b916975,5,false,588.353,58671104,2021
final,joins-4,1b916975,0,true,22.170,11173888,1069
final,joins-4,f16eea6b,0,true,22.071,11288576,1069
final,joins-4,f16eea6b,1,false,21.552,11190272,1069
final,joins-4,1b916975,1,false,21.990,11173888,1069
final,joins-4,1b916975,2,false,21.827,11190272,1069
final,joins-4,f16eea6b,2,false,21.457,11239424,1069
final,joins-4,f16eea6b,3,false,21.800,11206656,1069
final,joins-4,1b916975,3,false,21.793,11255808,1069
final,joins-4,1b916975,4,false,22.651,11239424,1069
final,joins-4,f16eea6b,4,false,21.469,11255808,1069
final,joins-4,f16eea6b,5,false,21.112,11272192,1069
final,joins-4,1b916975,5,false,21.719,11239424,1069
final,joins-8,1b916975,0,true,28.433,13647872,1453
final,joins-8,f16eea6b,0,true,25.653,13434880,1453
final,joins-8,f16eea6b,1,false,25.502,13385728,1453
final,joins-8,1b916975,1,false,27.946,13664256,1453
final,joins-8,1b916975,2,false,28.720,13811712,1453
final,joins-8,f16eea6b,2,false,25.970,13418496,1453
final,joins-8,f16eea6b,3,false,25.642,13385728,1453
final,joins-8,1b916975,3,false,28.228,13647872,1453
final,joins-8,1b916975,4,false,28.364,13828096,1453
final,joins-8,f16eea6b,4,false,25.940,13369344,1453
final,joins-8,f16eea6b,5,false,25.689,13385728,1453
final,joins-8,1b916975,5,false,28.550,13664256,1453
final,joins-16,1b916975,0,true,78.775,35078144,2235
final,joins-16,f16eea6b,0,true,52.192,24592384,2235
final,joins-16,f16eea6b,1,false,51.830,25133056,2235
final,joins-16,1b916975,1,false,80.201,34881536,2235
final,joins-16,1b916975,2,false,79.097,35078144,2235
final,joins-16,f16eea6b,2,false,50.528,25313280,2235
final,joins-16,f16eea6b,3,false,50.288,25051136,2235
final,joins-16,1b916975,3,false,78.866,34881536,2235
final,joins-16,1b916975,4,false,79.207,35225600,2235
final,joins-16,f16eea6b,4,false,50.590,25231360,2235
final,joins-16,f16eea6b,5,false,50.177,25214976,2235
final,joins-16,1b916975,5,false,79.045,35110912,2235
final,joins-32,1b916975,0,true,729.867,223870976,3803
final,joins-32,f16eea6b,0,true,273.351,107479040,3803
final,joins-32,f16eea6b,1,false,272.204,110968832,3803
final,joins-32,1b916975,1,false,728.038,223903744,3803
final,joins-32,1b916975,2,false,734.892,224657408,3803
final,joins-32,f16eea6b,2,false,267.276,107757568,3803
final,joins-32,f16eea6b,3,false,265.830,108642304,3803
final,joins-32,1b916975,3,false,726.970,223592448,3803
final,joins-32,1b916975,4,false,728.315,224837632,3803
final,joins-32,f16eea6b,4,false,266.568,108429312,3803
final,joins-32,f16eea6b,5,false,271.254,108740608,3803
final,joins-32,1b916975,5,false,731.163,223887360,3803
pre-feature,dense-control,e8e1c411,0,true,43.619,16728064,5445
pre-feature,dense-control,f16eea6b,0,true,44.210,16580608,5445
pre-feature,dense-control,f16eea6b,1,false,33.469,16580608,5445
pre-feature,dense-control,e8e1c411,1,false,33.448,16646144,5445
pre-feature,dense-control,e8e1c411,2,false,33.210,16482304,5445
pre-feature,dense-control,f16eea6b,2,false,34.483,17186816,5445
pre-feature,dense-control,f16eea6b,3,false,34.821,16580608,5445
pre-feature,dense-control,e8e1c411,3,false,33.674,16465920,5445
pre-feature,dense-control,e8e1c411,4,false,33.443,16465920,5445
pre-feature,dense-control,f16eea6b,4,false,33.436,16564224,5445
pre-feature,dense-control,f16eea6b,5,false,33.351,16367616,5445
pre-feature,dense-control,e8e1c411,5,false,33.344,16678912,5445
pre-feature,grayscale,e8e1c411,0,true,24.295,12189696,3774
pre-feature,grayscale,f16eea6b,0,true,24.860,12435456,3774
pre-feature,grayscale,f16eea6b,1,false,26.098,13025280,3774
pre-feature,grayscale,e8e1c411,1,false,25.037,12156928,3774
pre-feature,grayscale,e8e1c411,2,false,24.173,12107776,3774
pre-feature,grayscale,f16eea6b,2,false,24.573,12517376,3774
pre-feature,grayscale,f16eea6b,3,false,24.170,12320768,3774
pre-feature,grayscale,e8e1c411,3,false,23.814,12107776,3774
pre-feature,grayscale,e8e1c411,4,false,24.890,12107776,3774
pre-feature,grayscale,f16eea6b,4,false,24.909,12484608,3774
pre-feature,grayscale,f16eea6b,5,false,24.483,12435456,3774
pre-feature,grayscale,e8e1c411,5,false,24.084,12206080,3774
pre-feature,telemetry,e8e1c411,0,true,27.190,12713984,4901
pre-feature,telemetry,f16eea6b,0,true,27.099,13172736,4901
pre-feature,telemetry,f16eea6b,1,false,26.694,13156352,4901
pre-feature,telemetry,e8e1c411,1,false,26.396,12681216,4901
pre-feature,telemetry,e8e1c411,2,false,25.921,12681216,4901
pre-feature,telemetry,f16eea6b,2,false,27.213,13041664,4901
pre-feature,telemetry,f16eea6b,3,false,26.530,13189120,4901
pre-feature,telemetry,e8e1c411,3,false,25.772,12648448,4901
pre-feature,telemetry,e8e1c411,4,false,25.683,12632064,4901
pre-feature,telemetry,f16eea6b,4,false,26.712,13205504,4901
pre-feature,telemetry,f16eea6b,5,false,26.918,13107200,4901
pre-feature,telemetry,e8e1c411,5,false,25.641,12599296,4901
pre-feature,prefix-expression,e8e1c411,0,true,23.846,11583488,4391
pre-feature,prefix-expression,f16eea6b,0,true,23.625,11763712,4391
pre-feature,prefix-expression,f16eea6b,1,false,24.314,11845632,4391
pre-feature,prefix-expression,e8e1c411,1,false,23.726,11796480,4391
pre-feature,prefix-expression,e8e1c411,2,false,23.197,11583488,4391
pre-feature,prefix-expression,f16eea6b,2,false,23.753,11763712,4391
pre-feature,prefix-expression,f16eea6b,3,false,24.353,11730944,4391
pre-feature,prefix-expression,e8e1c411,3,false,23.484,11730944,4391
pre-feature,prefix-expression,e8e1c411,4,false,23.586,11829248,4391
pre-feature,prefix-expression,f16eea6b,4,false,24.979,11829248,4391
pre-feature,prefix-expression,f16eea6b,5,false,25.303,12271616,4391
pre-feature,prefix-expression,e8e1c411,5,false,24.184,11812864,4391
pre-feature,wfgrep,e8e1c411,0,true,812.715,244875264,47412
pre-feature,wfgrep,f16eea6b,0,true,822.703,244760576,47412
pre-feature,wfgrep,f16eea6b,1,false,825.699,253313024,47412
pre-feature,wfgrep,e8e1c411,1,false,820.347,258686976,47412
pre-feature,wfgrep,e8e1c411,2,false,799.011,244776960,47412
pre-feature,wfgrep,f16eea6b,2,false,827.346,253804544,47412
pre-feature,wfgrep,f16eea6b,3,false,829.041,250953728,47412
pre-feature,wfgrep,e8e1c411,3,false,813.236,255934464,47412
pre-feature,wfgrep,e8e1c411,4,false,807.267,250036224,47412
pre-feature,wfgrep,f16eea6b,4,false,819.195,244940800,47412
pre-feature,wfgrep,f16eea6b,5,false,819.949,245284864,47412
pre-feature,wfgrep,e8e1c411,5,false,812.254,244678656,47412
pre-feature,raw-deflate,e8e1c411,0,true,223.988,78184448,74201
pre-feature,raw-deflate,f16eea6b,0,true,282.833,89899008,74201
pre-feature,raw-deflate,f16eea6b,1,false,275.585,87343104,74201
pre-feature,raw-deflate,e8e1c411,1,false,228.038,85049344,74201
pre-feature,raw-deflate,e8e1c411,2,false,225.091,78446592,74201
pre-feature,raw-deflate,f16eea6b,2,false,279.796,87097344,74201
pre-feature,raw-deflate,f16eea6b,3,false,274.754,87113728,74201
pre-feature,raw-deflate,e8e1c411,3,false,224.887,78446592,74201
pre-feature,raw-deflate,e8e1c411,4,false,222.413,78462976,74201
pre-feature,raw-deflate,f16eea6b,4,false,278.115,86835200,74201
pre-feature,raw-deflate,f16eea6b,5,false,275.426,87113728,74201
pre-feature,raw-deflate,e8e1c411,5,false,226.583,78053376,74201
pre-feature,copies-4,e8e1c411,0,true,20.112,10420224,793
pre-feature,copies-4,f16eea6b,0,true,20.046,10682368,793
pre-feature,copies-4,f16eea6b,1,false,19.718,10502144,793
pre-feature,copies-4,e8e1c411,1,false,19.291,10092544,793
pre-feature,copies-4,e8e1c411,2,false,19.431,10469376,793
pre-feature,copies-4,f16eea6b,2,false,19.823,10731520,793
pre-feature,copies-4,f16eea6b,3,false,19.858,10616832,793
pre-feature,copies-4,e8e1c411,3,false,19.413,10371072,793
pre-feature,copies-4,e8e1c411,4,false,19.250,10452992,793
pre-feature,copies-4,f16eea6b,4,false,20.017,10534912,793
pre-feature,copies-4,f16eea6b,5,false,21.447,10731520,793
pre-feature,copies-4,e8e1c411,5,false,19.900,10420224,793
pre-feature,copies-8,e8e1c411,0,true,20.164,10469376,901
pre-feature,copies-8,f16eea6b,0,true,20.556,10878976,901
pre-feature,copies-8,f16eea6b,1,false,21.222,10797056,901
pre-feature,copies-8,e8e1c411,1,false,20.677,10354688,901
pre-feature,copies-8,e8e1c411,2,false,20.627,10371072,901
pre-feature,copies-8,f16eea6b,2,false,20.883,10911744,901
pre-feature,copies-8,f16eea6b,3,false,20.675,10797056,901
pre-feature,copies-8,e8e1c411,3,false,19.900,10485760,901
pre-feature,copies-8,e8e1c411,4,false,20.197,10502144,901
pre-feature,copies-8,f16eea6b,4,false,20.606,10829824,901
pre-feature,copies-8,f16eea6b,5,false,20.270,10862592,901
pre-feature,copies-8,e8e1c411,5,false,19.766,10387456,901
pre-feature,copies-16,e8e1c411,0,true,19.867,10649600,1131
pre-feature,copies-16,f16eea6b,0,true,21.737,11567104,1131
pre-feature,copies-16,f16eea6b,1,false,21.715,11501568,1131
pre-feature,copies-16,e8e1c411,1,false,20.116,10584064,1131
pre-feature,copies-16,e8e1c411,2,false,20.384,10616832,1131
pre-feature,copies-16,f16eea6b,2,false,21.831,11632640,1131
pre-feature,copies-16,f16eea6b,3,false,21.329,11517952,1131
pre-feature,copies-16,e8e1c411,3,false,20.012,10584064,1131
pre-feature,copies-16,e8e1c411,4,false,19.898,10665984,1131
pre-feature,copies-16,f16eea6b,4,false,21.906,11517952,1131
pre-feature,copies-16,f16eea6b,5,false,23.047,12042240,1131
pre-feature,copies-16,e8e1c411,5,false,21.561,10616832,1131
pre-feature,copies-32,e8e1c411,0,true,22.355,11223040,1595
pre-feature,copies-32,f16eea6b,0,true,27.643,13074432,1595
pre-feature,copies-32,f16eea6b,1,false,25.849,13156352,1595
pre-feature,copies-32,e8e1c411,1,false,20.972,10764288,1595
pre-feature,copies-32,e8e1c411,2,false,20.380,10829824,1595
pre-feature,copies-32,f16eea6b,2,false,26.132,13205504,1595
pre-feature,copies-32,f16eea6b,3,false,26.166,13189120,1595
pre-feature,copies-32,e8e1c411,3,false,21.466,10829824,1595
pre-feature,copies-32,e8e1c411,4,false,21.111,10764288,1595
pre-feature,copies-32,f16eea6b,4,false,25.943,13205504,1595
pre-feature,copies-32,f16eea6b,5,false,25.576,13074432,1595
pre-feature,copies-32,e8e1c411,5,false,20.766,10829824,1595
pre-feature,outcomes-4,e8e1c411,0,true,19.764,10387456,849
pre-feature,outcomes-4,f16eea6b,0,true,20.598,10977280,849
pre-feature,outcomes-4,f16eea6b,1,false,21.203,11304960,849
pre-feature,outcomes-4,e8e1c411,1,false,20.816,10387456,849
pre-feature,outcomes-4,e8e1c411,2,false,20.862,10141696,849
pre-feature,outcomes-4,f16eea6b,2,false,22.059,10797056,849
pre-feature,outcomes-4,f16eea6b,3,false,21.728,10731520,849
pre-feature,outcomes-4,e8e1c411,3,false,20.949,10420224,849
pre-feature,outcomes-4,e8e1c411,4,false,20.668,10452992,849
pre-feature,outcomes-4,f16eea6b,4,false,21.825,11173888,849
pre-feature,outcomes-4,f16eea6b,5,false,20.686,10846208,849
pre-feature,outcomes-4,e8e1c411,5,false,20.405,10108928,849
pre-feature,outcomes-8,e8e1c411,0,true,21.750,10911744,1013
pre-feature,outcomes-8,f16eea6b,0,true,23.243,12058624,1013
pre-feature,outcomes-8,f16eea6b,1,false,22.938,11632640,1013
pre-feature,outcomes-8,e8e1c411,1,false,20.229,10321920,1013
pre-feature,outcomes-8,e8e1c411,2,false,19.630,10600448,1013
pre-feature,outcomes-8,f16eea6b,2,false,22.001,11911168,1013
pre-feature,outcomes-8,f16eea6b,3,false,21.716,11911168,1013
pre-feature,outcomes-8,e8e1c411,3,false,20.768,10633216,1013
pre-feature,outcomes-8,e8e1c411,4,false,21.186,10567680,1013
pre-feature,outcomes-8,f16eea6b,4,false,22.618,11943936,1013
pre-feature,outcomes-8,f16eea6b,5,false,22.035,12025856,1013
pre-feature,outcomes-8,e8e1c411,5,false,19.963,10354688,1013
pre-feature,outcomes-16,e8e1c411,0,true,22.448,11419648,1349
pre-feature,outcomes-16,f16eea6b,0,true,31.253,15892480,1349
pre-feature,outcomes-16,f16eea6b,1,false,28.801,15958016,1349
pre-feature,outcomes-16,e8e1c411,1,false,20.426,11010048,1349
pre-feature,outcomes-16,e8e1c411,2,false,21.308,10993664,1349
pre-feature,outcomes-16,f16eea6b,2,false,30.658,16269312,1349
pre-feature,outcomes-16,f16eea6b,3,false,28.793,15892480,1349
pre-feature,outcomes-16,e8e1c411,3,false,20.788,11026432,1349
pre-feature,outcomes-16,e8e1c411,4,false,20.529,10944512,1349
pre-feature,outcomes-16,f16eea6b,4,false,28.240,16023552,1349
pre-feature,outcomes-16,f16eea6b,5,false,28.392,15810560,1349
pre-feature,outcomes-16,e8e1c411,5,false,21.243,10797056,1349
pre-feature,outcomes-32,e8e1c411,0,true,22.418,11632640,2021
pre-feature,outcomes-32,f16eea6b,0,true,61.150,37666816,2021
pre-feature,outcomes-32,f16eea6b,1,false,62.513,37519360,2021
pre-feature,outcomes-32,e8e1c411,1,false,22.922,11960320,2021
pre-feature,outcomes-32,e8e1c411,2,false,22.349,11812864,2021
pre-feature,outcomes-32,f16eea6b,2,false,61.114,37666816,2021
pre-feature,outcomes-32,f16eea6b,3,false,62.147,37634048,2021
pre-feature,outcomes-32,e8e1c411,3,false,22.651,11960320,2021
pre-feature,outcomes-32,e8e1c411,4,false,22.160,11911168,2021
pre-feature,outcomes-32,f16eea6b,4,false,60.569,37634048,2021
pre-feature,outcomes-32,f16eea6b,5,false,65.274,38158336,2021
pre-feature,outcomes-32,e8e1c411,5,false,22.377,11517952,2021
pre-feature,joins-4,e8e1c411,0,true,20.200,10551296,1069
pre-feature,joins-4,f16eea6b,0,true,21.338,11370496,1069
pre-feature,joins-4,f16eea6b,1,false,21.075,11272192,1069
pre-feature,joins-4,e8e1c411,1,false,20.263,10289152,1069
pre-feature,joins-4,e8e1c411,2,false,20.327,10567680,1069
pre-feature,joins-4,f16eea6b,2,false,21.715,11354112,1069
pre-feature,joins-4,f16eea6b,3,false,21.239,11304960,1069
pre-feature,joins-4,e8e1c411,3,false,20.057,10600448,1069
pre-feature,joins-4,e8e1c411,4,false,19.615,10289152,1069
pre-feature,joins-4,f16eea6b,4,false,21.213,11288576,1069
pre-feature,joins-4,f16eea6b,5,false,21.055,11239424,1069
pre-feature,joins-4,e8e1c411,5,false,21.293,10944512,1069
pre-feature,joins-8,e8e1c411,0,true,21.207,10829824,1453
pre-feature,joins-8,f16eea6b,0,true,25.979,13434880,1453
pre-feature,joins-8,f16eea6b,1,false,25.379,13369344,1453
pre-feature,joins-8,e8e1c411,1,false,20.636,10747904,1453
pre-feature,joins-8,e8e1c411,2,false,20.331,10567680,1453
pre-feature,joins-8,f16eea6b,2,false,25.483,13385728,1453
pre-feature,joins-8,f16eea6b,3,false,25.456,13385728,1453
pre-feature,joins-8,e8e1c411,3,false,20.516,10797056,1453
pre-feature,joins-8,e8e1c411,4,false,20.254,10731520,1453
pre-feature,joins-8,f16eea6b,4,false,25.550,13385728,1453
pre-feature,joins-8,f16eea6b,5,false,26.133,13418496,1453
pre-feature,joins-8,e8e1c411,5,false,20.746,10747904,1453
pre-feature,joins-16,e8e1c411,0,true,22.078,11714560,2235
pre-feature,joins-16,f16eea6b,0,true,49.916,25346048,2235
pre-feature,joins-16,f16eea6b,1,false,51.422,24870912,2235
pre-feature,joins-16,e8e1c411,1,false,22.905,11681792,2235
pre-feature,joins-16,e8e1c411,2,false,22.329,11583488,2235
pre-feature,joins-16,f16eea6b,2,false,50.004,25362432,2235
pre-feature,joins-16,f16eea6b,3,false,50.012,25346048,2235
pre-feature,joins-16,e8e1c411,3,false,22.832,11714560,2235
pre-feature,joins-16,e8e1c411,4,false,22.075,11649024,2235
pre-feature,joins-16,f16eea6b,4,false,50.772,25247744,2235
pre-feature,joins-16,f16eea6b,5,false,52.099,23953408,2235
pre-feature,joins-16,e8e1c411,5,false,23.307,11976704,2235
pre-feature,joins-32,e8e1c411,0,true,26.547,13598720,3803
pre-feature,joins-32,f16eea6b,0,true,265.689,109969408,3803
pre-feature,joins-32,f16eea6b,1,false,264.450,108462080,3803
pre-feature,joins-32,e8e1c411,1,false,26.372,13910016,3803
pre-feature,joins-32,e8e1c411,2,false,26.139,13828096,3803
pre-feature,joins-32,f16eea6b,2,false,265.544,108445696,3803
pre-feature,joins-32,f16eea6b,3,false,268.508,108773376,3803
pre-feature,joins-32,e8e1c411,3,false,26.281,13991936,3803
pre-feature,joins-32,e8e1c411,4,false,25.899,13942784,3803
pre-feature,joins-32,f16eea6b,4,false,262.016,109019136,3803
pre-feature,joins-32,f16eea6b,5,false,265.133,108462080,3803
pre-feature,joins-32,e8e1c411,5,false,26.338,13877248,3803
