cohort,contract,variant,operation,capacity,sample,repetitions,operations,elapsed_ns,checksum,digest,requests,peak_bytes
0,normal,split,rehash,4096,1,4,4,40042,1827965534208,11397508409219617008,8200,290816
0,normal,whitefoot,rehash,4096,2,4,4,62999,1827965534208,2291712753279154904,8200,475136
0,normal,interleaved,rehash,4096,2,4,4,53791,1827965534208,2291712753279154904,8200,376832
0,normal,split,rehash,4096,2,4,4,39874,1827965534208,2291712753279154904,8200,290816
0,normal,whitefoot,rehash,4096,3,4,4,63040,1827965534208,13715796755296672336,8200,475136
0,normal,interleaved,rehash,4096,3,4,4,53750,1827965534208,13715796755296672336,8200,376832
0,normal,split,rehash,4096,3,4,4,39917,1827965534208,13715796755296672336,8200,290816
0,normal,whitefoot,rehash,4096,4,4,4,62999,1827965534208,11472147109226316488,8200,475136
0,normal,interleaved,rehash,4096,4,4,4,53916,1827965534208,11472147109226316488,8200,376832
0,normal,split,rehash,4096,4,4,4,39625,1827965534208,11472147109226316488,8200,290816
0,normal,whitefoot,rehash,4096,5,4,4,62583,1827965534208,17478255965976599768,8200,475136
0,normal,interleaved,rehash,4096,5,4,4,53792,1827965534208,17478255965976599768,8200,376832
0,normal,split,rehash,4096,5,4,4,39917,1827965534208,17478255965976599768,8200,290816
0,normal,whitefoot,rehash,4096,6,4,4,63292,1827965534208,9565289437605259256,8200,475136
0,normal,interleaved,rehash,4096,6,4,4,53875,1827965534208,9565289437605259256,8200,376832
0,normal,split,rehash,4096,6,4,4,39625,1827965534208,9565289437605259256,8200,290816
0,normal,whitefoot,rehash,4096,7,4,4,62458,1827965534208,5938984280190480528,8200,475136
0,normal,interleaved,rehash,4096,7,4,4,53792,1827965534208,5938984280190480528,8200,376832
0,normal,split,rehash,4096,7,4,4,40041,1827965534208,5938984280190480528,8200,290816
0,normal,whitefoot,rehash,4096,8,4,4,63331,1827965534208,7753566762732457912,8200,475136
0,normal,interleaved,rehash,4096,8,4,4,53793,1827965534208,7753566762732457912,8200,376832
0,normal,split,rehash,4096,8,4,4,39793,1827965534208,7753566762732457912,8200,290816
0,normal,whitefoot,rehash,4096,9,4,4,62500,1827965534208,13780301973079490048,8200,475136
0,normal,interleaved,rehash,4096,9,4,4,53791,1827965534208,13780301973079490048,8200,376832
0,normal,split,rehash,4096,9,4,4,39667,1827965534208,13780301973079490048,8200,290816
0,normal,whitefoot,rehash,4096,10,4,4,62792,1827965534208,15143009266973162248,8200,475136
0,normal,interleaved,rehash,4096,10,4,4,53752,1827965534208,15143009266973162248,8200,376832
0,normal,split,rehash,4096,10,4,4,39750,1827965534208,15143009266973162248,8200,290816
0,normal,whitefoot,rehash,4096,11,4,4,63166,1827965534208,16669691421769542776,8200,475136
0,normal,interleaved,rehash,4096,11,4,4,53792,1827965534208,16669691421769542776,8200,376832
0,normal,split,rehash,4096,11,4,4,42165,1827965534208,16669691421769542776,8200,290816
0,normal,whitefoot,rehash,4096,12,4,4,62999,1827965534208,12295864366953237120,8200,475136
0,normal,interleaved,rehash,4096,12,4,4,53917,1827965534208,12295864366953237120,8200,376832
0,normal,split,rehash,4096,12,4,4,39751,1827965534208,12295864366953237120,8200,290816
0,normal,whitefoot,rehash,4096,13,4,4,63250,1827965534208,9430538475723708128,8200,475136
0,normal,interleaved,rehash,4096,13,4,4,53668,1827965534208,9430538475723708128,8200,376832
0,normal,split,rehash,4096,13,4,4,39792,1827965534208,9430538475723708128,8200,290816
0,normal,whitefoot,lookup,16384,0,4,1048576,2744125,159344702076223488,10909911768892883176,32772,851968
0,normal,interleaved,lookup,16384,0,4,1048576,2924584,159344702076223488,10909911768892883176,32772,720896
0,normal,split,lookup,16384,0,4,1048576,3095750,159344702076223488,10909911768892883176,32772,606208
0,normal,whitefoot,lookup,16384,1,4,1048576,2735749,159344702076223488,13502755409350941448,32772,851968
0,normal,interleaved,lookup,16384,1,4,1048576,2916207,159344702076223488,13502755409350941448,32772,720896
0,normal,split,lookup,16384,1,4,1048576,3085833,159344702076223488,13502755409350941448,32772,606208
0,normal,whitefoot,lookup,16384,2,4,1048576,2731542,159344702076223488,14940797459546303912,32772,851968
0,normal,interleaved,lookup,16384,2,4,1048576,2913000,159344702076223488,14940797459546303912,32772,720896
0,normal,split,lookup,16384,2,4,1048576,3084583,159344702076223488,14940797459546303912,32772,606208
0,normal,whitefoot,lookup,16384,3,4,1048576,2733249,159344702076223488,7567640889831038072,32772,851968
0,normal,interleaved,lookup,16384,3,4,1048576,2920291,159344702076223488,7567640889831038072,32772,720896
0,normal,split,lookup,16384,3,4,1048576,3080502,159344702076223488,7567640889831038072,32772,606208
0,normal,whitefoot,lookup,16384,4,4,1048576,2737000,159344702076223488,11576670716104284088,32772,851968
0,normal,interleaved,lookup,16384,4,4,1048576,2912791,159344702076223488,11576670716104284088,32772,720896
0,normal,split,lookup,16384,4,4,1048576,3081916,159344702076223488,11576670716104284088,32772,606208
0,normal,whitefoot,lookup,16384,5,4,1048576,2735417,159344702076223488,18226598782554959048,32772,851968
0,normal,interleaved,lookup,16384,5,4,1048576,2911874,159344702076223488,18226598782554959048,32772,720896
0,normal,split,lookup,16384,5,4,1048576,3080583,159344702076223488,18226598782554959048,32772,606208
0,normal,whitefoot,lookup,16384,6,4,1048576,2736666,159344702076223488,8952695809931110936,32772,851968
0,normal,interleaved,lookup,16384,6,4,1048576,2910625,159344702076223488,8952695809931110936,32772,720896
0,normal,split,lookup,16384,6,4,1048576,3081251,159344702076223488,8952695809931110936,32772,606208
0,normal,whitefoot,lookup,16384,7,4,1048576,2732958,159344702076223488,7818766382147352904,32772,851968
0,normal,interleaved,lookup,16384,7,4,1048576,2916541,159344702076223488,7818766382147352904,32772,720896
0,normal,split,lookup,16384,7,4,1048576,3080875,159344702076223488,7818766382147352904,32772,606208
0,normal,whitefoot,lookup,16384,8,4,1048576,2735458,159344702076223488,16149779501894872504,32772,851968
0,normal,interleaved,lookup,16384,8,4,1048576,2916334,159344702076223488,16149779501894872504,32772,720896
0,normal,split,lookup,16384,8,4,1048576,3081583,159344702076223488,16149779501894872504,32772,606208
0,normal,whitefoot,lookup,16384,9,4,1048576,2740251,159344702076223488,2356081379217275400,32772,851968
0,normal,interleaved,lookup,16384,9,4,1048576,2917084,159344702076223488,2356081379217275400,32772,720896
0,normal,split,lookup,16384,9,4,1048576,3084457,159344702076223488,2356081379217275400,32772,606208
0,normal,whitefoot,lookup,16384,10,4,1048576,2745543,159344702076223488,15550830537941824056,32772,851968
0,normal,interleaved,lookup,16384,10,4,1048576,2918791,159344702076223488,15550830537941824056,32772,720896
0,normal,split,lookup,16384,10,4,1048576,3085542,159344702076223488,15550830537941824056,32772,606208
0,normal,whitefoot,lookup,16384,11,4,1048576,2736458,159344702076223488,10293427524117068264,32772,851968
0,normal,interleaved,lookup,16384,11,4,1048576,2908915,159344702076223488,10293427524117068264,32772,720896
0,normal,split,lookup,16384,11,4,1048576,3089000,159344702076223488,10293427524117068264,32772,606208
0,normal,whitefoot,lookup,16384,12,4,1048576,2738499,159344702076223488,5521175825229903656,32772,851968
0,normal,interleaved,lookup,16384,12,4,1048576,2911041,159344702076223488,5521175825229903656,32772,720896
0,normal,split,lookup,16384,12,4,1048576,3085249,159344702076223488,5521175825229903656,32772,606208
0,normal,whitefoot,lookup,16384,13,4,1048576,2733835,159344702076223488,5725350131714615384,32772,851968
0,normal,interleaved,lookup,16384,13,4,1048576,2918999,159344702076223488,5725350131714615384,32772,720896
0,normal,split,lookup,16384,13,4,1048576,3089000,159344702076223488,5725350131714615384,32772,606208
0,normal,whitefoot,insert,16384,0,4,32768,107707,0,10909911768892883176,32772,851968
0,normal,interleaved,insert,16384,0,4,32768,92957,0,10909911768892883176,32772,720896
0,normal,split,insert,16384,0,4,32768,96084,0,10909911768892883176,32772,606208
0,normal,whitefoot,insert,16384,1,4,32768,107707,0,13502755409350941448,32772,851968
0,normal,interleaved,insert,16384,1,4,32768,92917,0,13502755409350941448,32772,720896
0,normal,split,insert,16384,1,4,32768,96126,0,13502755409350941448,32772,606208
0,normal,whitefoot,insert,16384,2,4,32768,115834,0,14940797459546303912,32772,851968
0,normal,interleaved,insert,16384,2,4,32768,92959,0,14940797459546303912,32772,720896
0,normal,split,insert,16384,2,4,32768,96292,0,14940797459546303912,32772,606208
