cohort,contract,variant,operation,capacity,sample,repetitions,operations,elapsed_ns,checksum,digest,requests,peak_bytes
0,normal,whitefoot,lookup,4096,11,4,262144,655292,9962801879973888,6412549644183669048,8196,212992
0,normal,interleaved,lookup,4096,11,4,262144,705042,9962801879973888,6412549644183669048,8196,180224
0,normal,split,lookup,4096,11,4,262144,714331,9962801879973888,6412549644183669048,8196,151552
0,normal,whitefoot,lookup,4096,12,4,262144,649084,9962801879973888,8054235486273026056,8196,212992
0,normal,interleaved,lookup,4096,12,4,262144,709125,9962801879973888,8054235486273026056,8196,180224
0,normal,split,lookup,4096,12,4,262144,717084,9962801879973888,8054235486273026056,8196,151552
0,normal,whitefoot,lookup,4096,13,4,262144,650251,9962801879973888,12270942348091423640,8196,212992
0,normal,interleaved,lookup,4096,13,4,262144,704708,9962801879973888,12270942348091423640,8196,180224
0,normal,split,lookup,4096,13,4,262144,732417,9962801879973888,12270942348091423640,8196,151552
0,normal,whitefoot,insert,4096,0,4,8192,47458,0,1837996882287840280,8196,212992
0,normal,interleaved,insert,4096,0,4,8192,23293,0,1837996882287840280,8196,180224
0,normal,split,insert,4096,0,4,8192,25000,0,1837996882287840280,8196,151552
0,normal,whitefoot,insert,4096,1,4,8192,62167,0,17130842932224972264,8196,212992
0,normal,interleaved,insert,4096,1,4,8192,23334,0,17130842932224972264,8196,180224
0,normal,split,insert,4096,1,4,8192,25042,0,17130842932224972264,8196,151552
0,normal,whitefoot,insert,4096,2,4,8192,67333,0,7748136960903208664,8196,212992
0,normal,interleaved,insert,4096,2,4,8192,23291,0,7748136960903208664,8196,180224
0,normal,split,insert,4096,2,4,8192,24583,0,7748136960903208664,8196,151552
0,normal,whitefoot,insert,4096,3,4,8192,70625,0,9072104606401219352,8196,212992
0,normal,interleaved,insert,4096,3,4,8192,23290,0,9072104606401219352,8196,180224
0,normal,split,insert,4096,3,4,8192,30333,0,9072104606401219352,8196,151552
0,normal,whitefoot,insert,4096,4,4,8192,79458,0,13239724372104250040,8196,212992
0,normal,interleaved,insert,4096,4,4,8192,23336,0,13239724372104250040,8196,180224
0,normal,split,insert,4096,4,4,8192,24125,0,13239724372104250040,8196,151552
0,normal,whitefoot,insert,4096,5,4,8192,79458,0,3801496594800721496,8196,212992
0,normal,interleaved,insert,4096,5,4,8192,23249,0,3801496594800721496,8196,180224
0,normal,split,insert,4096,5,4,8192,24377,0,3801496594800721496,8196,151552
0,normal,whitefoot,insert,4096,6,4,8192,79291,0,7352625120983369704,8196,212992
0,normal,interleaved,insert,4096,6,4,8192,23334,0,7352625120983369704,8196,180224
0,normal,split,insert,4096,6,4,8192,24833,0,7352625120983369704,8196,151552
0,normal,whitefoot,insert,4096,7,4,8192,85333,0,17960812127515588248,8196,212992
0,normal,interleaved,insert,4096,7,4,8192,23293,0,17960812127515588248,8196,180224
0,normal,split,insert,4096,7,4,8192,24917,0,17960812127515588248,8196,151552
0,normal,whitefoot,insert,4096,8,4,8192,62001,0,2615156060198523864,8196,212992
0,normal,interleaved,insert,4096,8,4,8192,23334,0,2615156060198523864,8196,180224
0,normal,split,insert,4096,8,4,8192,24124,0,2615156060198523864,8196,151552
0,normal,whitefoot,insert,4096,9,4,8192,79541,0,1726498032405399000,8196,212992
0,normal,interleaved,insert,4096,9,4,8192,23249,0,1726498032405399000,8196,180224
0,normal,split,insert,4096,9,4,8192,24833,0,1726498032405399000,8196,151552
0,normal,whitefoot,insert,4096,10,4,8192,70459,0,4534567279263349320,8196,212992
0,normal,interleaved,insert,4096,10,4,8192,23210,0,4534567279263349320,8196,180224
0,normal,split,insert,4096,10,4,8192,23916,0,4534567279263349320,8196,151552
0,normal,whitefoot,insert,4096,11,4,8192,79541,0,6412549644183669048,8196,212992
0,normal,interleaved,insert,4096,11,4,8192,23332,0,6412549644183669048,8196,180224
0,normal,split,insert,4096,11,4,8192,24416,0,6412549644183669048,8196,151552
0,normal,whitefoot,insert,4096,12,4,8192,70709,0,8054235486273026056,8196,212992
0,normal,interleaved,insert,4096,12,4,8192,23291,0,8054235486273026056,8196,180224
0,normal,split,insert,4096,12,4,8192,24791,0,8054235486273026056,8196,151552
0,normal,whitefoot,insert,4096,13,4,8192,62207,0,12270942348091423640,8196,212992
0,normal,interleaved,insert,4096,13,4,8192,23249,0,12270942348091423640,8196,180224
0,normal,split,insert,4096,13,4,8192,24792,0,12270942348091423640,8196,151552
0,normal,whitefoot,rehash,4096,0,4,4,58207,1827965534208,16755485260950900696,8200,475136
0,normal,interleaved,rehash,4096,0,4,4,53708,1827965534208,16755485260950900696,8200,376832
0,normal,split,rehash,4096,0,4,4,39750,1827965534208,16755485260950900696,8200,290816
0,normal,whitefoot,rehash,4096,1,4,4,58333,1827965534208,11397508409219617008,8200,475136
0,normal,interleaved,rehash,4096,1,4,4,53917,1827965534208,11397508409219617008,8200,376832
0,normal,split,rehash,4096,1,4,4,39917,1827965534208,11397508409219617008,8200,290816
0,normal,whitefoot,rehash,4096,2,4,4,58625,1827965534208,2291712753279154904,8200,475136
0,normal,interleaved,rehash,4096,2,4,4,53749,1827965534208,2291712753279154904,8200,376832
0,normal,split,rehash,4096,2,4,4,39959,1827965534208,2291712753279154904,8200,290816
