cohort,contract,variant,rounds,sample,calls,elapsed_ns,checksum
1,normal,c_heap,1,5,4096,1070000,8241301767429094575
1,normal,whitefoot,1,5,4096,1129000,8241301767429094575
1,normal,whitefoot,1,6,4096,1106000,8241301767429094575
1,normal,c_heap,1,6,4096,1102000,8241301767429094575
1,normal,whitefoot,16,0,4096,17891000,7666817075468251504
1,normal,c_heap,16,0,4096,17531000,7666817075468251504
1,normal,c_heap,16,1,4096,17456000,7666817075468251504
1,normal,whitefoot,16,1,4096,17886000,7666817075468251504
1,normal,whitefoot,16,2,4096,17912000,7666817075468251504
1,normal,c_heap,16,2,4096,17482000,7666817075468251504
1,normal,c_heap,16,3,4096,17475000,7666817075468251504
1,normal,whitefoot,16,3,4096,17865000,7666817075468251504
1,normal,whitefoot,16,4,4096,17942000,7666817075468251504
1,normal,c_heap,16,4,4096,17480000,7666817075468251504
1,normal,c_heap,16,5,4096,17468000,7666817075468251504
1,normal,whitefoot,16,5,4096,17946000,7666817075468251504
1,normal,whitefoot,16,6,4096,17906000,7666817075468251504
1,normal,c_heap,16,6,4096,17471000,7666817075468251504
