cohort,implementation,contract,variant,operation,capacity,sample,repetitions,operations,elapsed_ns,checksum,digest,requests,peak_bytes
0,owning-growth,retained,split,lookup,4096,13,4,262144,711793,9962801879973888,12270942348091423640,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,0,4,8192,27625,0,1837996882287840280,8196,212992
0,owning-growth,retained,interleaved,insert,4096,0,4,8192,24417,0,1837996882287840280,8196,180224
0,owning-growth,retained,split,insert,4096,0,4,8192,25625,0,1837996882287840280,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,1,4,8192,27750,0,17130842932224972264,8196,212992
0,owning-growth,retained,interleaved,insert,4096,1,4,8192,23958,0,17130842932224972264,8196,180224
0,owning-growth,retained,split,insert,4096,1,4,8192,25584,0,17130842932224972264,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,2,4,8192,28167,0,7748136960903208664,8196,212992
0,owning-growth,retained,interleaved,insert,4096,2,4,8192,24125,0,7748136960903208664,8196,180224
0,owning-growth,retained,split,insert,4096,2,4,8192,25916,0,7748136960903208664,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,3,4,8192,27709,0,9072104606401219352,8196,212992
0,owning-growth,retained,interleaved,insert,4096,3,4,8192,24334,0,9072104606401219352,8196,180224
0,owning-growth,retained,split,insert,4096,3,4,8192,25791,0,9072104606401219352,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,4,4,8192,28375,0,13239724372104250040,8196,212992
0,owning-growth,retained,interleaved,insert,4096,4,4,8192,24541,0,13239724372104250040,8196,180224
0,owning-growth,retained,split,insert,4096,4,4,8192,25916,0,13239724372104250040,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,5,4,8192,27834,0,3801496594800721496,8196,212992
0,owning-growth,retained,interleaved,insert,4096,5,4,8192,24376,0,3801496594800721496,8196,180224
0,owning-growth,retained,split,insert,4096,5,4,8192,25251,0,3801496594800721496,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,6,4,8192,28042,0,7352625120983369704,8196,212992
0,owning-growth,retained,interleaved,insert,4096,6,4,8192,24584,0,7352625120983369704,8196,180224
0,owning-growth,retained,split,insert,4096,6,4,8192,25582,0,7352625120983369704,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,7,4,8192,27667,0,17960812127515588248,8196,212992
0,owning-growth,retained,interleaved,insert,4096,7,4,8192,24166,0,17960812127515588248,8196,180224
0,owning-growth,retained,split,insert,4096,7,4,8192,25458,0,17960812127515588248,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,8,4,8192,28500,0,2615156060198523864,8196,212992
0,owning-growth,retained,interleaved,insert,4096,8,4,8192,24250,0,2615156060198523864,8196,180224
0,owning-growth,retained,split,insert,4096,8,4,8192,25625,0,2615156060198523864,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,9,4,8192,27916,0,1726498032405399000,8196,212992
0,owning-growth,retained,interleaved,insert,4096,9,4,8192,24208,0,1726498032405399000,8196,180224
0,owning-growth,retained,split,insert,4096,9,4,8192,26208,0,1726498032405399000,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,10,4,8192,27833,0,4534567279263349320,8196,212992
0,owning-growth,retained,interleaved,insert,4096,10,4,8192,24000,0,4534567279263349320,8196,180224
0,owning-growth,retained,split,insert,4096,10,4,8192,25250,0,4534567279263349320,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,11,4,8192,27834,0,6412549644183669048,8196,212992
0,owning-growth,retained,interleaved,insert,4096,11,4,8192,24417,0,6412549644183669048,8196,180224
0,owning-growth,retained,split,insert,4096,11,4,8192,26375,0,6412549644183669048,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,12,4,8192,26749,0,8054235486273026056,8196,212992
0,owning-growth,retained,interleaved,insert,4096,12,4,8192,24167,0,8054235486273026056,8196,180224
0,owning-growth,retained,split,insert,4096,12,4,8192,25249,0,8054235486273026056,8196,151552
0,owning-growth,retained,whitefoot,insert,4096,13,4,8192,26959,0,12270942348091423640,8196,212992
0,owning-growth,retained,interleaved,insert,4096,13,4,8192,23293,0,12270942348091423640,8196,180224
0,owning-growth,retained,split,insert,4096,13,4,8192,24542,0,12270942348091423640,8196,151552
0,owning-growth,retained,whitefoot,rehash,4096,0,4,4,63293,1827965534208,16755485260950900696,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,0,4,4,55582,1827965534208,16755485260950900696,8200,376832
0,owning-growth,retained,split,rehash,4096,0,4,4,40042,1827965534208,16755485260950900696,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,1,4,4,64041,1827965534208,11397508409219617008,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,1,4,4,53917,1827965534208,11397508409219617008,8200,376832
0,owning-growth,retained,split,rehash,4096,1,4,4,39916,1827965534208,11397508409219617008,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,2,4,4,63251,1827965534208,2291712753279154904,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,2,4,4,53709,1827965534208,2291712753279154904,8200,376832
0,owning-growth,retained,split,rehash,4096,2,4,4,40126,1827965534208,2291712753279154904,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,3,4,4,62792,1827965534208,13715796755296672336,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,3,4,4,53791,1827965534208,13715796755296672336,8200,376832
0,owning-growth,retained,split,rehash,4096,3,4,4,39667,1827965534208,13715796755296672336,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,4,4,4,63040,1827965534208,11472147109226316488,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,4,4,4,53833,1827965534208,11472147109226316488,8200,376832
0,owning-growth,retained,split,rehash,4096,4,4,4,39876,1827965534208,11472147109226316488,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,5,4,4,62000,1827965534208,17478255965976599768,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,5,4,4,53707,1827965534208,17478255965976599768,8200,376832
0,owning-growth,retained,split,rehash,4096,5,4,4,39667,1827965534208,17478255965976599768,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,6,4,4,62917,1827965534208,9565289437605259256,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,6,4,4,54167,1827965534208,9565289437605259256,8200,376832
0,owning-growth,retained,split,rehash,4096,6,4,4,39750,1827965534208,9565289437605259256,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,7,4,4,62416,1827965534208,5938984280190480528,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,7,4,4,54916,1827965534208,5938984280190480528,8200,376832
0,owning-growth,retained,split,rehash,4096,7,4,4,39792,1827965534208,5938984280190480528,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,8,4,4,62584,1827965534208,7753566762732457912,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,8,4,4,53749,1827965534208,7753566762732457912,8200,376832
0,owning-growth,retained,split,rehash,4096,8,4,4,39958,1827965534208,7753566762732457912,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,9,4,4,63043,1827965534208,13780301973079490048,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,9,4,4,53584,1827965534208,13780301973079490048,8200,376832
0,owning-growth,retained,split,rehash,4096,9,4,4,40749,1827965534208,13780301973079490048,8200,290816
0,owning-growth,retained,whitefoot,rehash,4096,10,4,4,62500,1827965534208,15143009266973162248,8200,475136
0,owning-growth,retained,interleaved,rehash,4096,10,4,4,53708,1827965534208,15143009266973162248,8200,376832
