cohort,contract,variant,rounds,sample,calls,elapsed_ns,checksum
1,normal,c_heap,1,4,4096,1101000,8241301767429094575
1,normal,c_heap,1,5,4096,1074000,8241301767429094575
1,normal,whitefoot,1,5,4096,1134000,8241301767429094575
1,normal,whitefoot,1,6,4096,1119000,8241301767429094575
1,normal,c_heap,1,6,4096,1104000,8241301767429094575
1,normal,whitefoot,16,0,4096,18444000,7666817075468251504
1,normal,c_heap,16,0,4096,17663000,7666817075468251504
1,normal,c_heap,16,1,4096,17538000,7666817075468251504
1,normal,whitefoot,16,1,4096,17878000,7666817075468251504
1,normal,whitefoot,16,2,4096,18166000,7666817075468251504
1,normal,c_heap,16,2,4096,17614000,7666817075468251504
1,normal,c_heap,16,3,4096,17572000,7666817075468251504
1,normal,whitefoot,16,3,4096,18021000,7666817075468251504
1,normal,whitefoot,16,4,4096,17956000,7666817075468251504
1,normal,c_heap,16,4,4096,17782000,7666817075468251504
1,normal,c_heap,16,5,4096,17574000,7666817075468251504
1,normal,whitefoot,16,5,4096,18051000,7666817075468251504
1,normal,whitefoot,16,6,4096,17924000,7666817075468251504
1,normal,c_heap,16,6,4096,17828000,7666817075468251504
