contract,element_bytes,path,count,run,cohort,min_elapsed_ns,quantization_margin,screening_margin,null_raw,null_window_c,null_window_normalized,null_tagged_c,null_tagged_normalized,ab_raw,ab_window_c,ab_window_normalized,ab_tagged_c,ab_tagged_normalized,a_wf_window_c,b_wf_window_c,a_wf_tagged_c,b_wf_tagged_c
normal,8,setup-cleanup,256,0,0,93000,0.043950850661626,0.0701754385964912,0.990740740740741,0.979166666666667,1.01182033096927,0.969072164948454,1.02236012608353,1.01851851851852,0.98936170212766,1.01999605988968,1,0.984455464428762,1.13829787234043,1.15957446808511,1.14893617021277,1.13265306122449
normal,8,setup-cleanup,256,0,1,93000,0.043950850661626,0.0701754385964912,1,1,1.00934579439252,1,1.00253757563927,1.02830188679245,1,1.02830188679245,1.01075268817204,1.02803738317757,1.13978494623656,1.17021276595745,1.13829787234043,1.17021276595745
normal,8,setup-cleanup,256,1,0,93000,0.043950850661626,0.0701754385964912,0.929824561403509,0.93,1.00222469410456,0.939393939393939,1.00102851799907,1.01869158878505,1,1.02019897497739,1,1.02634718631935,1.13978494623656,1.17204301075269,1.14583333333333,1.17204301075269
normal,8,setup-cleanup,256,1,1,93000,0.043950850661626,0.0701754385964912,0.990654205607477,1,1.0013064013667,1,1,1.0188679245283,1,1.01736250501807,1,1.0188679245283,1.13978494623656,1.15957446808511,1.12903225806452,1.15957446808511
normal,8,setup-cleanup,4096,0,0,92000,0.0444390774061103,0.0444390774061103,0.990196078431373,0.98936170212766,1.01075268817204,0.989473684210526,0.991048593350384,1,0.98936170212766,1,0.98936170212766,1,1.07446808510638,1.08602150537634,1.07920792079208,1.08602150537634
normal,8,setup-cleanup,4096,0,1,92000,0.0444390774061103,0.0444390774061103,1,1,1,1,1,0.971153846153846,0.979166666666667,1.00214811783961,0.96875,1.00327700972862,1.08247422680412,1.0752688172043,1.07446808510638,1.08602150537634
normal,8,setup-cleanup,4096,1,0,92000,0.0444390774061103,0.0444390774061103,0.972477064220184,0.969072164948454,1.00084334809192,0.96875,1.00167032049274,1,1,1,1,1,1.08602150537634,1.0752688172043,1.08602150537634,1.08602150537634
normal,8,setup-cleanup,4096,1,1,92000,0.0444390774061103,0.0444390774061103,1,0.98936170212766,1,1,1.00990099009901,1,1,1.00084334809192,1,1.0007452358139,1.07446808510638,1.08602150537634,1.08602150537634,1.08602150537634
normal,256,prefilled-lookup,16,0,0,978000,0.00409835636214306,0.0343839541547277,1.03438395415473,1.02854230377166,1.0006873396561,1.00918367346939,1.00683612780519,0.983501374885426,0.981150793650794,1.00401757077639,0.971624266144814,0.999342138262859,1.06570048309179,1.06962663975782,1.06422018348624,1.06646525679758
normal,256,prefilled-lookup,16,0,1,978000,0.00409835636214306,0.0343839541547277,0.998087954110899,1.00612244897959,0.985868942025564,1,0.999105373024365,1.00383141762452,1.00811359026369,1.0006931207763,1,1.0047219000082,1.06428571428571,1.06218655967904,1.0619918699187,1.06477732793522
normal,256,prefilled-lookup,16,1,0,978000,0.00409835636214306,0.0343839541547277,0.981238273921201,0.959104186952288,1.00093076711397,0.976119402985075,1.00056635557449,1.00478011472275,1,1.00077095598542,0.9979633401222,1.00268319826309,1.06517311608961,1.06836734693878,1.06211812627291,1.06727828746177
normal,256,prefilled-lookup,16,1,1,978000,0.00409835636214306,0.0343839541547277,1.00095877277085,1.00306748466258,0.99802271483306,1.00102040816327,0.998980632008155,1.01337153772684,1.00102145045965,1.01293710026495,1,1.01625239005736,1.06632653061224,1.07660878447395,1.06598984771574,1.07543323139653
normal,256,prefilled-lookup,256,0,0,983000,0.00407746773905848,0.03,1.02537593984962,1.0262891809909,0.994105368623194,1.01693227091633,0.992015968063872,1.00377358490566,1.00304568527919,1.0030838796341,1.00708502024291,0.997905818750889,1.07178968655207,1.07676767676768,1.07692307692308,1.07537688442211
normal,256,prefilled-lookup,256,0,1,983000,0.00407746773905848,0.03,0.999052132701422,0.998984771573604,0.997033845564651,0.998987854251012,0.997732365758532,1.00661625708885,0.998984771573604,1.01124804072418,0.998988877654196,1.00765393249803,1.06781376518219,1.08020304568528,1.06458123107972,1.0748987854251
normal,256,prefilled-lookup,256,1,0,983000,0.00407746773905848,0.03,0.992488262910798,1,0.996251171508904,1,0.991224677202602,1,1.00101419878296,0.995757269975232,0.998988877654196,1.00472143531634,1.07272727272727,1.07598784194529,1.06666666666667,1.07381193124368
normal,256,prefilled-lookup,256,1,1,983000,0.00407746773905848,0.03,1.00094786729858,1,1.00473036896878,0.997981836528759,1.00195892575039,1.00947867298578,1,1.01050456594613,0.993963782696177,1.01693320790216,1.07106598984772,1.07926829268293,1.06539235412475,1.07684529828109
normal,256,prefilled-lookup,4096,0,0,1127000,0.00355555275121544,0.03,1.00240384615385,0.99558693733451,1.01420435240555,0.997352162400706,1.0112982902191,1.00791765637371,1.02090592334495,0.993615323224262,1.02477876106195,0.986870171878328,1.11071744906997,1.10195035460993,1.10973451327434,1.09805653710247
normal,256,prefilled-lookup,4096,0,1,1127000,0.00355555275121544,0.03,1.00637450199203,0.999115044247788,1.01504387916158,1.00440528634361,1.00151526919682,0.993605115907274,1.0026525198939,0.989487428809557,1.00265721877768,0.99095655522334,1.1070796460177,1.09663120567376,1.10540301151461,1.09540636042403
normal,256,prefilled-lookup,4096,1,0,1127000,0.00355555275121544,0.03,0.996009577015164,1.00087719298246,0.999370716193003,0.995606326889279,1.0032392717888,1.02006420545746,1.02482269503546,0.987331701346389,1.00354295837024,0.999623045094326,1.10904255319149,1.09650582362729,1.10159010600707,1.09743135518158
normal,256,prefilled-lookup,4096,1,1,1127000,0.00355555275121544,0.03,0.996802557953637,1,0.995674917052722,1.00265017667845,0.992892645986851,0.995990376904571,0.999113475177305,0.999488868972884,0.997349823321555,0.999446146820025,1.10387323943662,1.09849157054126,1.10353982300885,1.10159010600707
normal,256,reuse-churn,16,0,0,1054000,0.00380227793966337,0.0392156862745098,0.96078431372549,0.963855421686747,0.998225952180525,0.96969696969697,0.988059380378657,0.912912912912913,1,0.91557639929733,0.99905303030303,0.910966313817862,1.4914798206278,1.36445242369838,1.57670454545455,1.43897824030274
normal,256,reuse-churn,16,0,1,1054000,0.00380227793966337,0.0392156862745098,1.00418910831837,1,1.0084377363881,1.00189214758751,1.0029227072131,0.944609886837403,1.03312444046553,0.916075829960746,1.03402646502836,0.911134882636118,1.49418084153984,1.37078651685393,1.5812854442344,1.43489813994686
normal,256,reuse-churn,16,1,0,1054000,0.00380227793966337,0.0392156862745098,1.00239520958084,0.99910394265233,1.00509465808061,1.00189035916824,1.00347833744276,0.948286229705352,1.02928127772848,0.922083235663903,1.03595080416272,0.924550898203593,1.48974130240856,1.36779661016949,1.57426679280984,1.44729605866178
normal,256,reuse-churn,16,1,1,1054000,0.00380227793966337,0.0392156862745098,0.999401913875598,0.99910394265233,0.997031962738797,0.999054820415879,1.00128935847215,0.913409500901984,0.995531724754245,0.921283414622581,1,0.916494749558591,1.48482142857143,1.36265709156194,1.56967984934087,1.43032015065913
