run,contract,cohort,element_bytes,path,count,variant,sample,rounds,traces,elapsed_ns,checksum,requests,requested_bytes,peak_bytes
0,normal,0,8,setup-cleanup,256,whitefoot,4,0,128,109000,2804191254977392896,128,1050624,8208
0,normal,0,8,setup-cleanup,256,tagged-c,5,0,128,93000,17136851865760559872,128,788480,6160
0,normal,0,8,setup-cleanup,256,whitefoot,5,0,128,110000,17136851865760559872,128,1050624,8208
0,normal,0,8,setup-cleanup,256,window-c,5,0,128,94000,17136851865760559872,128,1050624,8208
0,normal,0,8,setup-cleanup,256,whitefoot,6,0,128,109000,7671836430621717760,128,1050624,8208
0,normal,0,8,setup-cleanup,256,window-c,6,0,128,93000,7671836430621717760,128,1050624,8208
0,normal,0,8,setup-cleanup,256,tagged-c,6,0,128,93000,7671836430621717760,128,788480,6160
0,normal,0,8,setup-cleanup,256,window-c,7,0,128,98000,1505438527554483968,128,1050624,8208
0,normal,0,8,setup-cleanup,256,tagged-c,7,0,128,96000,1505438527554483968,128,788480,6160
0,normal,0,8,setup-cleanup,256,whitefoot,7,0,128,116000,1505438527554483968,128,1050624,8208
0,normal,0,8,setup-cleanup,256,tagged-c,8,0,128,93000,7962591912417573120,128,788480,6160
0,normal,0,8,setup-cleanup,256,whitefoot,8,0,128,109000,7962591912417573120,128,1050624,8208
0,normal,0,8,setup-cleanup,256,window-c,8,0,128,93000,7962591912417573120,128,1050624,8208
0,normal,0,8,setup-cleanup,256,whitefoot,9,0,128,108000,17063140460035767040,128,1050624,8208
0,normal,0,8,setup-cleanup,256,window-c,9,0,128,94000,17063140460035767040,128,1050624,8208
0,normal,0,8,setup-cleanup,256,tagged-c,9,0,128,95000,17063140460035767040,128,788480,6160
0,normal,0,8,setup-cleanup,256,window-c,10,0,128,93000,9557642172296117504,128,1050624,8208
0,normal,0,8,setup-cleanup,256,tagged-c,10,0,128,94000,9557642172296117504,128,788480,6160
0,normal,0,8,setup-cleanup,256,whitefoot,10,0,128,108000,9557642172296117504,128,1050624,8208
0,normal,0,8,setup-cleanup,4096,whitefoot,0,0,8,102000,13346685402479672208,8,1048704,131088
0,normal,0,8,setup-cleanup,4096,window-c,0,0,8,93000,13346685402479672208,8,1048704,131088
0,normal,0,8,setup-cleanup,4096,tagged-c,0,0,8,93000,13346685402479672208,8,786560,98320
0,normal,0,8,setup-cleanup,4096,window-c,1,0,8,93000,12422727166790784944,8,1048704,131088
0,normal,0,8,setup-cleanup,4096,tagged-c,1,0,8,93000,12422727166790784944,8,786560,98320
0,normal,0,8,setup-cleanup,4096,whitefoot,1,0,8,103000,12422727166790784944,8,1048704,131088
0,normal,0,8,setup-cleanup,4096,tagged-c,2,0,8,92000,2839378041464972240,8,786560,98320
0,normal,0,8,setup-cleanup,4096,whitefoot,2,0,8,100000,2839378041464972240,8,1048704,131088
0,normal,0,8,setup-cleanup,4096,window-c,2,0,8,93000,2839378041464972240,8,1048704,131088
0,normal,0,8,setup-cleanup,4096,whitefoot,3,0,8,100000,9555929134073905136,8,1048704,131088
