schema_version	manifest_id	generator_id	generator_sha256	verifier_id	canonicalization_id	outcome_rows	member_action_rows	branch_context_rows	source_origin_discharge_rows	canonical_discharge_rows	action_step_rows	structural_cost_rows	route_obligation_rows	outcome_authority_rows	outcome_authority_required_rows	outcome_authority_forbidden_rows	outcome_authority_conditional_rows	outcome_authority_choice_rows	outcome_authority_unresolved_rows	outcome_predicate_authority_rows	exact_route_evidence_authority_rows	choice_resolution_authority_rows	resolved_choice_context_sets	route_multiplicity_authority_rows	route_multiplicity_context_rows	route_multiplicity_measured_contexts	repertoire_missing_authorized_routes	repertoire_routes_explicitly_forbidden	legacy_required_binding_omissions	legacy_required_binding_omission_context_rows	legacy_only_capability_pairs	semantic_route_covered_contexts	semantic_route_gap_contexts	basis_contradiction_contexts	mechanized_trace_proved_contexts	mechanized_trace_unproved_contexts	route_level_structural_covered_contexts	mechanized_cost_proved_contexts	mechanized_cost_unproved_contexts	required_route_obligations	satisfied_required_route_obligations	missing_required_route_obligations	forbidden_route_obligations	forbidden_route_violations	unresolved_route_applicability_contexts	unresolved_route_obligations	conditional_route_availability_obligations	conditional_partition_closed_obligations	runtime_conditional_action_unobserved_obligations	runtime_branch_conditional_obligations	trace_classifier_conditional_obligations	trace_classifier_action_unobserved_obligations	conditional_partition_closed_contexts	runtime_conditional_action_unobserved_contexts	runtime_conditional_cost_unobserved_contexts	runtime_branch_conditional_contexts	trace_classifier_conditional_contexts	trace_classifier_cost_unobserved_contexts	choice_route_availability_obligations	classified_route_obligations	canonical_capability_route_obligations	canonical_capability_route_gaps	exact_registry_sha256	authority_registry_sha256	obligation_registry_sha256	decision_sha256	crosswalk_sha256	route_registry_sha256	owner_role_registry_sha256	od1_policy_registry_sha256	od3_policy_registry_sha256	od4_policy_registry_sha256	stored_borrow_registry_sha256	performance_controls_sha256	performance_operation_gates_sha256	performance_structural_gates_sha256	outcome_registry_sha256	member_action_registry_sha256	branch_context_registry_sha256	capability_discharge_registry_sha256	action_step_registry_sha256	structural_cost_registry_sha256	route_obligation_registry_sha256	premise_authority_registry_sha256	outcome_route_authority_sha256	outcome_predicate_authority_sha256	exact_route_evidence_authority_sha256	choice_resolution_authority_sha256	route_multiplicity_authority_sha256	candidate_execution_authorized	d2_route_coverage_status	manifest_row_sha256
privileged-basis-exact-derivation-v1	DENSE-PRIVILEGED-BASIS-EXACT-DERIVATION	exact_basis_derivation.py::build	7d4ee91b81f565c1abc4b1d5f210e8071e3d8785473bd073676b460970500471	exact_basis_derivation.py::verify	UTF8-LF-TSV-HEADER-ORDERED-ROWS-DETERMINISTIC-V1	303	93	1773	58804	59700	39265	1773	44689	4242	366	3633	225	0	18	23	204	0	0	5	39	0	109	467	448	2720	925	1623	0	0	0	1773	1773	0	1773	8075	8075	0	35021	0	150	340	1253	1253	1253	908	345	345	476	476	476	449	177	177	0	44689	40538	4466	3016206708a63b858b655e81de0e5c08e21055b0c4aa4c1ce37c2561c73e3418	e58a922be6b9c917c69f813b29362d0cfed8e94b9a4709ae33a7d3ecaa774dd0	e002960d0e315cf5f1f04e42c54decb4fc2b04ecb5c53d2911d7cf768fdfd541	94fab00f99909f5211d18e11eb86d596523bb94c77a2f0c71af598bd10551e0d	b0745a8840535f3869a4424f99ff617bac93b33e109c6c3382c8f24f9989511c	a1d9352f4ad10e2b6ac212fe5bdec81464dac3f8ba3d8e13e47c89ab0faf7dfd	c35f15e6f63b5e1067246aaa555329294b753a294009dc5c17154b54eadef971	558e4d11dc9ba6d97f9f1de537e4f9f528167836f9e5a7b4036380dd7aad9379	7f8d3d4cd12e5e35fc773388458d028f306aba3f1a2445a0b08378737d765059	073c206be16fb9d85cfd7d90bd3743c21633b30ef1a93fd21828d3a1a5938bdd	6af02ae6c410d9ae08e802eb2733eeab80d94e905bf5593ab6ce29327fa9ddf8	1bc594003697c3868e0ac42720de56df1680922f22426b090ad12fa029eeea09	2a6faa63f95b9140c0f8203022c9526a83681bf4f27b6fd0a270b151b35245a9	6196995de9b7f1ad2518c38c730a4c081ddb465a2bb00cff52734e9b351c9f32	f272bfea1cc6b7cabe7e8e5916822dcdcabe94611991b253a4e9d91d1702bea7	8e5e20e4c81fd8b39c2b1be238da5fc976ff0e2857d4340641d2502a8ab8beb8	8f916c3a843e07e0be59b6294a9956e8550cb82cd7a18060b539e6108bfaa082	b21808d5e8470b24a913f8512cfde759e9f875559cba81554f718e78c7841217	7f46489b65946be6a956c8451b5c5ac67d9a934b8867de0091197e78a0dba8a7	15da808c2303f18c0828029b65c57cc0f71e2a36dabadf8a53a7599301aad9ed	8237100e0b93716ea2496fe35ea1771d0a1b2d1da1004794112564e69ba00007	2c6e691f399e2affc8b6b4d9bead25b623073d5548f026a269c9962a7e610359	e952e286f7ffc5ee0bd115a32d962dc1fb12f172050769d09540070fca277889	6c23914cdf58e3a5659acd37ad0d509b5b86eedd821474790a9571fd1472988e	fbeb735a942a0a19e4869e1ba3fb75bd7446c5a1d4502c5ad51d6ea0e767d393	b0fb9b3818f5037d5cad858eb66d1f1b5329e04539e5c328fc755a9bca339a4f	d40cde6c75682c0750f94f951c78294ba618d38aaccb48ade339287acb0cf081	NO	PENDING_EXPLICIT_OUTCOME_AUTHORITY_BLOCKERS_NO_POSITIVE_CREDIT	fcee68706519d2e4eb1d60522f6f9d1996979629d01b602ba667e9582b325933
