tier,payload,capacity,load,workload,variant,phase,rep,ops,builds,ns_per_op,checksum,minor_faults,major_faults,invol_cs,table_bytes,entry_bytes,query_bytes,seconds
L1,8,512,0.875,insert,a_raw,measure,5,262640,469,3.095491928,3047276937492274316,0,0,0,8704,0,0,0.000813000
L1,8,512,0.875,insert,e_proved,measure,5,262640,469,3.026957051,3047276937492274316,0,0,0,12800,0,0,0.000795000
L1,8,512,0.875,insert,d_folded,measure,5,262640,469,3.205909229,3047276937492274316,0,0,1,8704,0,0,0.000842000
L1,8,512,0.875,insert,c_box,measure,5,262640,469,8.913341456,3047276937492274316,0,0,0,4608,7168,0,0.002341000
L1,8,512,0.875,insert,d_folded,measure,6,262640,469,3.129759366,3047276937492274316,0,0,0,8704,0,0,0.000822000
L1,8,512,0.875,insert,e_proved,measure,6,262640,469,3.042187024,3047276937492274316,0,0,0,12800,0,0,0.000799000
L1,8,512,0.875,insert,a_raw,measure,6,262640,469,3.087876942,3047276937492274316,0,0,0,8704,0,0,0.000811000
L1,8,512,0.875,insert,b_tag,measure,6,262640,469,3.106914408,3047276937492274316,0,0,0,12800,0,0,0.000816000
L1,8,512,0.875,insert,c_box,measure,6,262640,469,8.681084374,3047276937492274316,0,0,0,4608,7168,0,0.002280000
L1,8,512,0.875,insert,d_folded,measure,7,262640,469,3.072646969,3047276937492274316,0,0,0,8704,0,0,0.000807000
L1,8,512,0.875,insert,c_box,measure,7,262640,469,8.467864758,3047276937492274316,0,0,0,4608,7168,0,0.002224000
L1,8,512,0.875,insert,b_tag,measure,7,262640,469,3.053609504,3047276937492274316,0,0,0,12800,0,0,0.000802000
L1,8,512,0.875,insert,a_raw,measure,7,262640,469,3.019342065,3047276937492274316,0,0,0,8704,0,0,0.000793000
L1,8,512,0.875,insert,e_proved,measure,7,262640,469,3.019342065,3047276937492274316,0,0,0,12800,0,0,0.000793000
L1,8,512,0.875,insert,a_raw,measure,8,262640,469,3.049802010,3047276937492274316,0,0,0,8704,0,0,0.000801000
L1,8,512,0.875,insert,b_tag,measure,8,262640,469,3.065031983,3047276937492274316,0,0,0,12800,0,0,0.000805000
L1,8,512,0.875,insert,c_box,measure,8,262640,469,8.448827292,3047276937492274316,0,0,0,4608,7168,0,0.002219000
L1,8,512,0.875,insert,d_folded,measure,8,262640,469,3.061224490,3047276937492274316,0,0,0,8704,0,0,0.000804000
L1,8,512,0.875,insert,e_proved,measure,8,262640,469,3.023149558,3047276937492274316,0,0,0,12800,0,0,0.000794000
L1,8,512,0.875,insert,a_raw,measure,9,262640,469,3.049802010,3047276937492274316,0,0,0,8704,0,0,0.000801000
L1,8,512,0.875,insert,e_proved,measure,9,262640,469,3.026957051,3047276937492274316,0,0,0,12800,0,0,0.000795000
L1,8,512,0.875,insert,d_folded,measure,9,262640,469,3.061224490,3047276937492274316,0,0,0,8704,0,0,0.000804000
L1,8,512,0.875,insert,c_box,measure,9,262640,469,8.448827292,3047276937492274316,0,0,0,4608,7168,0,0.002219000
L1,8,512,0.875,insert,b_tag,measure,9,262640,469,3.049802010,3047276937492274316,0,0,0,12800,0,0,0.000801000
L1,8,512,0.875,insert,c_box,measure,10,262640,469,8.467864758,3047276937492274316,0,0,0,4608,7168,0,0.002224000
L1,8,512,0.875,insert,d_folded,measure,10,262640,469,3.087876942,3047276937492274316,0,0,0,8704,0,0,0.000811000
L1,8,512,0.875,insert,e_proved,measure,10,262640,469,3.015534572,3047276937492274316,0,0,0,12800,0,0,0.000792000
L1,8,512,0.875,insert,a_raw,measure,10,262640,469,3.061224490,3047276937492274316,0,0,0,8704,0,0,0.000804000
L1,8,512,0.875,insert,b_tag,measure,10,262640,469,3.091684435,3047276937492274316,0,0,0,12800,0,0,0.000812000
L1,8,512,0.875,insert,c_box,measure,11,262640,469,8.502132196,3047276937492274316,0,0,0,4608,7168,0,0.002233000
L1,8,512,0.875,insert,b_tag,measure,11,262640,469,3.015534572,3047276937492274316,0,0,0,12800,0,0,0.000792000
L1,8,512,0.875,insert,a_raw,measure,11,262640,469,3.110721901,3047276937492274316,0,0,0,8704,0,0,0.000817000
L1,8,512,0.875,insert,e_proved,measure,11,262640,469,3.007919586,3047276937492274316,0,0,0,12800,0,0,0.000790000
L1,8,512,0.875,insert,d_folded,measure,11,262640,469,3.068839476,3047276937492274316,0,0,0,8704,0,0,0.000806000
L1,32,512,0.500,hit,a_raw,warmup,0,1048576,0,1.690864563,17589338862363416037,0,0,0,20992,0,4096,0.001773000
L1,32,512,0.500,hit,b_tag,warmup,0,1048576,0,1.749992371,17589338862363416037,0,0,0,25088,0,4096,0.001835000
L1,32,512,0.500,hit,c_box,warmup,0,1048576,0,1.653671265,17589338862363416037,0,0,0,4608,12288,4096,0.001734000
L1,32,512,0.500,hit,d_folded,warmup,0,1048576,0,1.653671265,17589338862363416037,0,0,0,20992,0,4096,0.001734000
L1,32,512,0.500,hit,e_proved,warmup,0,1048576,0,1.743316650,17589338862363416037,0,0,0,25088,0,4096,0.001828000
L1,32,512,0.500,hit,a_raw,warmup,1,1048576,0,1.639366150,8744244498848351370,0,0,0,20992,0,4096,0.001719000
L1,32,512,0.500,hit,e_proved,warmup,1,1048576,0,1.751899719,8744244498848351370,0,0,0,25088,0,4096,0.001837000
L1,32,512,0.500,hit,d_folded,warmup,1,1048576,0,1.648902893,8744244498848351370,0,0,0,20992,0,4096,0.001729000
L1,32,512,0.500,hit,c_box,warmup,1,1048576,0,1.638412476,8744244498848351370,0,0,0,4608,12288,4096,0.001718000
L1,32,512,0.500,hit,b_tag,warmup,1,1048576,0,1.768112183,8744244498848351370,0,0,0,25088,0,4096,0.001854000
L1,32,512,0.500,hit,c_box,measure,0,1048576,0,1.656532288,13607813673022798064,0,0,0,4608,12288,4096,0.001737000
L1,32,512,0.500,hit,d_folded,measure,0,1048576,0,1.646041870,13607813673022798064,0,0,0,20992,0,4096,0.001726000
L1,32,512,0.500,hit,e_proved,measure,0,1048576,0,1.740455627,13607813673022798064,0,0,0,25088,0,4096,0.001825000
L1,32,512,0.500,hit,a_raw,measure,0,1048576,0,1.642227173,13607813673022798064,0,0,0,20992,0,4096,0.001722000
L1,32,512,0.500,hit,b_tag,measure,0,1048576,0,1.760482788,13607813673022798064,0,0,0,25088,0,4096,0.001846000
L1,32,512,0.500,hit,c_box,measure,1,1048576,0,1.642227173,1526585796666603796,0,0,0,4608,12288,4096,0.001722000
L1,32,512,0.500,hit,b_tag,measure,1,1048576,0,1.758575439,1526585796666603796,0,0,0,25088,0,4096,0.001844000
L1,32,512,0.500,hit,a_raw,measure,1,1048576,0,1.652717590,1526585796666603796,0,0,0,20992,0,4096,0.001733000
L1,32,512,0.500,hit,e_proved,measure,1,1048576,0,1.769065857,1526585796666603796,0,0,0,25088,0,4096,0.001855000
L1,32,512,0.500,hit,d_folded,measure,1,1048576,0,1.646041870,1526585796666603796,0,0,0,20992,0,4096,0.001726000
L1,32,512,0.500,hit,e_proved,measure,2,1048576,0,1.742362976,1455953095779767772,0,0,0,25088,0,4096,0.001827000
L1,32,512,0.500,hit,a_raw,measure,2,1048576,0,1.644134521,1455953095779767772,0,0,0,20992,0,4096,0.001724000
L1,32,512,0.500,hit,b_tag,measure,2,1048576,0,1.750946045,1455953095779767772,0,0,0,25088,0,4096,0.001836000
L1,32,512,0.500,hit,c_box,measure,2,1048576,0,1.636505127,1455953095779767772,0,0,0,4608,12288,4096,0.001716000
L1,32,512,0.500,hit,d_folded,measure,2,1048576,0,1.650810242,1455953095779767772,0,0,0,20992,0,4096,0.001731000
L1,32,512,0.500,hit,e_proved,measure,3,1048576,0,1.745223999,8357822235541906284,0,0,0,25088,0,4096,0.001830000
L1,32,512,0.500,hit,d_folded,measure,3,1048576,0,1.667976379,8357822235541906284,0,0,0,20992,0,4096,0.001749000
L1,32,512,0.500,hit,c_box,measure,3,1048576,0,1.643180847,8357822235541906284,0,0,0,4608,12288,4096,0.001723000
L1,32,512,0.500,hit,b_tag,measure,3,1048576,0,1.749038696,8357822235541906284,0,0,0,25088,0,4096,0.001834000
L1,32,512,0.500,hit,a_raw,measure,3,1048576,0,1.652717590,8357822235541906284,0,0,0,20992,0,4096,0.001733000
L1,32,512,0.500,hit,b_tag,measure,4,1048576,0,1.761436462,12692767448059465492,0,0,0,25088,0,4096,0.001847000
L1,32,512,0.500,hit,c_box,measure,4,1048576,0,1.659393311,12692767448059465492,0,0,1,4608,12288,4096,0.001740000
L1,32,512,0.500,hit,d_folded,measure,4,1048576,0,1.644134521,12692767448059465492,0,0,0,20992,0,4096,0.001724000
L1,32,512,0.500,hit,e_proved,measure,4,1048576,0,1.740455627,12692767448059465492,0,0,0,25088,0,4096,0.001825000
L1,32,512,0.500,hit,a_raw,measure,4,1048576,0,1.648902893,12692767448059465492,0,0,0,20992,0,4096,0.001729000
L1,32,512,0.500,hit,b_tag,measure,5,1048576,0,1.755714417,8638162634975590888,0,0,0,25088,0,4096,0.001841000
L1,32,512,0.500,hit,a_raw,measure,5,1048576,0,1.675605774,8638162634975590888,0,0,0,20992,0,4096,0.001757000
L1,32,512,0.500,hit,e_proved,measure,5,1048576,0,1.751899719,8638162634975590888,0,0,0,25088,0,4096,0.001837000
L1,32,512,0.500,hit,d_folded,measure,5,1048576,0,1.646041870,8638162634975590888,0,0,0,20992,0,4096,0.001726000
L1,32,512,0.500,hit,c_box,measure,5,1048576,0,1.636505127,8638162634975590888,0,0,0,4608,12288,4096,0.001716000
L1,32,512,0.500,hit,d_folded,measure,6,1048576,0,1.650810242,2371037600568003287,0,0,0,20992,0,4096,0.001731000
L1,32,512,0.500,hit,e_proved,measure,6,1048576,0,1.760482788,2371037600568003287,0,0,0,25088,0,4096,0.001846000
L1,32,512,0.500,hit,a_raw,measure,6,1048576,0,1.660346985,2371037600568003287,0,0,0,20992,0,4096,0.001741000
L1,32,512,0.500,hit,b_tag,measure,6,1048576,0,1.756668091,2371037600568003287,0,0,0,25088,0,4096,0.001842000
L1,32,512,0.500,hit,c_box,measure,6,1048576,0,1.636505127,2371037600568003287,0,0,0,4608,12288,4096,0.001716000
L1,32,512,0.500,hit,d_folded,measure,7,1048576,0,1.664161682,11950144950082737529,0,0,0,20992,0,4096,0.001745000
L1,32,512,0.500,hit,c_box,measure,7,1048576,0,1.633644104,11950144950082737529,0,0,0,4608,12288,4096,0.001713000
L1,32,512,0.500,hit,b_tag,measure,7,1048576,0,1.757621765,11950144950082737529,0,0,0,25088,0,4096,0.001843000
L1,32,512,0.500,hit,a_raw,measure,7,1048576,0,1.646041870,11950144950082737529,0,0,0,20992,0,4096,0.001726000
L1,32,512,0.500,hit,e_proved,measure,7,1048576,0,1.751899719,11950144950082737529,0,0,0,25088,0,4096,0.001837000
L1,32,512,0.500,hit,a_raw,measure,8,1048576,0,1.643180847,10874272069140654957,0,0,0,20992,0,4096,0.001723000
L1,32,512,0.500,hit,b_tag,measure,8,1048576,0,1.751899719,10874272069140654957,0,0,0,25088,0,4096,0.001837000
L1,32,512,0.500,hit,c_box,measure,8,1048576,0,1.646995544,10874272069140654957,0,0,0,4608,12288,4096,0.001727000
L1,32,512,0.500,hit,d_folded,measure,8,1048576,0,1.651763916,10874272069140654957,0,0,0,20992,0,4096,0.001732000
L1,32,512,0.500,hit,e_proved,measure,8,1048576,0,1.742362976,10874272069140654957,0,0,0,25088,0,4096,0.001827000
L1,32,512,0.500,hit,a_raw,measure,9,1048576,0,1.647949219,10751689303962627004,0,0,0,20992,0,4096,0.001728000
L1,32,512,0.500,hit,e_proved,measure,9,1048576,0,1.742362976,10751689303962627004,0,0,0,25088,0,4096,0.001827000
L1,32,512,0.500,hit,d_folded,measure,9,1048576,0,1.655578613,10751689303962627004,0,0,0,20992,0,4096,0.001736000
L1,32,512,0.500,hit,c_box,measure,9,1048576,0,1.644134521,10751689303962627004,0,0,0,4608,12288,4096,0.001724000
L1,32,512,0.500,hit,b_tag,measure,9,1048576,0,1.824378967,10751689303962627004,0,0,1,25088,0,4096,0.001913000
L1,32,512,0.500,hit,c_box,measure,10,1048576,0,1.658439636,9111171034393252305,0,0,0,4608,12288,4096,0.001739000
L1,32,512,0.500,hit,d_folded,measure,10,1048576,0,1.647949219,9111171034393252305,0,0,0,20992,0,4096,0.001728000
L1,32,512,0.500,hit,e_proved,measure,10,1048576,0,1.766204834,9111171034393252305,0,0,0,25088,0,4096,0.001852000
L1,32,512,0.500,hit,a_raw,measure,10,1048576,0,1.649856567,9111171034393252305,0,0,0,20992,0,4096,0.001730000
L1,32,512,0.500,hit,b_tag,measure,10,1048576,0,1.750946045,9111171034393252305,0,0,0,25088,0,4096,0.001836000
L1,32,512,0.500,hit,c_box,measure,11,1048576,0,1.640319824,9788455984019123753,0,0,0,4608,12288,4096,0.001720000
L1,32,512,0.500,hit,b_tag,measure,11,1048576,0,1.752853394,9788455984019123753,0,0,0,25088,0,4096,0.001838000
L1,32,512,0.500,hit,a_raw,measure,11,1048576,0,1.651763916,9788455984019123753,0,0,0,20992,0,4096,0.001732000
L1,32,512,0.500,hit,e_proved,measure,11,1048576,0,1.758575439,9788455984019123753,0,0,0,25088,0,4096,0.001844000
L1,32,512,0.500,hit,d_folded,measure,11,1048576,0,1.646995544,9788455984019123753,0,0,0,20992,0,4096,0.001727000
L1,32,512,0.500,miss,a_raw,warmup,0,1048576,0,1.804351807,6238072747940578789,0,0,0,20992,0,4096,0.001892000
L1,32,512,0.500,miss,b_tag,warmup,0,1048576,0,1.800537109,6238072747940578789,0,0,0,25088,0,4096,0.001888000
L1,32,512,0.500,miss,c_box,warmup,0,1048576,0,1.809120178,6238072747940578789,0,0,0,4608,12288,4096,0.001897000
L1,32,512,0.500,miss,d_folded,warmup,0,1048576,0,1.599311829,6238072747940578789,0,0,0,20992,0,4096,0.001677000
L1,32,512,0.500,miss,e_proved,warmup,0,1048576,0,1.615524292,6238072747940578789,0,0,0,25088,0,4096,0.001694000
L1,32,512,0.500,miss,a_raw,warmup,1,1048576,0,1.809120178,15839785061582574730,0,0,0,20992,0,4096,0.001897000
L1,32,512,0.500,miss,e_proved,warmup,1,1048576,0,1.601219177,15839785061582574730,0,0,0,25088,0,4096,0.001679000
L1,32,512,0.500,miss,d_folded,warmup,1,1048576,0,1.651763916,15839785061582574730,0,0,0,20992,0,4096,0.001732000
L1,32,512,0.500,miss,c_box,warmup,1,1048576,0,1.909255981,15839785061582574730,0,0,0,4608,12288,4096,0.002002000
L1,32,512,0.500,miss,b_tag,warmup,1,1048576,0,1.875877380,15839785061582574730,0,0,0,25088,0,4096,0.001967000
L1,32,512,0.500,miss,c_box,measure,0,1048576,0,1.936912537,2185194620014831856,0,0,1,4608,12288,4096,0.002031000
L1,32,512,0.500,miss,d_folded,measure,0,1048576,0,1.698493958,2185194620014831856,0,0,0,20992,0,4096,0.001781000
L1,32,512,0.500,miss,e_proved,measure,0,1048576,0,1.605987549,2185194620014831856,0,0,0,25088,0,4096,0.001684000
L1,32,512,0.500,miss,a_raw,measure,0,1048576,0,1.810073853,2185194620014831856,0,0,0,20992,0,4096,0.001898000
L1,32,512,0.500,miss,b_tag,measure,0,1048576,0,1.825332642,2185194620014831856,0,0,0,25088,0,4096,0.001914000
L1,32,512,0.500,miss,c_box,measure,1,1048576,0,1.833915710,13232826040865663252,0,0,0,4608,12288,4096,0.001923000
L1,32,512,0.500,miss,b_tag,measure,1,1048576,0,1.945495605,13232826040865663252,0,0,1,25088,0,4096,0.002040000
L1,32,512,0.500,miss,a_raw,measure,1,1048576,0,1.901626587,13232826040865663252,0,0,0,20992,0,4096,0.001994000
L1,32,512,0.500,miss,e_proved,measure,1,1048576,0,1.669883728,13232826040865663252,0,0,0,25088,0,4096,0.001751000
L1,32,512,0.500,miss,d_folded,measure,1,1048576,0,1.673698425,13232826040865663252,0,0,0,20992,0,4096,0.001755000
L1,32,512,0.500,miss,e_proved,measure,2,1048576,0,1.646995544,13168350753275463132,0,0,0,25088,0,4096,0.001727000
L1,32,512,0.500,miss,a_raw,measure,2,1048576,0,1.883506775,13168350753275463132,0,0,1,20992,0,4096,0.001975000
L1,32,512,0.500,miss,b_tag,measure,2,1048576,0,1.889228821,13168350753275463132,0,0,0,25088,0,4096,0.001981000
L1,32,512,0.500,miss,c_box,measure,2,1048576,0,1.871109009,13168350753275463132,0,0,0,4608,12288,4096,0.001962000
L1,32,512,0.500,miss,d_folded,measure,2,1048576,0,1.695632935,13168350753275463132,0,0,0,20992,0,4096,0.001778000
L1,32,512,0.500,miss,e_proved,measure,3,1048576,0,1.670837402,15093541023163888492,0,0,0,25088,0,4096,0.001752000
L1,32,512,0.500,miss,d_folded,measure,3,1048576,0,1.652717590,15093541023163888492,0,0,0,20992,0,4096,0.001733000
L1,32,512,0.500,miss,c_box,measure,3,1048576,0,1.919746399,15093541023163888492,0,0,1,4608,12288,4096,0.002013000
L1,32,512,0.500,miss,b_tag,measure,3,1048576,0,1.894950867,15093541023163888492,0,0,0,25088,0,4096,0.001987000
L1,32,512,0.500,miss,a_raw,measure,3,1048576,0,1.856803894,15093541023163888492,0,0,0,20992,0,4096,0.001947000
L1,32,512,0.500,miss,b_tag,measure,4,1048576,0,1.866340637,1346066267577507604,0,0,0,25088,0,4096,0.001957000
L1,32,512,0.500,miss,c_box,measure,4,1048576,0,1.907348633,1346066267577507604,0,0,0,4608,12288,4096,0.002000000
L1,32,512,0.500,miss,d_folded,measure,4,1048576,0,1.663208008,1346066267577507604,0,0,0,20992,0,4096,0.001744000
L1,32,512,0.500,miss,e_proved,measure,4,1048576,0,1.669883728,1346066267577507604,0,0,0,25088,0,4096,0.001751000
L1,32,512,0.500,miss,a_raw,measure,4,1048576,0,1.903533936,1346066267577507604,0,0,1,20992,0,4096,0.001996000
L1,32,512,0.500,miss,b_tag,measure,5,1048576,0,1.896858215,15378420243238726120,0,0,0,25088,0,4096,0.001989000
L1,32,512,0.500,miss,a_raw,measure,5,1048576,0,1.906394958,15378420243238726120,0,0,0,20992,0,4096,0.001999000
L1,32,512,0.500,miss,e_proved,measure,5,1048576,0,1.627922058,15378420243238726120,0,0,0,25088,0,4096,0.001707000
L1,32,512,0.500,miss,d_folded,measure,5,1048576,0,1.596450806,15378420243238726120,0,0,0,20992,0,4096,0.001674000
L1,32,512,0.500,miss,c_box,measure,5,1048576,0,1.794815063,15378420243238726120,0,0,0,4608,12288,4096,0.001882000
L1,32,512,0.500,miss,d_folded,measure,6,1048576,0,1.596450806,9398003893131893463,0,0,0,20992,0,4096,0.001674000
L1,32,512,0.500,miss,e_proved,measure,6,1048576,0,1.601219177,9398003893131893463,0,0,0,25088,0,4096,0.001679000
L1,32,512,0.500,miss,a_raw,measure,6,1048576,0,1.812934875,9398003893131893463,0,0,0,20992,0,4096,0.001901000
L1,32,512,0.500,miss,b_tag,measure,6,1048576,0,1.794815063,9398003893131893463,0,0,0,25088,0,4096,0.001882000
L1,32,512,0.500,miss,c_box,measure,6,1048576,0,1.794815063,9398003893131893463,0,0,0,4608,12288,4096,0.001882000
L1,32,512,0.500,miss,d_folded,measure,7,1048576,0,1.605033875,530445201382180217,0,0,0,20992,0,4096,0.001683000
L1,32,512,0.500,miss,c_box,measure,7,1048576,0,1.797676086,530445201382180217,0,0,0,4608,12288,4096,0.001885000
L1,32,512,0.500,miss,b_tag,measure,7,1048576,0,1.797676086,530445201382180217,0,0,0,25088,0,4096,0.001885000
L1,32,512,0.500,miss,a_raw,measure,7,1048576,0,1.798629761,530445201382180217,0,0,0,20992,0,4096,0.001886000
L1,32,512,0.500,miss,e_proved,measure,7,1048576,0,1.596450806,530445201382180217,0,0,0,25088,0,4096,0.001674000
L1,32,512,0.500,miss,a_raw,measure,8,1048576,0,1.795768738,3774817245553408877,0,0,0,20992,0,4096,0.001883000
L1,32,512,0.500,miss,b_tag,measure,8,1048576,0,1.798629761,3774817245553408877,0,0,0,25088,0,4096,0.001886000
L1,32,512,0.500,miss,c_box,measure,8,1048576,0,1.801490784,3774817245553408877,0,0,0,4608,12288,4096,0.001889000
L1,32,512,0.500,miss,d_folded,measure,8,1048576,0,1.601219177,3774817245553408877,0,0,0,20992,0,4096,0.001679000
L1,32,512,0.500,miss,e_proved,measure,8,1048576,0,1.594543457,3774817245553408877,0,0,0,25088,0,4096,0.001672000
L1,32,512,0.500,miss,a_raw,measure,9,1048576,0,1.805305481,4016745674725997500,0,0,0,20992,0,4096,0.001893000
L1,32,512,0.500,miss,e_proved,measure,9,1048576,0,1.613616943,4016745674725997500,0,0,0,25088,0,4096,0.001692000
L1,32,512,0.500,miss,d_folded,measure,9,1048576,0,1.613616943,4016745674725997500,0,0,0,20992,0,4096,0.001692000
L1,32,512,0.500,miss,c_box,measure,9,1048576,0,1.797676086,4016745674725997500,0,0,0,4608,12288,4096,0.001885000
L1,32,512,0.500,miss,b_tag,measure,9,1048576,0,1.805305481,4016745674725997500,0,0,0,25088,0,4096,0.001893000
L1,32,512,0.500,miss,c_box,measure,10,1048576,0,1.801490784,15923203627879530961,0,0,0,4608,12288,4096,0.001889000
L1,32,512,0.500,miss,d_folded,measure,10,1048576,0,1.596450806,15923203627879530961,0,0,0,20992,0,4096,0.001674000
L1,32,512,0.500,miss,e_proved,measure,10,1048576,0,1.600265503,15923203627879530961,0,0,0,25088,0,4096,0.001678000
L1,32,512,0.500,miss,a_raw,measure,10,1048576,0,1.798629761,15923203627879530961,0,0,0,20992,0,4096,0.001886000
L1,32,512,0.500,miss,b_tag,measure,10,1048576,0,1.797676086,15923203627879530961,0,0,0,25088,0,4096,0.001885000
L1,32,512,0.500,miss,c_box,measure,11,1048576,0,1.797676086,2692132535155015209,0,0,0,4608,12288,4096,0.001885000
L1,32,512,0.500,miss,b_tag,measure,11,1048576,0,1.798629761,2692132535155015209,0,0,0,25088,0,4096,0.001886000
L1,32,512,0.500,miss,a_raw,measure,11,1048576,0,1.800537109,2692132535155015209,0,0,0,20992,0,4096,0.001888000
L1,32,512,0.500,miss,e_proved,measure,11,1048576,0,1.611709595,2692132535155015209,0,0,0,25088,0,4096,0.001690000
L1,32,512,0.500,miss,d_folded,measure,11,1048576,0,1.636505127,2692132535155015209,0,0,0,20992,0,4096,0.001716000
L1,32,512,0.500,mix,a_raw,warmup,0,1048576,0,1.674652100,6507562668616701413,0,0,0,20992,0,4096,0.001756000
L1,32,512,0.500,mix,b_tag,warmup,0,1048576,0,1.722335815,6507562668616701413,0,0,0,25088,0,4096,0.001806000
L1,32,512,0.500,mix,c_box,warmup,0,1048576,0,1.663208008,6507562668616701413,0,0,0,4608,12288,4096,0.001744000
L1,32,512,0.500,mix,d_folded,warmup,0,1048576,0,1.720428467,6507562668616701413,0,0,1,20992,0,4096,0.001804000
L1,32,512,0.500,mix,e_proved,warmup,0,1048576,0,1.718521118,6507562668616701413,0,0,0,25088,0,4096,0.001802000
L1,32,512,0.500,mix,a_raw,warmup,1,1048576,0,1.667976379,15496797596279489674,0,0,0,20992,0,4096,0.001749000
L1,32,512,0.500,mix,e_proved,warmup,1,1048576,0,1.716613770,15496797596279489674,0,0,0,25088,0,4096,0.001800000
L1,32,512,0.500,mix,d_folded,warmup,1,1048576,0,1.689910889,15496797596279489674,0,0,0,20992,0,4096,0.001772000
L1,32,512,0.500,mix,c_box,warmup,1,1048576,0,1.669883728,15496797596279489674,0,0,0,4608,12288,4096,0.001751000
L1,32,512,0.500,mix,b_tag,warmup,1,1048576,0,1.735687256,15496797596279489674,0,0,0,25088,0,4096,0.001820000
L1,32,512,0.500,mix,c_box,measure,0,1048576,0,1.667022705,1337227365413222640,0,0,0,4608,12288,4096,0.001748000
L1,32,512,0.500,mix,d_folded,measure,0,1048576,0,1.701354980,1337227365413222640,0,0,0,20992,0,4096,0.001784000
L1,32,512,0.500,mix,e_proved,measure,0,1048576,0,1.722335815,1337227365413222640,0,0,0,25088,0,4096,0.001806000
L1,32,512,0.500,mix,a_raw,measure,0,1048576,0,1.663208008,1337227365413222640,0,0,0,20992,0,4096,0.001744000
L1,32,512,0.500,mix,b_tag,measure,0,1048576,0,1.724243164,1337227365413222640,0,0,0,25088,0,4096,0.001808000
L1,32,512,0.500,mix,c_box,measure,1,1048576,0,1.660346985,13509082499969513748,0,0,0,4608,12288,4096,0.001741000
L1,32,512,0.500,mix,b_tag,measure,1,1048576,0,1.729011536,13509082499969513748,0,0,0,25088,0,4096,0.001813000
L1,32,512,0.500,mix,a_raw,measure,1,1048576,0,1.663208008,13509082499969513748,0,0,0,20992,0,4096,0.001744000
L1,32,512,0.500,mix,e_proved,measure,1,1048576,0,1.716613770,13509082499969513748,0,0,0,25088,0,4096,0.001800000
L1,32,512,0.500,mix,d_folded,measure,1,1048576,0,1.689910889,13509082499969513748,0,0,0,20992,0,4096,0.001772000
L1,32,512,0.500,mix,e_proved,measure,2,1048576,0,1.722335815,13430568499744183772,0,0,0,25088,0,4096,0.001806000
L1,32,512,0.500,mix,a_raw,measure,2,1048576,0,1.664161682,13430568499744183772,0,0,0,20992,0,4096,0.001745000
L1,32,512,0.500,mix,b_tag,measure,2,1048576,0,1.726150513,13430568499744183772,0,0,0,25088,0,4096,0.001810000
L1,32,512,0.500,mix,c_box,measure,2,1048576,0,1.659393311,13430568499744183772,0,0,0,4608,12288,4096,0.001740000
L1,32,512,0.500,mix,d_folded,measure,2,1048576,0,1.689910889,13430568499744183772,0,0,0,20992,0,4096,0.001772000
L1,32,512,0.500,mix,e_proved,measure,3,1048576,0,1.720428467,15972737695790064492,0,0,0,25088,0,4096,0.001804000
L1,32,512,0.500,mix,d_folded,measure,3,1048576,0,1.688003540,15972737695790064492,0,0,0,20992,0,4096,0.001770000
L1,32,512,0.500,mix,c_box,measure,3,1048576,0,1.666069031,15972737695790064492,0,0,0,4608,12288,4096,0.001747000
L1,32,512,0.500,mix,b_tag,measure,3,1048576,0,1.720428467,15972737695790064492,0,0,0,25088,0,4096,0.001804000
L1,32,512,0.500,mix,a_raw,measure,3,1048576,0,1.673698425,15972737695790064492,0,0,0,20992,0,4096,0.001755000
L1,32,512,0.500,mix,b_tag,measure,4,1048576,0,1.719474792,2194282138518490900,0,0,0,25088,0,4096,0.001803000
L1,32,512,0.500,mix,c_box,measure,4,1048576,0,1.667022705,2194282138518490900,0,0,0,4608,12288,4096,0.001748000
L1,32,512,0.500,mix,d_folded,measure,4,1048576,0,1.705169678,2194282138518490900,0,0,0,20992,0,4096,0.001788000
L1,32,512,0.500,mix,e_proved,measure,4,1048576,0,1.732826233,2194282138518490900,0,0,0,25088,0,4096,0.001817000
L1,32,512,0.500,mix,a_raw,measure,4,1048576,0,1.664161682,2194282138518490900,0,0,0,20992,0,4096,0.001745000
L1,32,512,0.500,mix,b_tag,measure,5,1048576,0,1.734733582,15687876307765262824,0,0,0,25088,0,4096,0.001819000
L1,32,512,0.500,mix,a_raw,measure,5,1048576,0,1.665115356,15687876307765262824,0,0,0,20992,0,4096,0.001746000
L1,32,512,0.500,mix,e_proved,measure,5,1048576,0,1.722335815,15687876307765262824,0,0,0,25088,0,4096,0.001806000
L1,32,512,0.500,mix,d_folded,measure,5,1048576,0,1.701354980,15687876307765262824,0,0,1,20992,0,4096,0.001784000
L1,32,512,0.500,mix,c_box,measure,5,1048576,0,1.659393311,15687876307765262824,0,0,0,4608,12288,4096,0.001740000
L1,32,512,0.500,mix,d_folded,measure,6,1048576,0,1.690864563,10282278041739299543,0,0,0,20992,0,4096,0.001773000
L1,32,512,0.500,mix,e_proved,measure,6,1048576,0,1.714706421,10282278041739299543,0,0,0,25088,0,4096,0.001798000
L1,32,512,0.500,mix,a_raw,measure,6,1048576,0,1.664161682,10282278041739299543,0,0,0,20992,0,4096,0.001745000
L1,32,512,0.500,mix,b_tag,measure,6,1048576,0,1.717567444,10282278041739299543,0,0,0,25088,0,4096,0.001801000
