study,replay,contract,payload_bytes,policy,path,count,cohort,material_band,classification,null_raw_median,null_raw_min,null_raw_max,null_normalized_median,null_normalized_min,null_normalized_max,null_swap_median,null_swap_min,null_swap_max,null_hole_median,null_hole_min,null_hole_max,ab_raw_median,ab_raw_min,ab_raw_max,ab_normalized_median,ab_normalized_min,ab_normalized_max,ab_swap_median,ab_swap_min,ab_swap_max,ab_hole_median,ab_hole_min,ab_hole_max,a_wf_swap_median,a_wf_swap_min,a_wf_swap_max,b_wf_swap_median,b_wf_swap_min,b_wf_swap_max,a_wf_hole_median,a_wf_hole_min,a_wf_hole_max,b_wf_hole_median,b_wf_hole_min,b_wf_hole_max,a_wf_median_ns,b_wf_median_ns
indexed,initial,normal,256,retained,growth-cleanup,16,0,0.051948052,equivalent,1.026315789,0.987500000,1.056818182,0.992822967,0.953052326,1.033333333,1.036144578,1.022727273,1.072289157,1.037037037,1.024390244,1.086419753,1.013157895,1.000000000,1.058139535,1.013157895,0.989596083,1.046115222,1.000000000,0.976470588,1.023809524,1.000000000,0.921348315,1.012345679,0.915662651,0.904761905,0.988505747,0.927710843,0.895348837,1.034090909,0.938271605,0.853932584,1.011764706,0.939024390,0.939024390,1.070588235,77000,77000
indexed,initial,normal,256,retained,growth-cleanup,16,1,0.051948052,equivalent,0.976470588,0.974358974,0.987341772,0.998214286,0.985958486,1.011133140,0.988095238,0.976470588,0.988636364,0.976190476,0.967032967,1.000000000,1.013157895,1.000000000,1.026315789,1.012048193,1.000000000,1.026315789,1.000000000,0.988095238,1.023255814,1.000000000,0.987951807,1.045977011,0.916666667,0.904761905,0.953488372,0.928571429,0.916666667,0.954545455,0.939024390,0.915662651,0.951219512,0.939024390,0.923076923,0.963855422,77000,78000
indexed,initial,normal,256,retained,growth-cleanup,256,0,0.054054054,equivalent,1.051948052,1.025641026,1.088607595,1.014378479,0.965620915,1.038461538,1.037037037,1.000000000,1.086419753,1.040540541,1.026666667,1.080000000,1.012820513,1.000000000,1.025974026,1.012658228,1.000000000,1.023809524,1.000000000,1.000000000,1.012345679,1.000000000,1.000000000,1.013513514,0.951219512,0.950617284,1.000000000,0.963414634,0.951219512,1.023809524,1.054054054,1.040000000,1.105263158,1.054054054,1.053333333,1.131578947,78000,79000
indexed,initial,normal,256,retained,growth-cleanup,256,1,0.054054054,equivalent,1.000000000,0.962962963,1.012987013,1.000633513,0.951665675,1.012345679,1.000000000,0.987804878,1.012345679,1.000000000,0.987179487,1.013513514,1.012820513,1.000000000,1.051282051,1.012345679,1.000000000,1.013736264,1.000000000,0.987804878,1.047058824,1.013513514,1.000000000,1.090909091,0.962962963,0.951219512,0.975308642,0.966292135,0.962962963,0.976190476,1.054054054,1.054054054,1.067567568,1.064935065,1.023809524,1.067567568,78000,80000
indexed,initial,normal,256,retained,growth-cleanup,4096,0,0.033478894,equivalent,1.014030612,0.946492271,1.033591731,0.988363356,0.963582439,1.010477080,1.020915033,0.936678614,1.072655218,1.016034985,0.947010870,1.034124629,1.009090909,1.000000000,1.016861219,1.011758264,0.999859586,1.123684211,0.997371879,0.889929742,1.005291005,1.004444444,0.941666667,1.008915305,1.013140604,0.912177986,1.027595269,1.025000000,1.019762846,1.032981530,1.143906021,1.070833333,1.161961367,1.149629630,1.141592920,1.157584683,771000,779000
indexed,initial,normal,256,retained,growth-cleanup,4096,1,0.033478894,equivalent,1.002583979,0.842050209,1.050583658,0.985191083,0.800104993,1.018393451,1.028720627,0.980670103,1.052424640,1.033478894,0.989720999,1.057522124,1.007761966,0.974905897,1.016795866,1.005065904,0.954085043,1.014130608,1.002638522,0.998684211,1.021822850,1.001481481,0.992657856,1.025110783,1.017127800,1.014511873,1.025000000,1.022280472,0.976130653,1.031454784,1.141802068,1.133235725,1.180740741,1.148367953,1.122478386,1.160766962,774000,777000
indexed,initial,normal,256,retained,reserved-mixed,16,0,0.033980583,equivalent,1.007407407,1.000000000,1.059701493,1.003429355,0.941441441,1.041074089,1.027522936,0.972093023,1.062200957,1.023809524,0.985645933,1.033816425,1.007407407,0.992647059,1.007462687,1.002610229,0.987920168,1.002665245,1.004784689,0.995283019,1.014354067,1.004854369,1.000000000,1.004854369,0.645933014,0.641148325,0.650943396,0.645933014,0.636792453,0.649289100,0.655339806,0.650485437,0.663461538,0.655339806,0.652173913,0.658653846,135000,135000
indexed,initial,normal,256,retained,reserved-mixed,16,1,0.033980583,equivalent,1.000000000,0.971223022,1.007407407,0.997692412,0.987942570,1.014354067,1.000000000,0.972093023,1.009569378,1.000000000,0.995169082,1.014563107,1.037313433,1.021897810,1.066666667,1.003851709,0.993511760,1.014454491,1.028571429,1.028301887,1.066985646,1.033980583,1.029126214,1.058252427,0.642857143,0.638095238,0.655660377,0.648148148,0.637614679,0.665137615,0.655339806,0.650485437,0.668269231,0.657276995,0.652582160,0.662100457,135000,140000
indexed,initial,normal,256,retained,reserved-mixed,256,0,0.033333333,equivalent,1.035714286,0.993055556,1.050000000,1.002304147,0.965470679,1.016129032,1.033333333,1.023696682,1.037914692,1.029268293,0.981481481,1.034146341,0.992957746,0.985815603,1.035460993,0.988371331,0.985815603,1.040391760,1.000000000,0.995260664,1.014285714,0.995145631,0.957943925,1.009661836,0.671428571,0.666666667,0.682464455,0.666666667,0.657276995,0.695238095,0.687804878,0.654205607,0.695652174,0.682926829,0.678048780,0.712195122,141000,140000
indexed,initial,normal,256,retained,reserved-mixed,256,1,0.033333333,equivalent,1.000000000,0.927152318,1.028571429,1.002319250,0.931567329,1.013891159,0.995260664,0.959090909,1.047393365,0.995145631,0.976525822,1.024271845,1.000000000,0.927152318,1.106382979,0.995238095,0.935982340,1.042458629,1.004784689,0.990566038,1.061320755,1.004761905,1.000000000,1.019512195,0.671428571,0.665094340,0.712264151,0.671428571,0.643835616,0.693333333,0.687804878,0.671428571,0.733009709,0.687804878,0.669856459,0.739336493,141000,141000
indexed,initial,normal,256,retained,reserved-mixed,4096,0,0.030000000,equivalent,1.028925620,0.997514499,1.038907285,1.003809051,0.988806417,1.048511027,1.020100503,0.951362908,1.048931384,1.001168907,0.993703492,1.029308324,1.001655629,0.984590430,1.018257261,1.000564653,0.988460241,1.012105428,1.002247191,0.992183138,1.006768190,0.999416229,0.994755245,1.025685931,0.678510998,0.673012318,0.689597315,0.681159420,0.676190476,0.681666667,0.704678363,0.701692936,0.713954835,0.705023364,0.686263426,0.717963721,1205000,1211000
indexed,initial,normal,256,retained,reserved-mixed,4096,1,0.030000000,equivalent,1.000000000,0.950078003,1.008305648,0.994980480,0.928722083,1.009441127,1.005044843,0.991620112,1.022994952,0.995340711,0.986712883,1.007593458,1.007493755,1.000827815,1.096586178,0.998021231,0.985880853,1.084361137,1.008441193,1.001680672,1.021922428,1.002339181,0.979013046,1.052417006,0.677382967,0.673949580,0.679415073,0.678013393,0.665566557,0.734113712,0.702339181,0.682359614,0.708089097,0.707415991,0.698955916,0.728832319,1203000,1210000
indexed,initial,normal,256,weak,growth-cleanup,16,0,0.051948052,equivalent,1.000000000,0.977272727,1.168831169,1.000000000,0.975882353,1.168831169,1.000000000,0.988636364,1.142857143,1.049382716,0.987804878,1.382716049,1.000000000,0.987012987,1.013157895,1.000744602,0.988095238,1.013157895,1.000000000,0.988095238,1.012048193,1.000000000,0.987804878,1.011904762,0.927710843,0.904761905,1.045977011,0.916666667,0.904761905,1.057471264,0.939024390,0.926829268,1.083333333,0.939024390,0.926829268,1.082352941,77000,77000
indexed,initial,normal,256,weak,growth-cleanup,16,1,0.051948052,equivalent,0.987179487,0.896551724,1.023529412,1.000726744,0.949290061,1.011904762,0.988235294,0.944444444,1.022727273,0.987804878,0.975903614,1.060000000,1.000000000,0.987012987,1.063291139,1.000000000,0.975262832,1.050927289,1.011494253,0.988095238,1.012048193,1.000000000,1.000000000,1.024390244,0.927710843,0.915662651,0.965517241,0.927710843,0.904761905,0.976744186,0.939024390,0.933333333,0.963414634,0.939024390,0.926829268,1.000000000,77000,77000
indexed,initial,normal,256,weak,growth-cleanup,256,0,0.067567568,equivalent,1.064102564,1.050632911,1.108433735,1.002947244,0.990161002,1.033707865,1.061728395,1.060975610,1.074074074,1.067567568,1.052631579,1.067567568,1.012820513,0.962962963,1.058823529,1.000617856,0.962962963,1.058823529,1.000000000,0.987804878,1.024390244,1.000000000,0.986666667,1.013698630,0.962962963,0.951219512,1.011904762,0.963414634,0.940476190,1.071428571,1.054054054,1.040000000,1.118421053,1.067567568,1.054054054,1.200000000,78000,79000
indexed,initial,normal,256,weak,growth-cleanup,256,1,0.067567568,equivalent,1.012987013,0.987179487,1.103896104,1.012987013,0.987804878,1.103896104,1.000000000,0.975903614,1.012345679,1.000000000,0.965116279,1.013513514,1.012820513,0.975000000,1.012820513,1.000469043,0.987037037,1.012820513,1.000000000,0.987804878,1.012345679,1.000000000,0.986666667,1.013513514,0.962962963,0.951219512,0.987951807,0.963414634,0.962962963,1.000000000,1.054054054,1.040000000,1.066666667,1.054054054,1.050632911,1.067567568,78000,79000
indexed,initial,normal,256,weak,growth-cleanup,4096,0,0.030000000,equivalent,1.025706941,0.987212276,1.073453608,1.007918809,0.975960481,1.028146877,1.006596306,0.989569752,1.075197889,1.004437870,0.994108984,1.060740741,1.001290323,0.976279650,1.055771725,1.011597938,0.992128189,1.057162729,0.998684211,0.975546976,1.009234828,1.007407407,0.997050147,1.032352941,1.018372703,1.010416667,1.030888031,1.031537451,1.014379085,1.072463768,1.142857143,1.140324963,1.184911243,1.143274854,1.118233618,1.181422351,776000,782000
indexed,initial,normal,256,weak,growth-cleanup,4096,1,0.030000000,equivalent,1.003851091,0.988461538,1.022135417,1.015737845,0.997393921,1.026364902,0.988326848,0.969426752,1.013192612,0.997054492,0.984218077,1.017699115,0.994851995,0.971250000,1.045161290,1.001266523,0.990409254,1.045161290,0.997395833,0.969426752,1.030263158,0.995568685,0.960170697,1.035555556,1.018421053,0.988520408,1.032894737,1.021024967,1.009138381,1.033163265,1.139911635,1.120910384,1.162962963,1.146884273,1.140969163,1.160458453,785000,776000
indexed,initial,normal,256,weak,reserved-mixed,16,0,0.069565217,equivalent,0.931506849,0.925675676,0.966216216,0.986763408,0.910336239,0.997821420,0.955357143,0.937500000,1.023255814,0.967289720,0.896103896,1.018867925,1.000000000,1.000000000,1.013986014,1.000000000,0.995238095,1.023809524,1.000000000,0.976744186,1.004784689,1.000000000,0.967889908,1.004854369,0.649289100,0.632558140,0.668224299,0.649289100,0.647619048,0.677570093,0.660194175,0.655963303,0.661835749,0.660194175,0.657004831,0.687203791,136000,136000
indexed,initial,normal,256,weak,reserved-mixed,16,1,0.069565217,equivalent,0.935064935,0.906666667,0.952380952,1.004976332,0.886246246,1.045596869,0.930434783,0.897435897,1.023041475,0.940639269,0.884615385,0.958715596,1.066176471,1.036231884,1.200000000,1.014898510,0.994780725,1.115418502,1.042857143,1.032710280,1.080952381,1.057142857,1.028571429,1.082125604,0.647619048,0.639810427,0.672897196,0.662100457,0.644144144,0.713656388,0.657004831,0.652173913,0.672897196,0.665137615,0.659090909,0.723214286,137000,147000
indexed,initial,normal,256,weak,reserved-mixed,256,0,0.076555024,equivalent,0.948051948,0.930379747,0.967320261,0.996602422,0.975257608,1.005643889,0.959641256,0.942731278,0.986486486,0.963133641,0.881355932,0.972602740,1.000000000,0.986486486,1.926666667,1.009345794,0.849451014,1.926666667,1.000000000,0.977168950,1.185185185,1.004761905,0.990476190,1.061611374,0.685185185,0.680365297,0.711627907,0.686915888,0.582031250,1.344186047,0.708133971,0.700000000,0.728571429,0.698564593,0.656250000,1.376190476,148000,148000
indexed,initial,normal,256,weak,reserved-mixed,256,1,0.076555024,equivalent,0.986666667,0.961783439,1.013698630,0.993243243,0.970688842,1.023128385,0.995370370,0.959641256,1.009302326,0.995238095,0.963133641,1.014354067,1.074324324,1.031847134,1.191082803,1.014988788,0.982678311,1.169524743,1.060465116,1.013333333,1.092592593,1.076555024,1.004651163,1.094339623,0.697674419,0.688372093,0.723502304,0.698689956,0.682608696,0.846153846,0.714285714,0.704761905,0.751196172,0.713004484,0.688596491,0.865740741,150000,160000
indexed,initial,normal,256,weak,reserved-mixed,4096,0,0.030000000,equivalent,1.021545319,0.977728285,1.042813456,0.997916003,0.975621112,1.055119815,1.002158662,0.968179447,1.035694970,0.998325893,0.987334802,1.035694367,1.001522070,0.989331437,1.013688213,0.999495256,0.906236106,1.011992073,1.004314995,0.995174263,1.097626753,0.998331479,0.991150442,1.040313550,0.709660011,0.703763441,0.753887399,0.707997853,0.646683047,0.749461207,0.733333333,0.726769912,0.781979978,0.734375000,0.708288482,0.774930362,1315000,1319000
indexed,initial,normal,256,weak,reserved-mixed,4096,1,0.030000000,equivalent,0.999236058,0.926829268,1.100075815,0.993125312,0.920865756,1.007159091,1.005390836,0.958527735,1.099731903,1.006703911,0.964464464,1.089385475,1.001519757,0.989560030,1.007639419,0.993871906,0.979552242,1.011248497,1.005399568,0.990379476,1.024891775,1.002794857,0.997770346,1.017600000,0.708333333,0.700854701,0.743921366,0.710059172,0.696409715,0.728709842,0.734750979,0.730769231,0.766933333,0.734671126,0.731964484,0.748951782,1313000,1319000
indexed,initial,normal,8,retained,growth-cleanup,16,0,0.060000000,equivalent,1.000000000,0.990610329,1.070796460,0.989189189,0.950708593,1.048001235,1.038043478,0.958762887,1.065989848,1.000000000,0.989247312,1.098958333,0.951541850,0.835341365,0.976958525,0.988349885,0.932576868,1.039317580,0.940000000,0.895734597,0.980198020,0.957671958,0.898058252,1.015625000,1.125000000,1.085000000,1.193069307,1.127659574,1.100529101,1.148936170,1.152284264,1.087378641,1.303664921,1.149171271,1.118918919,1.161290323,224000,209000
indexed,initial,normal,8,retained,growth-cleanup,16,1,0.060000000,equivalent,1.000000000,0.985781991,1.042654028,1.014423077,0.991150442,1.028846154,1.000000000,0.973684211,1.021052632,1.000000000,0.963157895,1.032432432,0.981651376,0.928870293,1.023364486,1.014622415,0.991617380,1.028858808,0.989949749,0.915887850,1.010471204,0.984126984,0.932038835,1.031914894,1.115577889,1.085427136,1.120603015,1.132653061,1.086294416,1.143617021,1.148936170,1.110000000,1.179894180,1.150537634,1.125000000,1.177419355,220000,219000
indexed,initial,normal,8,retained,growth-cleanup,256,0,0.055555556,equivalent,1.009049774,0.991111111,1.022727273,1.009049774,0.985894737,1.022727273,1.005235602,0.994974874,1.010256410,1.010638298,1.000000000,1.087912088,0.986486486,0.965217391,1.022831050,1.002062589,0.970218518,1.056830895,0.994845361,0.913875598,1.010471204,0.974358974,0.925000000,1.021978022,1.150259067,1.119617225,1.193069307,1.160621762,1.144329897,1.193877551,1.203296703,1.170000000,1.235897436,1.209944751,1.204301075,1.231578947,223000,223000
indexed,initial,normal,8,retained,growth-cleanup,256,1,0.055555556,equivalent,0.995495495,0.982832618,1.031674208,0.996300175,0.990390390,1.084580578,0.994791667,0.951219512,1.005154639,1.005347594,0.938461538,1.021390374,0.948497854,0.934959350,0.978165939,0.998544396,0.992071646,1.018021257,0.950248756,0.931707317,0.979797980,0.944444444,0.925373134,0.978947368,1.154228856,1.136585366,1.182692308,1.157068063,1.139175258,1.185567010,1.189473684,1.159203980,1.217821782,1.188172043,1.173469388,1.218579235,233000,221000
indexed,initial,normal,8,retained,growth-cleanup,4096,0,0.030000000,equivalent,0.989778535,0.875000000,1.005226481,0.998954852,0.959845716,1.017417906,0.977822581,0.871609403,1.031185031,0.993562232,0.960416667,1.025917927,1.008695652,0.982905983,1.247404844,1.022235970,0.997240028,1.217645683,0.993775934,0.981632653,1.024439919,0.991360691,0.948347107,1.002141328,1.190476190,1.177189409,1.201244813,1.219206681,1.186475410,1.433399602,1.240343348,1.198347107,1.263498920,1.263616558,1.252723312,1.540598291,578000,580000
indexed,initial,normal,8,retained,growth-cleanup,4096,1,0.030000000,equivalent,1.000000000,0.943986820,1.038327526,1.000000000,0.953502817,1.040477273,1.000000000,0.990019960,1.020661157,1.000000000,0.962886598,1.023758099,0.991467577,0.941272431,1.094076655,1.008385093,0.991836652,1.014278358,0.987679671,0.947058824,1.078674948,0.991434690,0.931589537,1.049462366,1.188405797,1.176470588,1.210743802,1.192148760,1.185950413,1.207900208,1.245119306,1.207243461,1.254817987,1.248366013,1.237580994,1.286885246,586000,577000
indexed,initial,normal,8,retained,reserved-mixed,16,0,0.045977011,equivalent,0.979838710,0.931297710,1.024590164,1.002523887,0.972439376,1.067454321,0.976653696,0.929629630,1.011904762,0.975708502,0.960159363,1.004166667,0.960474308,0.945525292,0.969230769,1.006762227,0.956768249,1.026468807,0.954022989,0.944237918,0.996000000,0.960000000,0.948818898,0.991769547,0.973282443,0.961977186,1.020000000,0.975903614,0.972000000,0.992125984,1.007968127,1.003937008,1.049382716,1.008298755,1.008298755,1.024390244,255000,243000
indexed,initial,normal,8,retained,reserved-mixed,16,1,0.045977011,equivalent,1.000000000,0.964426877,1.000000000,0.999860500,0.976562500,1.011904762,0.992063492,0.972762646,1.024000000,0.987654321,0.964705882,0.995901639,1.008230453,0.983935743,1.016393443,0.996275151,0.969841071,1.004292749,1.011857708,1.000000000,1.048000000,0.995850622,0.987854251,1.004166667,0.976000000,0.972000000,0.996047431,0.972222222,0.946564885,0.988142292,1.016666667,1.012448133,1.024691358,1.028688525,1.016597510,1.037656904,244000,247000
indexed,initial,normal,8,retained,reserved-mixed,256,0,0.035087719,equivalent,1.000000000,0.972696246,1.130281690,1.003533569,0.973317013,1.072458287,1.003521127,0.979381443,1.098939929,0.996376812,0.982078853,1.078853047,0.996644295,0.992982456,1.024475524,0.992994681,0.956510968,1.010563380,1.007067138,1.000000000,1.041958042,0.996376812,0.989169675,1.157706093,1.010600707,1.003533569,1.041958042,1.006993007,0.989510490,1.014134276,1.032608696,1.021582734,1.068100358,1.040145985,0.919504644,1.065454545,286000,287000
indexed,initial,normal,8,retained,reserved-mixed,256,1,0.035087719,equivalent,0.983277592,0.956228956,1.003508772,0.989758179,0.969792488,1.010659520,0.993055556,0.969387755,1.003533569,0.964912281,0.948275862,1.000000000,1.006802721,0.966442953,1.056338028,1.006858862,1.003282432,1.013368346,1.000000000,0.956081081,1.042402827,1.003663004,0.971731449,1.014598540,1.006756757,0.996491228,1.031578947,1.016949153,1.000000000,1.034965035,1.043956044,1.021582734,1.065217391,1.047445255,1.040145985,1.079136691,285000,288000
indexed,initial,normal,8,retained,reserved-mixed,4096,0,0.030674847,equivalent,1.001455604,0.988286969,1.053491828,0.995321113,0.963396779,1.031360232,1.006163328,0.998556999,1.057838661,1.009508716,0.995253165,1.067823344,1.002980626,0.964936886,1.041604755,0.987875496,0.965102711,1.094805655,1.004601227,0.892223738,1.079268293,0.992113565,0.958904110,1.056872038,1.026073620,0.941336971,1.053175775,1.024427481,0.990112994,1.053598775,1.060221870,1.047040971,1.085235921,1.061417323,1.009022556,1.092063492,673000,674000
indexed,initial,normal,8,retained,reserved-mixed,4096,1,0.030674847,equivalent,1.004405286,0.965763195,1.057777778,1.000038565,0.982003308,1.028003292,0.998475610,0.968750000,1.030674847,0.969325153,0.921944035,1.018867925,0.998514116,0.989629630,1.177777778,0.995673169,0.978529657,1.021502753,1.001519757,0.973174367,1.203619910,0.995283019,0.924608819,1.122222222,1.024316109,1.010432191,1.049306626,1.029007634,0.996240602,1.040000000,1.061032864,0.960170697,1.075079872,1.074960128,1.027692308,1.124469590,675000,674000
indexed,initial,normal,8,weak,growth-cleanup,16,0,0.062500000,equivalent,0.913793103,0.770370370,1.020491803,0.988699907,0.820611916,1.054800981,0.938775510,0.881516588,1.000000000,0.937500000,0.714285714,0.989690722,1.079069767,0.992000000,1.135265700,1.011848871,0.953098039,1.034800239,1.052631579,1.016129032,1.108108108,1.059139785,1.038461538,1.111111111,1.118918919,1.110526316,1.275510204,1.157635468,1.129353234,1.215686275,1.150000000,1.105820106,1.295336788,1.160000000,1.135000000,1.186868687,211000,232000
indexed,initial,normal,8,weak,growth-cleanup,16,1,0.062500000,equivalent,0.990740741,0.981042654,1.013513514,0.996306714,0.994038329,1.018632269,0.994652406,0.984126984,1.010810811,0.989071038,0.981566820,1.032608696,1.004830918,0.990476190,1.009569378,0.999337512,0.954176016,1.015408085,1.005405405,0.989583333,1.038043478,1.005434783,0.974358974,1.011111111,1.126903553,1.078125000,1.141304348,1.124324324,1.089005236,1.139784946,1.135869565,1.032558140,1.166666667,1.136842105,1.061611374,1.164835165,210000,211000
indexed,initial,normal,8,weak,growth-cleanup,256,0,0.030000000,equivalent,0.973684211,0.888446215,1.013333333,1.003309432,0.938307993,1.024000000,0.974747475,0.915887850,0.989743590,0.973544974,0.810344828,1.010752688,1.004484305,0.973799127,1.064257028,1.009827307,0.989129436,1.069578313,0.989583333,0.964824121,1.015544041,0.989304813,0.959390863,1.010928962,1.151041667,1.144329897,1.238805970,1.172774869,1.137755102,1.325000000,1.205405405,1.181818182,1.263959391,1.217391304,1.192513369,1.402116402,223000,224000
indexed,initial,normal,8,weak,growth-cleanup,256,1,0.030000000,equivalent,0.995535714,0.957081545,1.000000000,1.000747943,0.962092443,1.022408964,0.994791667,0.964646465,1.000000000,0.990099010,0.933673469,1.000000000,1.004484305,0.973568282,1.009009009,1.003834653,0.994818653,1.015057824,0.994871795,0.969849246,1.005291005,1.000000000,0.989361702,1.005405405,1.161458333,1.140703518,1.174358974,1.168421053,1.145077720,1.185567010,1.206521739,1.133663366,1.214285714,1.204301075,1.144278607,1.218579235,222000,223000
indexed,initial,normal,8,weak,growth-cleanup,4096,0,0.041753653,equivalent,0.966942149,0.942244224,1.078149920,1.000768710,0.964260844,1.020424703,0.965863454,0.939688716,1.118110236,0.958246347,0.919678715,1.133744856,1.036458333,0.963025210,1.076388889,1.010763052,0.997477106,1.055189508,0.984000000,0.936293436,1.065173116,0.995661605,0.948132780,1.075921909,1.184890656,1.136094675,1.190871369,1.189024390,1.181443299,1.204968944,1.246753247,1.236514523,1.260593220,1.258064516,1.248366013,1.322440087,576000,597000
indexed,initial,normal,8,weak,growth-cleanup,4096,1,0.041753653,equivalent,0.989655172,0.976351351,1.001748252,0.990030238,0.974898602,1.252185315,0.997933884,0.800000000,1.008316008,0.993506494,0.923694779,1.010869565,1.006944444,1.000000000,1.010489510,1.006944444,1.001071674,1.014492754,1.000000000,0.985714286,1.004175365,0.995642702,0.985010707,1.000000000,1.189189189,1.169387755,1.196242171,1.196687371,1.186335404,1.203742204,1.236051502,1.226980728,1.248366013,1.258134490,1.240259740,1.258695652,573000,578000
indexed,initial,normal,8,weak,reserved-mixed,16,0,0.030000000,equivalent,1.008097166,0.992000000,1.036585366,1.016097937,0.995936508,1.069623943,0.988549618,0.969111969,0.996062992,1.004132231,1.000000000,1.037190083,0.991935484,0.945945946,1.000000000,0.995887418,0.964825523,1.019555556,0.992094862,0.972972973,1.003984064,0.995901639,0.960317460,0.996000000,0.988047809,0.965250965,1.015810277,0.980079681,0.961089494,1.015444015,1.027777778,1.012244898,1.053278689,1.020576132,1.012345679,1.056224900,255000,247000
indexed,initial,normal,8,weak,reserved-mixed,16,1,0.030000000,equivalent,0.988047809,0.916058394,1.004048583,0.999857145,0.955730214,1.007968127,0.992094862,0.958490566,1.000000000,0.980694981,0.777419355,0.987804878,0.995983936,0.980237154,1.011494253,0.992094862,0.976377953,1.035294118,1.003968254,0.965909091,1.015873016,0.995867769,0.892988930,0.995901639,0.988095238,0.935606061,1.015564202,0.976284585,0.968627451,1.015384615,1.024691358,0.918819188,1.036885246,1.024793388,1.016528926,1.035294118,249000,248000
indexed,initial,normal,8,weak,reserved-mixed,256,0,0.034810127,equivalent,1.009036145,0.987381703,1.062305296,0.996794872,0.978893812,1.042261800,1.003194888,0.987261146,1.041269841,1.003300330,0.971246006,1.032467532,0.996784566,0.967930029,1.051446945,0.987627409,0.960463570,1.028518196,1.003154574,0.993650794,1.050955414,0.993485342,0.990259740,1.022950820,1.015923567,0.990445860,1.082018927,1.006389776,0.975757576,1.044025157,1.045454545,1.003225806,1.092356688,1.033003300,1.013071895,1.057324841,319000,317000
indexed,initial,normal,8,weak,reserved-mixed,256,1,0.034810127,equivalent,0.969040248,0.965944272,0.996960486,0.994310311,0.987616099,1.032222754,0.971786834,0.948328267,0.981191223,0.965189873,0.929203540,0.971786834,1.003184713,0.996805112,1.041800643,1.009625625,0.999989793,1.015917397,0.996815287,0.990415335,1.025477707,1.000000000,0.990322581,1.016339869,1.012779553,0.990445860,1.022012579,1.012944984,0.996805112,1.034810127,1.029508197,1.016339869,1.031746032,1.035830619,1.022801303,1.044728435,314000,315000
indexed,initial,normal,8,weak,reserved-mixed,4096,0,0.030000000,equivalent,1.000000000,0.993523316,1.099740933,1.019713138,0.989413766,1.095376881,0.996000000,0.913834951,1.008053691,1.008196721,0.997256516,1.057795699,1.013106160,0.997445722,1.058214748,1.003911343,0.969171161,1.085936779,1.000000000,0.945978391,1.054448871,1.013661202,0.991780822,1.083888149,1.019946809,0.924369748,1.036048064,1.023936170,0.984595635,1.042723632,1.046448087,1.033288948,1.072602740,1.053262317,0.970515971,1.078729282,770000,781000
indexed,initial,normal,8,weak,reserved-mixed,4096,1,0.030000000,equivalent,1.007832898,0.978205128,1.055844156,1.009182072,0.983280122,1.025296106,0.998663102,0.985468956,1.067114094,0.991847826,0.970284238,1.063013699,0.998701299,0.987080103,1.013054830,1.001368556,0.987080103,1.023933271,0.997326203,0.989333333,1.002684564,0.998622590,0.991978610,1.004137931,1.024064171,1.017264276,1.037533512,1.024128686,1.018741633,1.043126685,1.055096419,1.025401070,1.066115702,1.052341598,1.043126685,1.065934066,766000,764000
indexed,initial,retained,256,retained,growth-cleanup,16,0,0.047169811,equivalent,1.000000000,0.958333333,1.060344828,0.999601276,0.958333333,1.060344828,1.000000000,0.990909091,1.009174312,1.000000000,0.972477064,1.009433962,1.034482759,1.025641026,1.104347826,1.009063041,0.989892985,1.030100334,1.045045045,1.009090909,1.090909091,1.047169811,1.009345794,1.074074074,1.045454545,1.045045045,1.079646018,1.058333333,1.034482759,1.089430894,1.094339623,1.074766355,1.129629630,1.105263158,1.081081081,1.155172414,116000,120000
indexed,initial,retained,256,retained,growth-cleanup,16,1,0.047169811,equivalent,1.017391304,1.000000000,1.034188034,0.999420038,0.990609606,1.016702586,1.009090909,1.008849558,1.036363636,1.009345794,1.000000000,1.046728972,0.991452991,0.974358974,1.000000000,1.000466200,0.983026259,1.009090909,0.990990991,0.973451327,1.008928571,0.990654206,0.972477064,1.026086957,1.054054054,1.036036036,1.089285714,1.045871560,1.045454545,1.070796460,1.092592593,1.060869565,1.102803738,1.084905660,1.025423729,1.103773585,117000,115000
indexed,initial,retained,256,retained,growth-cleanup,256,0,0.039603960,equivalent,1.017241379,1.008474576,1.162393162,1.023706897,0.999628308,1.203178887,1.000000000,0.966101695,1.017543860,1.000000000,1.000000000,1.029702970,1.008474576,0.975409836,1.081967213,0.991228070,0.966853609,1.028755711,1.008849558,0.991228070,1.051724138,1.009900990,0.980769231,1.019801980,1.051724138,1.026315789,1.079646018,1.043859649,1.017094017,1.081967213,1.168316832,1.119266055,1.184466019,1.166666667,1.155339806,1.233644860,118000,119000
indexed,initial,retained,256,retained,growth-cleanup,256,1,0.039603960,equivalent,0.991596639,0.823943662,1.016806723,1.000294855,0.831235199,1.009203336,0.991228070,0.982758621,1.008771930,1.000000000,0.990291262,1.009433962,0.991525424,0.975000000,1.008474576,0.999628308,0.991894103,1.008771930,0.991228070,0.982608696,1.008849558,0.990196078,0.980582524,1.009523810,1.043859649,1.035087719,1.052631579,1.035398230,1.035398230,1.061403509,1.156862745,1.152380952,1.176470588,1.158415842,1.141509434,1.168316832,119000,117000
