study,replay,contract,payload_bytes,policy,path,count,cohort,material_band,classification,null_raw_median,null_raw_min,null_raw_max,null_normalized_median,null_normalized_min,null_normalized_max,null_swap_median,null_swap_min,null_swap_max,null_hole_median,null_hole_min,null_hole_max,ab_raw_median,ab_raw_min,ab_raw_max,ab_normalized_median,ab_normalized_min,ab_normalized_max,ab_swap_median,ab_swap_min,ab_swap_max,ab_hole_median,ab_hole_min,ab_hole_max,a_wf_swap_median,a_wf_swap_min,a_wf_swap_max,b_wf_swap_median,b_wf_swap_min,b_wf_swap_max,a_wf_hole_median,a_wf_hole_min,a_wf_hole_max,b_wf_hole_median,b_wf_hole_min,b_wf_hole_max,a_wf_median_ns,b_wf_median_ns
indexed,repeat,normal,256,weak,growth-cleanup,4096,0,0.056213018,equivalent,0.998748436,0.962871287,1.048843188,0.998687664,0.994782706,1.038276738,1.001314060,0.961928934,1.013192612,0.997037037,0.964336662,1.002958580,1.054987212,0.933014354,1.103316327,1.016493613,0.991548786,1.050980932,1.033942559,0.892485549,1.085413929,1.056213018,0.863867684,1.122418879,1.015686275,0.966473988,1.038258575,1.030226700,1.010362694,1.047215496,1.147710487,1.063613232,1.157352941,1.147945205,1.123626374,1.178571429,782000,820000
indexed,repeat,normal,256,weak,growth-cleanup,4096,1,0.056213018,equivalent,0.968750000,0.955665025,1.004981320,1.000700858,0.995850676,1.009509648,0.969387755,0.959646910,1.003816794,0.972701149,0.966053748,1.017241379,1.002574003,0.957920792,1.012936611,0.990827526,0.960444958,1.017019321,1.001315789,0.986996099,1.023746702,1.005882353,0.988269795,1.028148148,1.019505852,1.014397906,1.061760841,1.018445323,1.003865979,1.031662269,1.149851632,1.138032305,1.193500739,1.144736842,1.119081779,1.158518519,777000,779000
indexed,repeat,normal,256,weak,reserved-mixed,16,0,0.036036036,equivalent,0.986013986,0.937931034,1.028368794,1.001650943,0.995059986,1.034088309,0.976958525,0.925438596,1.004629630,0.963963964,0.932432432,1.000000000,0.992700730,0.979452055,1.007352941,1.000000000,0.956271345,1.054153632,1.000000000,0.941704036,1.038095238,1.000000000,0.995169082,1.004854369,0.647619048,0.614349776,0.682242991,0.647619048,0.623853211,0.668224299,0.661835749,0.657004831,0.691943128,0.658653846,0.657004831,0.677725118,137000,136000
indexed,repeat,normal,256,weak,reserved-mixed,16,1,0.036036036,equivalent,1.000000000,0.992700730,1.029411765,0.995260664,0.990521327,1.013793103,1.004761905,1.000000000,1.023923445,1.004739336,0.995169082,1.033816425,0.964285714,0.924657534,0.978723404,0.991836735,0.947093529,1.011347518,0.967741935,0.928888889,0.981481481,0.971830986,0.953703704,1.023474178,0.652777778,0.648148148,0.680555556,0.645933014,0.641509434,0.671361502,0.675799087,0.657276995,0.688679245,0.660194175,0.623853211,0.680952381,146000,136000
indexed,repeat,normal,256,weak,reserved-mixed,256,0,0.031531532,equivalent,1.006535948,0.974683544,1.026666667,1.009313556,0.992166657,1.038131247,0.982378855,0.969565217,1.017937220,0.981981982,0.968888889,1.014018692,1.006711409,0.993288591,1.034013605,1.010297697,0.988690032,1.029900332,1.000000000,0.986175115,1.023474178,0.995238095,0.967592593,1.033333333,0.690140845,0.677419355,0.705069124,0.697247706,0.685185185,0.705069124,0.706730769,0.680555556,0.721698113,0.708133971,0.691244240,0.727272727,149000,150000
indexed,repeat,normal,256,weak,reserved-mixed,256,1,0.031531532,equivalent,1.006802721,0.973509934,1.020547945,1.015801211,0.949101083,1.016212092,0.990825688,0.990740741,1.060747664,1.000000000,0.963133641,1.014354067,0.967105263,0.948717949,0.980263158,0.985069257,0.979350260,1.048072215,0.968468468,0.922746781,0.982062780,0.972093023,0.958715596,0.977064220,0.687782805,0.652360515,0.704035874,0.688372093,0.677419355,0.696261682,0.708333333,0.697247706,0.725581395,0.708133971,0.700000000,0.712918660,153000,148000
indexed,repeat,normal,256,weak,reserved-mixed,4096,0,0.030000000,equivalent,1.013667426,0.996958175,1.040304183,1.009328561,0.953458784,1.032769533,1.020889127,0.996246649,1.050402145,1.003357583,0.998329621,1.078212291,0.998489426,0.980810235,1.000762777,0.992238698,0.984821215,0.999678618,1.001077586,0.994635193,1.013433638,0.997766611,0.971273713,0.998887653,0.712823276,0.704459968,0.754828326,0.708467310,0.695652174,0.744336570,0.735147140,0.718699187,0.782536151,0.737934905,0.731734523,0.768374165,1324000,1315000
indexed,repeat,normal,256,weak,reserved-mixed,4096,1,0.030000000,equivalent,1.005311077,0.882828283,1.056646526,0.997413969,0.876208253,1.072604510,1.004851752,0.915722031,1.067589143,0.999467802,0.946003176,1.038569033,1.005243446,0.988687783,1.028158295,1.004155526,0.920146670,1.037758642,1.003241491,0.969477496,1.104868914,1.004474273,0.984782609,1.026183844,0.707974138,0.680289705,0.718918919,0.705977383,0.650847458,0.721302723,0.731368187,0.716594828,0.747062115,0.733441911,0.711466667,0.741721854,1322000,1334000
indexed,repeat,normal,8,retained,growth-cleanup,16,0,0.066298343,equivalent,0.995238095,0.981395349,1.009523810,1.005939580,0.990783410,1.016413374,0.989361702,0.979166667,1.000000000,0.994535519,0.978609626,1.005102041,1.000000000,0.950672646,1.066666667,0.994680851,0.955649989,1.041292756,1.000000000,0.985074627,1.048387097,1.005347594,0.978947368,1.011111111,1.137566138,1.117647059,1.161458333,1.129032258,1.101063830,1.207070707,1.158469945,1.105263158,1.211956522,1.143617021,1.129032258,1.230769231,212000,212000
indexed,repeat,normal,8,retained,growth-cleanup,16,1,0.066298343,equivalent,0.961038961,0.905579399,0.995305164,1.009664917,0.964836639,1.044578848,0.954081633,0.886255924,1.031578947,0.960784314,0.915841584,0.978609626,1.046511628,1.004587156,1.125000000,1.000329916,0.955479452,1.200566639,1.053191489,0.871681416,1.177419355,1.066298343,0.984771574,1.098360656,1.118279570,0.951327434,1.147368421,1.127551020,1.068493151,1.151515152,1.136612022,1.106598985,1.168478261,1.145077720,1.109375000,1.164179104,211000,225000
indexed,repeat,normal,8,retained,growth-cleanup,256,0,0.046875000,equivalent,1.000000000,0.878431373,1.040909091,0.981226257,0.928497409,1.019666048,1.010309278,0.946078431,1.063492063,1.016042781,0.979057592,1.032432432,1.008583691,1.000000000,1.018099548,1.008248731,0.954738331,1.033760078,1.000000000,0.984693878,1.052083333,0.994708995,0.984455959,1.016304348,1.151041667,1.137755102,1.188775510,1.156250000,1.113861386,1.192893401,1.205405405,1.145077720,1.232804233,1.203208556,1.181818182,1.250000000,223000,225000
indexed,repeat,normal,8,retained,growth-cleanup,256,1,0.046875000,equivalent,0.995555556,0.977777778,1.004524887,1.012631579,0.988070175,1.141408638,0.984536082,0.868181818,0.989898990,0.984042553,0.974358974,0.994680851,1.036036036,1.030434783,1.094170404,0.989826515,0.966941287,1.019931849,1.046875000,1.015789474,1.131578947,1.021390374,1.015384615,1.065217391,1.168421053,1.121827411,1.179487179,1.161616162,1.096153846,1.191709845,1.181818182,1.174603175,1.211956522,1.196969697,1.151515152,1.244897959,222000,230000
indexed,repeat,normal,8,retained,growth-cleanup,4096,0,0.039583333,equivalent,0.994809689,0.902668760,1.006980803,1.011456795,0.989963887,1.015354864,0.983606557,0.911819887,0.991752577,0.993576017,0.915019763,1.006507592,1.000000000,0.907523511,1.015652174,1.013250000,0.922648903,1.039175258,0.993788820,0.962301587,1.008281573,0.997835498,0.786689420,1.008714597,1.188405797,1.148809524,1.307377049,1.204968944,1.178644764,1.214137214,1.242424242,1.088737201,1.253246753,1.255965293,1.242424242,1.264069264,575000,579000
indexed,repeat,normal,8,retained,growth-cleanup,4096,1,0.039583333,equivalent,0.950331126,0.925925926,1.003484321,0.987407700,0.892479932,1.018140495,0.991769547,0.952569170,1.037475345,0.960416667,0.937246964,1.002159827,0.978003384,0.876944837,1.034246575,1.004005447,0.824295241,1.057019399,0.974051896,0.942913386,1.063872255,0.981132075,0.946721311,1.053418803,1.180914513,1.172690763,1.411177645,1.184426230,1.163227017,1.252609603,1.247863248,1.225409836,1.466804979,1.253246753,1.225152130,1.284796574,598000,600000
indexed,repeat,normal,8,retained,reserved-mixed,16,0,0.095617530,equivalent,1.020408163,0.972111554,1.032786885,1.000664452,0.972111554,1.094930084,1.023809524,0.920577617,1.032000000,1.012244898,0.968379447,1.024691358,1.051383399,0.957854406,1.151639344,0.972710528,0.950251405,1.051132638,1.095617530,1.007692308,1.130952381,1.057851240,0.934865900,1.095435685,0.976095618,0.968253968,1.003968254,0.954198473,0.927536232,1.021818182,1.012448133,1.000000000,1.045454545,1.024590164,1.011857708,1.064393939,245000,263000
indexed,repeat,normal,8,retained,reserved-mixed,16,1,0.095617530,equivalent,1.000000000,0.995918367,1.007968127,0.992031873,0.991950565,1.004015311,1.004000000,1.000000000,1.008032129,0.991803279,0.980237154,1.000000000,1.000000000,0.995901639,1.020408163,0.995901639,0.988014253,1.008308462,1.008000000,1.000000000,1.015686275,1.008264463,1.004115226,1.016528926,0.979919679,0.976000000,0.988235294,0.972111554,0.968253968,0.988142292,1.012396694,1.008230453,1.032786885,1.008264463,0.995901639,1.024291498,245000,244000
indexed,repeat,normal,8,retained,reserved-mixed,256,0,0.042253521,equivalent,1.023648649,0.876506024,1.031690141,0.996383081,0.962837838,1.055215298,1.031690141,0.863501484,1.063157895,1.025270758,0.829411765,1.053571429,1.035087719,1.009966777,1.125000000,1.002761187,0.931522756,1.076891447,1.042253521,1.031802120,1.084210526,1.032727273,0.979238754,1.109090909,1.017667845,0.989690722,1.056140351,1.010273973,0.983818770,1.065789474,1.047272727,0.996539792,1.098540146,1.049645390,1.042402827,1.093750000,288000,299000
indexed,repeat,normal,8,retained,reserved-mixed,256,1,0.042253521,equivalent,1.000000000,0.992982456,1.037414966,0.996466431,0.956228956,1.024660591,1.003546099,0.972508591,1.045774648,0.992779783,0.989247312,1.010830325,1.000000000,0.956666667,1.010600707,1.003508772,0.960035211,1.024647887,0.996466431,0.986111111,1.028268551,1.003636364,0.936241611,1.014545455,1.007067138,1.000000000,1.052631579,1.010563380,0.982817869,1.031578947,1.036363636,0.986577181,1.086956522,1.032608696,1.025089606,1.053763441,288000,286000
indexed,repeat,normal,8,retained,reserved-mixed,4096,0,0.055555556,equivalent,1.035820896,0.998505232,1.081723626,1.005104733,0.980276876,1.037312685,1.033587786,0.995461422,1.056661562,1.015723270,0.995260664,1.072555205,0.995568685,0.927297668,1.029585799,0.999499471,0.984961409,1.030867572,0.992412747,0.927762040,1.010769231,0.944444444,0.909871245,1.015797788,1.036809816,1.013005780,1.049204052,1.040000000,1.025875190,1.067278287,1.067930490,0.968526466,1.088588589,1.074721781,1.054602184,1.087227414,689000,676000
indexed,repeat,normal,8,retained,reserved-mixed,4096,1,0.055555556,equivalent,1.002980626,0.941093969,1.035874439,0.999913407,0.952270310,1.039047102,1.003067485,0.957415565,1.039215686,0.993700787,0.972136223,1.009419152,0.998511905,0.913934426,1.017883756,0.997194576,0.920921692,1.009829620,0.996923077,0.947826087,1.021406728,1.009538951,0.920174165,1.053208138,1.025993884,1.014492754,1.110773900,1.024464832,1.018099548,1.044753086,1.068362480,1.015965167,1.141965679,1.049535604,1.002971768,1.066141732,675000,675000
indexed,repeat,normal,8,weak,growth-cleanup,16,0,0.042105263,equivalent,1.047846890,1.028846154,1.123966942,1.016947470,0.952066590,1.066713648,1.042105263,1.015957447,1.080645161,1.032786885,1.010309278,1.060439560,1.000000000,0.949771689,1.020408163,1.016304348,0.968481107,1.054347826,0.978723404,0.948453608,1.045454545,0.989130435,0.972972973,1.010416667,1.111702128,1.087628866,1.237373737,1.133689840,1.101010101,1.207729469,1.152173913,1.118918919,1.276041667,1.158469945,1.148351648,1.288659794,212000,211000
indexed,repeat,normal,8,weak,growth-cleanup,16,1,0.042105263,equivalent,0.972093023,0.936363636,1.004629630,0.993926153,0.961534702,1.058641975,0.973821990,0.948979592,1.005235602,0.983870968,0.959183673,1.015957447,1.014354067,0.981651376,1.144230769,0.999704142,0.974516023,1.097527473,1.021739130,0.960000000,1.048387097,1.005524862,0.979487179,1.048913043,1.118279570,1.090000000,1.135869565,1.127659574,1.097560976,1.214285714,1.139784946,0.973799127,1.154696133,1.147368421,0.991189427,1.233160622,209000,217000
indexed,repeat,normal,8,weak,growth-cleanup,256,0,0.056701031,equivalent,1.053941909,1.027027027,1.117117117,1.015052843,0.983342929,1.032406814,1.056701031,1.005154639,1.082051282,1.048913043,1.010695187,1.103260870,1.000000000,0.991031390,1.026905830,1.005208333,0.942212110,1.030612245,1.000000000,0.970297030,1.051813472,1.005405405,0.974226804,1.010810811,1.155440415,1.145077720,1.198019802,1.154639175,1.088669951,1.234693878,1.218579235,1.194594595,1.247422680,1.215053763,1.181818182,1.280423280,223000,224000
indexed,repeat,normal,8,weak,growth-cleanup,256,1,0.056701031,equivalent,0.978165939,0.973913043,1.092105263,1.009055390,0.994097770,1.049277606,0.969696970,0.965346535,1.040816327,0.978835979,0.947368421,1.047619048,1.000000000,0.969026549,1.049107143,0.994020927,0.958879674,1.038235566,1.010471204,0.984924623,1.030769231,1.000000000,0.983870968,1.035353535,1.173684211,1.105527638,1.195767196,1.166666667,1.122448980,1.217616580,1.208556150,1.161616162,1.228260870,1.202185792,1.121951220,1.277173913,224000,224000
indexed,repeat,normal,8,weak,growth-cleanup,4096,0,0.049896050,equivalent,1.045296167,0.984589041,1.071428571,0.993764671,0.859797980,1.020509194,1.049896050,0.997950820,1.229813665,1.048034934,0.965725806,1.083333333,1.003484321,0.996533795,1.116521739,1.006523073,0.971685972,1.061574803,1.002074689,0.975659229,1.079166667,1.000000000,0.993464052,1.076086957,1.190476190,1.172413793,1.200000000,1.194214876,1.166023166,1.263779528,1.250544662,1.225531915,1.253246753,1.257641921,1.218295218,1.296969697,577000,578000
indexed,repeat,normal,8,weak,growth-cleanup,4096,1,0.049896050,equivalent,1.012027491,0.991408935,1.031358885,0.994080853,0.964026187,1.050282388,1.029045643,0.948818898,1.056485356,1.021645022,0.939024390,1.043572985,1.001733102,0.993067591,1.017482517,1.001397445,0.982660172,1.037699478,1.010416667,0.962000000,1.022964509,1.006493506,0.989270386,1.021739130,1.197505198,1.154000000,1.202083333,1.195071869,1.177551020,1.206680585,1.248917749,1.236051502,1.256521739,1.253796095,1.219148936,1.266811280,577000,578000
indexed,repeat,normal,8,weak,reserved-mixed,16,0,0.063241107,equivalent,1.056451613,1.015810277,1.137096774,0.999070124,0.945409429,1.038575754,1.063241107,1.000000000,1.094861660,1.048780488,1.000000000,1.262295082,0.995983936,0.957528958,1.000000000,0.984905011,0.983917551,1.023622047,1.007692308,0.973180077,1.015810277,1.000000000,0.968127490,1.036290323,0.976284585,0.957692308,1.023076923,0.972549020,0.961089494,1.007633588,1.024691358,1.000000000,1.072580645,1.020661157,0.992000000,1.027237354,249000,248000
indexed,repeat,normal,8,weak,reserved-mixed,16,1,0.063241107,equivalent,0.991967871,0.928571429,1.024291498,0.991967871,0.976468373,1.003903740,0.996047431,0.940520446,1.027667984,0.983739837,0.921428571,1.020408163,1.004016064,0.984848485,1.020161290,1.004016064,0.969812630,1.012128524,1.000000000,0.992063492,1.015503876,1.008230453,0.987903226,1.012396694,0.984126984,0.968627451,1.023255814,0.988142292,0.976377953,0.996062992,1.020491803,1.000000000,1.035294118,1.012244898,1.007751938,1.032653061,248000,248000
indexed,repeat,normal,8,weak,reserved-mixed,256,0,0.072327044,equivalent,1.070063694,1.012345679,1.246794872,0.997248709,0.909246662,1.161448794,1.072327044,1.021671827,1.211538462,1.068403909,1.025806452,1.134185304,1.019169329,1.006269592,1.051446945,1.006269592,0.965702036,1.071797531,1.009615385,0.981012658,1.075471698,0.996721311,0.983818770,1.022950820,1.006451613,0.977987421,1.047318612,1.021875000,0.944444444,1.056603774,1.019672131,1.009708738,1.070967742,1.054838710,1.035256410,1.087378641,313000,323000
indexed,repeat,normal,8,weak,reserved-mixed,256,1,0.072327044,equivalent,0.993650794,0.949101796,1.019108280,0.987261146,0.954686149,1.009584665,0.996835443,0.978056426,1.037854890,0.996825397,0.962500000,1.003246753,1.000000000,0.963636364,1.021538462,1.000000000,0.953951266,1.072839218,1.000000000,0.935103245,1.035369775,1.003174603,0.977848101,1.006535948,1.022012579,0.917404130,1.054313099,0.996894410,0.984227129,1.027863777,1.016339869,0.990506329,1.061093248,1.015822785,1.009708738,1.040752351,316000,316000
indexed,repeat,normal,8,weak,reserved-mixed,4096,0,0.076101469,equivalent,1.062745098,0.997382199,1.083550914,0.997592517,0.498420182,1.014098174,1.076101469,0.985602094,2.173970784,1.062927497,0.968085106,1.072483221,1.002544529,0.971867008,1.084306096,1.001507049,0.964956024,1.094266913,0.990897269,0.967532468,1.051006711,1.004137931,0.973404255,1.042640990,1.018716578,1.002600780,1.056451613,1.020134228,0.988476312,1.097112861,1.062068966,1.039893617,1.070844687,1.048076923,1.029333333,1.120643432,776000,772000
indexed,repeat,normal,8,weak,reserved-mixed,4096,1,0.076101469,equivalent,1.001312336,0.939580764,1.034120735,0.983249989,0.958347358,1.000718902,1.001340483,0.980417755,1.039946738,1.002724796,0.967824968,1.148703956,1.003931848,0.988341969,1.091383812,0.999961449,0.981735405,1.079819480,1.006729475,0.976562500,1.016085791,1.013812155,0.963254593,1.021947874,1.022788204,1.002604167,1.039030956,1.020053476,1.002600780,1.107284768,1.046639232,1.001312336,1.066298343,1.039509537,1.010416667,1.129729730,766000,767000
indexed,repeat,retained,256,retained,growth-cleanup,16,0,0.063063063,equivalent,0.991379310,0.968750000,1.059829060,0.991304348,0.869252874,1.050366300,1.000000000,0.982142857,1.200000000,1.000000000,0.981818182,1.028037383,1.051724138,0.898550725,1.116279070,1.022608696,0.868599034,1.043675553,1.063063063,1.017857143,1.081081081,1.008928571,0.982905983,1.065420561,1.054054054,1.035714286,1.189655172,1.070175439,1.008474576,1.170731707,1.084112150,1.000000000,1.221238938,1.109090909,1.053097345,1.252173913,117000,124000
indexed,repeat,retained,256,retained,growth-cleanup,16,1,0.063063063,equivalent,1.025862069,1.016806723,1.052631579,1.008307453,0.998968008,1.016842930,1.018181818,1.009009009,1.036363636,1.018867925,1.000000000,1.047169811,0.991379310,0.857142857,1.017094017,0.973976301,0.864728192,1.009090909,0.991228070,0.982300885,1.063063063,0.990740741,0.964285714,1.009345794,1.054054054,1.045045045,1.228070175,1.045454545,1.008474576,1.063063063,1.092592593,1.083333333,1.206896552,1.084905660,1.055045872,1.101851852,117000,117000
indexed,repeat,retained,256,retained,growth-cleanup,256,0,0.048543689,equivalent,1.000000000,0.975206612,1.000000000,1.000494875,0.983836759,1.008928571,0.991228070,0.991150442,1.008849558,1.000000000,0.980582524,1.048543689,1.060344828,1.025423729,1.168000000,1.015340785,0.989548023,1.119333333,1.035398230,1.026315789,1.061946903,1.048543689,1.019607843,1.078431373,1.044247788,1.026548673,1.086956522,1.051282051,1.033333333,1.216666667,1.156862745,1.135922330,1.225490196,1.163636364,1.138888889,1.364485981,118000,124000
indexed,repeat,retained,256,retained,growth-cleanup,256,1,0.048543689,equivalent,1.000000000,0.991525424,1.050847458,1.000000000,0.983103250,1.069485731,1.000000000,0.943089431,1.044642857,1.000000000,1.000000000,1.028846154,1.008474576,1.008264463,1.017094017,0.999628308,0.999496946,1.008172140,1.008849558,1.008771930,1.008928571,1.000000000,0.971428571,1.009900990,1.044247788,1.035398230,1.061403509,1.043859649,1.035087719,1.060869565,1.158415842,1.123809524,1.168316832,1.166666667,1.150943396,1.178217822,118000,119000
indexed,repeat,retained,256,retained,growth-cleanup,4096,0,0.030000000,equivalent,1.013949433,0.996488147,1.072056239,1.001413174,0.980151119,1.014996124,1.010156971,0.989622642,1.070543375,1.006342495,0.986373166,1.144514768,1.023809524,0.903328051,1.078834619,0.995922399,0.932986365,1.020881565,1.002868069,0.915505226,1.127992634,0.996822034,0.899713467,1.097894737,1.086206897,1.054327808,1.123927550,1.082621083,0.983673469,1.142585551,1.206533193,1.197465681,1.244984161,1.211477152,1.159769009,1.274655355,1167000,1202000
indexed,repeat,retained,256,retained,growth-cleanup,4096,1,0.030000000,equivalent,0.994746060,0.990401396,1.006172840,0.998560040,0.982233630,1.004841425,0.996175908,0.986817326,1.021535581,1.001058201,0.994780793,1.013669821,0.997370727,0.959595960,1.005277045,1.000499112,0.959595960,1.005352979,1.000953289,0.996201330,1.007640879,0.998947368,0.992662474,1.004237288,1.085959885,1.081982841,1.133587786,1.086501901,1.076777251,1.091690544,1.200000000,1.194123820,1.258474576,1.202531646,1.197894737,1.205696203,1140000,1140000
indexed,repeat,retained,256,retained,reserved-mixed,16,0,0.034749035,equivalent,0.951541850,0.908333333,0.981818182,0.992365088,0.922201018,1.028203293,0.966037736,0.954887218,0.992217899,0.965250965,0.943820225,0.992031873,0.990909091,0.955555556,1.000000000,0.990909091,0.890575275,1.030796150,1.000000000,0.927007299,1.117647059,0.996015936,0.980544747,1.055555556,0.850980392,0.821167883,0.862745098,0.846456693,0.750877193,0.856031128,0.868000000,0.856031128,0.889328063,0.860000000,0.827067669,0.867469880,220000,215000
indexed,repeat,retained,256,retained,reserved-mixed,16,1,0.034749035,equivalent,1.000000000,0.995391705,1.004608295,0.999295202,0.988326848,1.000668655,1.003937008,0.996093750,1.011811024,1.000000000,1.000000000,1.036000000,0.990783410,0.911764706,0.995370370,0.994821126,0.948111780,1.011880046,1.000000000,0.901060071,1.031496063,0.996015936,0.925925926,1.028112450,0.851985560,0.840989399,0.893700787,0.847328244,0.843137255,0.855468750,0.874074074,0.847058824,0.911646586,0.867187500,0.840466926,0.869047619,221000,217000
indexed,repeat,retained,256,retained,reserved-mixed,256,0,0.051094891,equivalent,0.956709957,0.948497854,0.978165939,1.008225108,0.992519613,1.029136594,0.948905109,0.938181818,0.970037453,0.972656250,0.935849057,0.996153846,0.995495495,0.969162996,1.022222222,0.999339107,0.969162996,1.021431829,0.996138996,0.992307692,1.026717557,0.995967742,0.954022989,1.020000000,0.857142857,0.850000000,0.876447876,0.853281853,0.849420849,0.872093023,0.891129032,0.862068966,0.900000000,0.894736842,0.876494024,0.906882591,222000,221000
indexed,repeat,retained,256,retained,reserved-mixed,256,1,0.051094891,equivalent,1.000000000,0.995515695,1.009090909,0.999359385,0.977358491,1.012987013,1.000000000,0.996153846,1.023166023,1.000000000,0.996000000,1.008032129,0.986547085,0.956896552,1.000000000,0.994897959,0.975325670,1.000000000,0.988461538,0.977272727,1.011627907,0.992000000,0.972549020,1.048000000,0.862595420,0.857142857,0.878787879,0.857142857,0.850574713,0.860465116,0.900000000,0.891566265,0.909803922,0.894736842,0.847328244,0.895161290,225000,222000
indexed,repeat,retained,256,retained,reserved-mixed,4096,0,0.079299216,equivalent,0.999467235,0.993657505,1.030174696,1.005290823,0.979514294,1.055187129,0.996787517,0.941688425,1.033557047,0.999519000,0.964285714,1.000962001,1.026355803,0.982254697,1.099947118,0.994113833,0.938062675,1.029273500,1.068663594,0.997709574,1.103433099,1.079299216,0.997611085,1.094123268,0.871428571,0.854313380,0.878496103,0.863752122,0.817851373,0.896938335,0.905398949,0.901114206,0.921153846,0.900478469,0.865014951,0.909482759,1907000,2025000
indexed,repeat,retained,256,retained,reserved-mixed,4096,1,0.079299216,equivalent,0.998404255,0.991543340,1.071987480,0.999346134,0.903153221,1.054964086,1.016136468,0.992240986,1.116075541,1.000000000,0.996655518,1.083973129,1.002124270,0.993667546,1.033528473,1.001204890,0.994580844,1.011404917,0.999081726,0.996325218,1.031811895,0.998077847,0.986685687,1.030805687,0.866297833,0.853424658,0.870064279,0.865596330,0.861327231,0.867739053,0.902777778,0.888730385,0.904966571,0.903938521,0.892873563,0.908915663,1883000,1883000
indexed,repeat,retained,256,weak,growth-cleanup,16,0,0.043103448,equivalent,0.958677686,0.947368421,0.974576271,0.993538693,0.963844394,1.011009174,0.964912281,0.956140351,0.982905983,0.963636364,0.945945946,0.972477064,0.983193277,0.974576271,1.137931034,1.000924499,0.974576271,1.026913373,1.000000000,0.973451327,1.108108108,0.990654206,0.972477064,1.252336449,1.053571429,1.045045045,1.104347826,1.054545455,1.036036036,1.077586207,1.092592593,1.084112150,1.154545455,1.084905660,0.985074627,1.116071429,118000,117000
indexed,repeat,retained,256,weak,growth-cleanup,16,1,0.043103448,equivalent,1.017543860,1.008196721,1.052631579,1.007655502,0.990509060,1.043148412,1.017857143,0.991071429,1.045454545,1.009433962,0.981651376,1.037735849,0.951219512,0.920000000,0.975000000,0.994285714,0.954760200,1.097413156,0.956896552,0.859375000,0.965517241,0.963636364,0.929824561,0.972727273,1.060344828,0.960937500,1.114035088,1.054545455,1.045045045,1.071428571,1.096491228,1.050420168,1.154545455,1.093457944,1.081081081,1.103773585,123000,117000
indexed,repeat,retained,256,weak,growth-cleanup,256,0,0.039603960,equivalent,0.959016393,0.935483871,0.976377953,1.001450747,0.944581281,1.019201547,0.965811966,0.933333333,0.991452991,0.971153846,0.971153846,0.981481481,1.032786885,0.983333333,1.051724138,0.998526378,0.989757717,1.042498488,1.008849558,0.991228070,1.044642857,1.019230769,0.953703704,1.019607843,1.042735043,1.026548673,1.070796460,1.059829060,1.034188034,1.076923077,1.156862745,1.111111111,1.186274510,1.173076923,1.145631068,1.230769231,120000,122000
indexed,repeat,retained,256,weak,growth-cleanup,256,1,0.039603960,equivalent,1.008620690,0.991525424,1.068376068,1.008620690,0.982967836,1.068376068,1.000000000,0.982456140,1.026548673,1.000000000,0.909909910,1.009803922,0.983606557,0.983471074,1.073170732,1.018064799,1.000862813,1.129653402,0.974137931,0.950000000,0.982758621,0.971428571,0.919642857,0.980769231,1.034188034,1.008403361,1.051724138,1.053097345,1.043859649,1.157894737,1.152380952,1.098214286,1.173076923,1.176470588,1.166666667,1.281553398,121000,120000
indexed,repeat,retained,256,weak,growth-cleanup,4096,0,0.058324496,equivalent,0.964285714,0.955499580,0.982097187,0.995510204,0.969411307,1.045365477,0.967830882,0.937163375,0.992380952,0.966360856,0.952620968,0.997883598,1.038698329,0.994750656,1.196649030,0.996922528,0.972952917,1.084560483,1.036259542,0.983224604,1.130850048,1.006329114,0.986401674,1.067653277,1.085167464,1.063373719,1.092734226,1.087203791,1.056587838,1.176929748,1.200421941,1.193684211,1.203586498,1.222222222,1.205726405,1.359719439,1137000,1181000
indexed,repeat,retained,256,weak,growth-cleanup,4096,1,0.058324496,equivalent,1.004413063,0.992146597,1.016784452,1.013202025,0.993095112,1.022524295,0.998089780,0.989583333,1.001908397,0.998944034,0.995780591,1.012738854,1.058464223,1.001759015,1.098591549,1.015363316,0.997006837,1.045232506,1.045845272,0.985198890,1.079772080,1.058324496,0.980351603,1.151101784,1.086914995,1.078822412,1.106768351,1.105742935,1.080645161,1.137089202,1.196635121,1.175801448,1.219537815,1.207960199,1.137648131,1.252326784,1138000,1213000
indexed,repeat,retained,256,weak,reserved-mixed,16,0,0.031128405,equivalent,1.009009009,0.970711297,1.049327354,0.989753112,0.952801495,1.066819799,1.018796992,0.945848375,1.042145594,1.019841270,1.000000000,1.055118110,0.973094170,0.955555556,1.034782609,0.995391705,0.987024502,1.073684211,0.969465649,0.913978495,1.000000000,0.968871595,0.950191571,0.995983936,0.835877863,0.799283154,0.855513308,0.847058824,0.821292776,0.894736842,0.871485944,0.854406130,0.888446215,0.870967742,0.866935484,0.944444444,223000,216000
indexed,repeat,retained,256,weak,reserved-mixed,16,1,0.031128405,equivalent,0.995412844,0.986301370,1.004608295,0.995412844,0.986301370,1.008372707,1.000000000,0.996093750,1.003937008,1.000000000,0.980314961,1.004032258,0.995412844,0.986301370,1.004608295,0.987636181,0.865891036,1.028246137,1.000000000,0.977011494,1.149606299,1.000000000,0.992217899,1.004032258,0.862204724,0.831417625,0.869230769,0.850980392,0.746575342,0.868217054,0.879377432,0.871485944,0.887550201,0.875502008,0.870967742,0.878431373,219000,218000
