run,comparison,cohort,arm,image,contract,pair_bytes,path,count,variant,sample,rounds,traces,elapsed_ns,checksum,requests,requested_bytes,peak_nodes,peak_bytes
initial,aa,0,b,baseline,normal,16,replace-only,256,direct-c,0,32,1,116000,2783790868294545875,31,11656,31,11656
initial,aa,0,b,baseline,normal,16,replace-only,256,avl-c,0,32,1,212000,2783790868294545875,256,10240,256,10240
initial,aa,0,b,baseline,normal,16,replace-only,256,avl-c,1,32,1,200000,17851708967306652380,256,10240,256,10240
initial,aa,0,b,baseline,normal,16,replace-only,256,direct-c,1,32,1,104000,17851708967306652380,31,11656,31,11656
initial,aa,0,b,baseline,normal,16,replace-only,256,source-c,1,32,1,105000,17851708967306652380,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,whitefoot,1,32,1,105000,17851708967306652380,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,whitefoot,2,32,1,103000,3394917420916700217,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,source-c,2,32,1,103000,3394917420916700217,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,direct-c,2,32,1,98000,3394917420916700217,31,11656,31,11656
initial,aa,0,b,baseline,normal,16,replace-only,256,avl-c,2,32,1,196000,3394917420916700217,256,10240,256,10240
initial,aa,0,b,baseline,normal,16,replace-only,256,avl-c,3,32,1,183000,11333708181327375517,256,10240,256,10240
initial,aa,0,b,baseline,normal,16,replace-only,256,direct-c,3,32,1,95000,11333708181327375517,31,11656,31,11656
initial,aa,0,b,baseline,normal,16,replace-only,256,source-c,3,32,1,102000,11333708181327375517,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,whitefoot,3,32,1,105000,11333708181327375517,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,whitefoot,4,32,1,101000,10793454842546804038,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,source-c,4,32,1,102000,10793454842546804038,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,direct-c,4,32,1,94000,10793454842546804038,31,11656,31,11656
initial,aa,0,b,baseline,normal,16,replace-only,256,avl-c,4,32,1,184000,10793454842546804038,256,10240,256,10240
initial,aa,0,b,baseline,normal,16,replace-only,256,avl-c,5,32,1,180000,16251114944132790202,256,10240,256,10240
initial,aa,0,b,baseline,normal,16,replace-only,256,direct-c,5,32,1,93000,16251114944132790202,31,11656,31,11656
initial,aa,0,b,baseline,normal,16,replace-only,256,source-c,5,32,1,101000,16251114944132790202,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,256,whitefoot,5,32,1,103000,16251114944132790202,31,15624,31,15624
initial,aa,0,b,baseline,normal,16,replace-only,4096,whitefoot,0,2,1,630000,18044149131632550413,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,source-c,0,2,1,660000,18044149131632550413,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,direct-c,0,2,1,583000,18044149131632550413,365,137240,365,137240
initial,aa,0,b,baseline,normal,16,replace-only,4096,avl-c,0,2,1,737000,18044149131632550413,4096,163840,4096,163840
initial,aa,0,b,baseline,normal,16,replace-only,4096,avl-c,1,2,1,778000,10830662067712272611,4096,163840,4096,163840
initial,aa,0,b,baseline,normal,16,replace-only,4096,direct-c,1,2,1,608000,10830662067712272611,365,137240,365,137240
initial,aa,0,b,baseline,normal,16,replace-only,4096,source-c,1,2,1,687000,10830662067712272611,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,whitefoot,1,2,1,647000,10830662067712272611,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,whitefoot,2,2,1,642000,1454246702694763038,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,source-c,2,2,1,677000,1454246702694763038,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,direct-c,2,2,1,614000,1454246702694763038,365,137240,365,137240
initial,aa,0,b,baseline,normal,16,replace-only,4096,avl-c,2,2,1,770000,1454246702694763038,4096,163840,4096,163840
initial,aa,0,b,baseline,normal,16,replace-only,4096,avl-c,3,2,1,768000,13881367562046394828,4096,163840,4096,163840
initial,aa,0,b,baseline,normal,16,replace-only,4096,direct-c,3,2,1,620000,13881367562046394828,365,137240,365,137240
initial,aa,0,b,baseline,normal,16,replace-only,4096,source-c,3,2,1,683000,13881367562046394828,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,whitefoot,3,2,1,651000,13881367562046394828,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,whitefoot,4,2,1,646000,1897142725513424199,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,source-c,4,2,1,698000,1897142725513424199,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,direct-c,4,2,1,609000,1897142725513424199,365,137240,365,137240
initial,aa,0,b,baseline,normal,16,replace-only,4096,avl-c,4,2,1,755000,1897142725513424199,4096,163840,4096,163840
initial,aa,0,b,baseline,normal,16,replace-only,4096,avl-c,5,2,1,764000,10735503970538083550,4096,163840,4096,163840
initial,aa,0,b,baseline,normal,16,replace-only,4096,direct-c,5,2,1,604000,10735503970538083550,365,137240,365,137240
initial,aa,0,b,baseline,normal,16,replace-only,4096,source-c,5,2,1,680000,10735503970538083550,363,182952,363,182952
initial,aa,0,b,baseline,normal,16,replace-only,4096,whitefoot,5,2,1,650000,10735503970538083550,363,182952,363,182952
initial,aa,0,b,baseline,normal,264,build-cleanup,8,whitefoot,0,0,512,422000,3218974858609647463,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,source-c,0,0,512,344000,3218974858609647463,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,direct-c,0,0,512,223000,3218974858609647463,512,2097152,1,4096
initial,aa,0,b,baseline,normal,264,build-cleanup,8,avl-c,0,0,512,295000,3218974858609647463,4096,1179648,8,2304
initial,aa,0,b,baseline,normal,264,build-cleanup,8,avl-c,1,0,512,292000,8861920933563046431,4096,1179648,8,2304
initial,aa,0,b,baseline,normal,264,build-cleanup,8,direct-c,1,0,512,223000,8861920933563046431,512,2097152,1,4096
initial,aa,0,b,baseline,normal,264,build-cleanup,8,source-c,1,0,512,343000,8861920933563046431,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,whitefoot,1,0,512,411000,8861920933563046431,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,whitefoot,2,0,512,426000,11154275549108851012,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,source-c,2,0,512,346000,11154275549108851012,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,direct-c,2,0,512,225000,11154275549108851012,512,2097152,1,4096
initial,aa,0,b,baseline,normal,264,build-cleanup,8,avl-c,2,0,512,306000,11154275549108851012,4096,1179648,8,2304
initial,aa,0,b,baseline,normal,264,build-cleanup,8,avl-c,3,0,512,305000,2044155923566118728,4096,1179648,8,2304
initial,aa,0,b,baseline,normal,264,build-cleanup,8,direct-c,3,0,512,227000,2044155923566118728,512,2097152,1,4096
initial,aa,0,b,baseline,normal,264,build-cleanup,8,source-c,3,0,512,347000,2044155923566118728,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,whitefoot,3,0,512,412000,2044155923566118728,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,whitefoot,4,0,512,411000,16469537320375576654,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,source-c,4,0,512,343000,16469537320375576654,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,direct-c,4,0,512,222000,16469537320375576654,512,2097152,1,4096
initial,aa,0,b,baseline,normal,264,build-cleanup,8,avl-c,4,0,512,301000,16469537320375576654,4096,1179648,8,2304
initial,aa,0,b,baseline,normal,264,build-cleanup,8,avl-c,5,0,512,293000,13010600616169195304,4096,1179648,8,2304
initial,aa,0,b,baseline,normal,264,build-cleanup,8,direct-c,5,0,512,222000,13010600616169195304,512,2097152,1,4096
initial,aa,0,b,baseline,normal,264,build-cleanup,8,source-c,5,0,512,345000,13010600616169195304,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,8,whitefoot,5,0,512,417000,13010600616169195304,512,2162688,1,4224
initial,aa,0,b,baseline,normal,264,build-cleanup,256,whitefoot,0,0,16,840000,1414270122518255158,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,source-c,0,0,16,661000,1414270122518255158,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,direct-c,0,0,16,424000,1414270122518255158,496,2031616,31,126976
initial,aa,0,b,baseline,normal,264,build-cleanup,256,avl-c,0,0,16,373000,1414270122518255158,4096,1179648,256,73728
initial,aa,0,b,baseline,normal,264,build-cleanup,256,avl-c,1,0,16,363000,11574396784240043177,4096,1179648,256,73728
initial,aa,0,b,baseline,normal,264,build-cleanup,256,direct-c,1,0,16,420000,11574396784240043177,496,2031616,31,126976
initial,aa,0,b,baseline,normal,264,build-cleanup,256,source-c,1,0,16,653000,11574396784240043177,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,whitefoot,1,0,16,810000,11574396784240043177,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,whitefoot,2,0,16,800000,14200536065867441653,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,source-c,2,0,16,654000,14200536065867441653,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,direct-c,2,0,16,412000,14200536065867441653,496,2031616,31,126976
initial,aa,0,b,baseline,normal,264,build-cleanup,256,avl-c,2,0,16,358000,14200536065867441653,4096,1179648,256,73728
initial,aa,0,b,baseline,normal,264,build-cleanup,256,avl-c,3,0,16,356000,10115344191747855977,4096,1179648,256,73728
initial,aa,0,b,baseline,normal,264,build-cleanup,256,direct-c,3,0,16,412000,10115344191747855977,496,2031616,31,126976
initial,aa,0,b,baseline,normal,264,build-cleanup,256,source-c,3,0,16,656000,10115344191747855977,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,whitefoot,3,0,16,795000,10115344191747855977,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,whitefoot,4,0,16,814000,12179215237658294027,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,source-c,4,0,16,678000,12179215237658294027,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,direct-c,4,0,16,424000,12179215237658294027,496,2031616,31,126976
initial,aa,0,b,baseline,normal,264,build-cleanup,256,avl-c,4,0,16,363000,12179215237658294027,4096,1179648,256,73728
initial,aa,0,b,baseline,normal,264,build-cleanup,256,avl-c,5,0,16,362000,7753089023664102179,4096,1179648,256,73728
initial,aa,0,b,baseline,normal,264,build-cleanup,256,direct-c,5,0,16,411000,7753089023664102179,496,2031616,31,126976
initial,aa,0,b,baseline,normal,264,build-cleanup,256,source-c,5,0,16,654000,7753089023664102179,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,256,whitefoot,5,0,16,803000,7753089023664102179,496,2095104,31,130944
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,whitefoot,0,0,1,1109000,8213854383880997848,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,source-c,0,0,1,847000,8213854383880997848,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,direct-c,0,0,1,606000,8213854383880997848,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,avl-c,0,0,1,602000,8213854383880997848,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,avl-c,1,0,1,517000,4124574131664131432,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,direct-c,1,0,1,616000,4124574131664131432,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,source-c,1,0,1,851000,4124574131664131432,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,whitefoot,1,0,1,967000,4124574131664131432,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,whitefoot,2,0,1,965000,12787445562434348907,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,source-c,2,0,1,858000,12787445562434348907,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,direct-c,2,0,1,625000,12787445562434348907,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,avl-c,2,0,1,538000,12787445562434348907,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,avl-c,3,0,1,519000,8894127168458135254,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,direct-c,3,0,1,618000,8894127168458135254,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,source-c,3,0,1,849000,8894127168458135254,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,whitefoot,3,0,1,975000,8894127168458135254,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,whitefoot,4,0,1,964000,1068464734175287784,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,source-c,4,0,1,847000,1068464734175287784,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,direct-c,4,0,1,643000,1068464734175287784,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,avl-c,4,0,1,522000,1068464734175287784,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,avl-c,5,0,1,518000,2178859165839594764,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,direct-c,5,0,1,613000,2178859165839594764,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,source-c,5,0,1,852000,2178859165839594764,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,build-cleanup,4096,whitefoot,5,0,1,988000,2178859165839594764,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,8,whitefoot,0,1024,1,160000,1633641696622941185,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,source-c,0,1024,1,161000,1633641696622941185,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,direct-c,0,1024,1,164000,1633641696622941185,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,hit-miss,8,avl-c,0,1024,1,186000,1633641696622941185,8,2304,8,2304
initial,aa,0,b,baseline,normal,264,hit-miss,8,avl-c,1,1024,1,184000,177432831715012798,8,2304,8,2304
initial,aa,0,b,baseline,normal,264,hit-miss,8,direct-c,1,1024,1,164000,177432831715012798,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,hit-miss,8,source-c,1,1024,1,161000,177432831715012798,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,whitefoot,1,1024,1,158000,177432831715012798,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,whitefoot,2,1024,1,159000,16363158172125428223,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,source-c,2,1024,1,161000,16363158172125428223,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,direct-c,2,1024,1,168000,16363158172125428223,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,hit-miss,8,avl-c,2,1024,1,191000,16363158172125428223,8,2304,8,2304
initial,aa,0,b,baseline,normal,264,hit-miss,8,avl-c,3,1024,1,187000,10359596307506589286,8,2304,8,2304
initial,aa,0,b,baseline,normal,264,hit-miss,8,direct-c,3,1024,1,166000,10359596307506589286,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,hit-miss,8,source-c,3,1024,1,163000,10359596307506589286,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,whitefoot,3,1024,1,161000,10359596307506589286,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,whitefoot,4,1024,1,165000,8002034721017079084,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,source-c,4,1024,1,165000,8002034721017079084,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,direct-c,4,1024,1,172000,8002034721017079084,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,hit-miss,8,avl-c,4,1024,1,188000,8002034721017079084,8,2304,8,2304
initial,aa,0,b,baseline,normal,264,hit-miss,8,avl-c,5,1024,1,192000,3927043970149545311,8,2304,8,2304
initial,aa,0,b,baseline,normal,264,hit-miss,8,direct-c,5,1024,1,166000,3927043970149545311,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,hit-miss,8,source-c,5,1024,1,161000,3927043970149545311,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,8,whitefoot,5,1024,1,161000,3927043970149545311,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,hit-miss,256,whitefoot,0,32,1,303000,12652571563594105202,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,source-c,0,32,1,469000,12652571563594105202,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,direct-c,0,32,1,269000,12652571563594105202,31,126976,31,126976
initial,aa,0,b,baseline,normal,264,hit-miss,256,avl-c,0,32,1,308000,12652571563594105202,256,73728,256,73728
initial,aa,0,b,baseline,normal,264,hit-miss,256,avl-c,1,32,1,304000,1724768385042183289,256,73728,256,73728
initial,aa,0,b,baseline,normal,264,hit-miss,256,direct-c,1,32,1,232000,1724768385042183289,31,126976,31,126976
initial,aa,0,b,baseline,normal,264,hit-miss,256,source-c,1,32,1,324000,1724768385042183289,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,whitefoot,1,32,1,305000,1724768385042183289,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,whitefoot,2,32,1,270000,18352185044982623323,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,source-c,2,32,1,349000,18352185044982623323,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,direct-c,2,32,1,229000,18352185044982623323,31,126976,31,126976
initial,aa,0,b,baseline,normal,264,hit-miss,256,avl-c,2,32,1,305000,18352185044982623323,256,73728,256,73728
initial,aa,0,b,baseline,normal,264,hit-miss,256,avl-c,3,32,1,302000,16162806904413890244,256,73728,256,73728
initial,aa,0,b,baseline,normal,264,hit-miss,256,direct-c,3,32,1,227000,16162806904413890244,31,126976,31,126976
initial,aa,0,b,baseline,normal,264,hit-miss,256,source-c,3,32,1,304000,16162806904413890244,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,whitefoot,3,32,1,289000,16162806904413890244,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,whitefoot,4,32,1,268000,11988214989370117088,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,source-c,4,32,1,297000,11988214989370117088,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,direct-c,4,32,1,227000,11988214989370117088,31,126976,31,126976
initial,aa,0,b,baseline,normal,264,hit-miss,256,avl-c,4,32,1,312000,11988214989370117088,256,73728,256,73728
initial,aa,0,b,baseline,normal,264,hit-miss,256,avl-c,5,32,1,303000,8048400324615664124,256,73728,256,73728
initial,aa,0,b,baseline,normal,264,hit-miss,256,direct-c,5,32,1,228000,8048400324615664124,31,126976,31,126976
initial,aa,0,b,baseline,normal,264,hit-miss,256,source-c,5,32,1,290000,8048400324615664124,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,256,whitefoot,5,32,1,283000,8048400324615664124,31,130944,31,130944
initial,aa,0,b,baseline,normal,264,hit-miss,4096,whitefoot,0,2,1,1748000,18072619705193456829,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,source-c,0,2,1,1646000,18072619705193456829,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,direct-c,0,2,1,1318000,18072619705193456829,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,hit-miss,4096,avl-c,0,2,1,1015000,18072619705193456829,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,hit-miss,4096,avl-c,1,2,1,1010000,319802598489443840,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,hit-miss,4096,direct-c,1,2,1,1361000,319802598489443840,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,hit-miss,4096,source-c,1,2,1,1630000,319802598489443840,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,whitefoot,1,2,1,1714000,319802598489443840,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,whitefoot,2,2,1,1732000,2122518977868200814,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,source-c,2,2,1,1645000,2122518977868200814,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,direct-c,2,2,1,1305000,2122518977868200814,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,hit-miss,4096,avl-c,2,2,1,1066000,2122518977868200814,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,hit-miss,4096,avl-c,3,2,1,1009000,11892544656084641153,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,hit-miss,4096,direct-c,3,2,1,1299000,11892544656084641153,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,hit-miss,4096,source-c,3,2,1,1659000,11892544656084641153,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,whitefoot,3,2,1,1703000,11892544656084641153,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,whitefoot,4,2,1,1719000,10634661695322394856,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,source-c,4,2,1,1626000,10634661695322394856,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,direct-c,4,2,1,1280000,10634661695322394856,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,hit-miss,4096,avl-c,4,2,1,1011000,10634661695322394856,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,hit-miss,4096,avl-c,5,2,1,1058000,591872673176126780,4096,1179648,4096,1179648
initial,aa,0,b,baseline,normal,264,hit-miss,4096,direct-c,5,2,1,1304000,591872673176126780,365,1495040,365,1495040
initial,aa,0,b,baseline,normal,264,hit-miss,4096,source-c,5,2,1,1626000,591872673176126780,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,hit-miss,4096,whitefoot,5,2,1,1732000,591872673176126780,363,1533312,363,1533312
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,whitefoot,0,1024,1,1623000,17612162703237230767,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,source-c,0,1024,1,1537000,17612162703237230767,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,direct-c,0,1024,1,1107000,17612162703237230767,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,avl-c,0,1024,1,951000,17612162703237230767,8200,2361600,8,2304
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,avl-c,1,1024,1,946000,2356069601009875910,8200,2361600,8,2304
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,direct-c,1,1024,1,1097000,2356069601009875910,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,source-c,1,1024,1,1547000,2356069601009875910,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,whitefoot,1,1024,1,1684000,2356069601009875910,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,whitefoot,2,1024,1,1633000,16799481372635933388,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,source-c,2,1024,1,1555000,16799481372635933388,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,direct-c,2,1024,1,1109000,16799481372635933388,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,avl-c,2,1024,1,949000,16799481372635933388,8200,2361600,8,2304
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,avl-c,3,1024,1,948000,8544240923958716817,8200,2361600,8,2304
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,direct-c,3,1024,1,1112000,8544240923958716817,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,source-c,3,1024,1,1522000,8544240923958716817,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,whitefoot,3,1024,1,1628000,8544240923958716817,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,whitefoot,4,1024,1,1644000,4627257940781437211,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,source-c,4,1024,1,1564000,4627257940781437211,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,direct-c,4,1024,1,1097000,4627257940781437211,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,avl-c,4,1024,1,948000,4627257940781437211,8200,2361600,8,2304
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,avl-c,5,1024,1,973000,6714267673584585698,8200,2361600,8,2304
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,direct-c,5,1024,1,1098000,6714267673584585698,1,4096,1,4096
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,source-c,5,1024,1,1518000,6714267673584585698,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,8,whitefoot,5,1024,1,1637000,6714267673584585698,1,4224,1,4224
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,whitefoot,0,32,1,2453000,7723012922506763635,36,152064,33,139392
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,source-c,0,32,1,2308000,7723012922506763635,36,152064,33,139392
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,direct-c,0,32,1,1714000,7723012922506763635,93,380928,33,135168
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,avl-c,0,32,1,1723000,7723012922506763635,8448,2433024,256,73728
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,avl-c,1,32,1,1699000,5252998795390975655,8448,2433024,256,73728
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,direct-c,1,32,1,1648000,5252998795390975655,93,380928,33,135168
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,source-c,1,32,1,2309000,5252998795390975655,36,152064,33,139392
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,whitefoot,1,32,1,2448000,5252998795390975655,36,152064,33,139392
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,whitefoot,2,32,1,2446000,15342505065394117551,36,152064,33,139392
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,source-c,2,32,1,2394000,15342505065394117551,36,152064,33,139392
initial,aa,0,b,baseline,normal,264,replace-edit-remove-insert,256,direct-c,2,32,1,1681000,15342505065394117551,93,380928,33,135168
