run,comparison,cohort,arm,image,contract,pair_bytes,path,count,variant,sample,rounds,traces,elapsed_ns,checksum,requests,requested_bytes,peak_nodes,peak_bytes
initial,aa,1,a,baseline,normal,264,replace-only,4096,avl-c,3,2,1,1185000,10387709653316000267,4096,1179648,4096,1179648
initial,aa,1,a,baseline,normal,264,replace-only,4096,avl-c,4,2,1,1200000,16053344181749717383,4096,1179648,4096,1179648
initial,aa,1,a,baseline,normal,264,replace-only,4096,direct-c,4,2,1,1120000,16053344181749717383,365,1495040,365,1495040
initial,aa,1,a,baseline,normal,264,replace-only,4096,source-c,4,2,1,1384000,16053344181749717383,363,1533312,363,1533312
initial,aa,1,a,baseline,normal,264,replace-only,4096,whitefoot,4,2,1,1432000,16053344181749717383,363,1533312,363,1533312
initial,aa,1,a,baseline,normal,264,replace-only,4096,whitefoot,5,2,1,1445000,2904100107335328572,363,1533312,363,1533312
initial,aa,1,a,baseline,normal,264,replace-only,4096,source-c,5,2,1,1346000,2904100107335328572,363,1533312,363,1533312
initial,aa,1,a,baseline,normal,264,replace-only,4096,direct-c,5,2,1,1121000,2904100107335328572,365,1495040,365,1495040
initial,aa,1,a,baseline,normal,264,replace-only,4096,avl-c,5,2,1,1178000,2904100107335328572,4096,1179648,4096,1179648
initial,ab,0,a,baseline,normal,16,build-cleanup,8,whitefoot,0,0,512,82000,3077802767231718459,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,source-c,0,0,512,74000,3077802767231718459,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,direct-c,0,0,512,55000,3077802767231718459,512,192512,1,376
initial,ab,0,a,baseline,normal,16,build-cleanup,8,avl-c,0,0,512,162000,3077802767231718459,4096,163840,8,320
initial,ab,0,a,baseline,normal,16,build-cleanup,8,avl-c,1,0,512,155000,17924797446048753971,4096,163840,8,320
initial,ab,0,a,baseline,normal,16,build-cleanup,8,direct-c,1,0,512,52000,17924797446048753971,512,192512,1,376
initial,ab,0,a,baseline,normal,16,build-cleanup,8,source-c,1,0,512,73000,17924797446048753971,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,whitefoot,1,0,512,80000,17924797446048753971,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,whitefoot,2,0,512,78000,17882887548535675786,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,source-c,2,0,512,73000,17882887548535675786,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,direct-c,2,0,512,53000,17882887548535675786,512,192512,1,376
initial,ab,0,a,baseline,normal,16,build-cleanup,8,avl-c,2,0,512,155000,17882887548535675786,4096,163840,8,320
initial,ab,0,a,baseline,normal,16,build-cleanup,8,avl-c,3,0,512,156000,6351210585211105274,4096,163840,8,320
initial,ab,0,a,baseline,normal,16,build-cleanup,8,direct-c,3,0,512,52000,6351210585211105274,512,192512,1,376
initial,ab,0,a,baseline,normal,16,build-cleanup,8,source-c,3,0,512,74000,6351210585211105274,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,whitefoot,3,0,512,79000,6351210585211105274,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,whitefoot,4,0,512,79000,3370865382716160821,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,source-c,4,0,512,73000,3370865382716160821,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,direct-c,4,0,512,53000,3370865382716160821,512,192512,1,376
initial,ab,0,a,baseline,normal,16,build-cleanup,8,avl-c,4,0,512,121000,3370865382716160821,4096,163840,8,320
initial,ab,0,a,baseline,normal,16,build-cleanup,8,avl-c,5,0,512,121000,4150792512825776551,4096,163840,8,320
initial,ab,0,a,baseline,normal,16,build-cleanup,8,direct-c,5,0,512,52000,4150792512825776551,512,192512,1,376
initial,ab,0,a,baseline,normal,16,build-cleanup,8,source-c,5,0,512,73000,4150792512825776551,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,8,whitefoot,5,0,512,78000,4150792512825776551,512,258048,1,504
initial,ab,0,a,baseline,normal,16,build-cleanup,256,whitefoot,0,0,16,156000,11187340223651816348,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,source-c,0,0,16,160000,11187340223651816348,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,direct-c,0,0,16,106000,11187340223651816348,496,186496,31,11656
initial,ab,0,a,baseline,normal,16,build-cleanup,256,avl-c,0,0,16,206000,11187340223651816348,4096,163840,256,10240
initial,ab,0,a,baseline,normal,16,build-cleanup,256,avl-c,1,0,16,197000,15298068925535932056,4096,163840,256,10240
initial,ab,0,a,baseline,normal,16,build-cleanup,256,direct-c,1,0,16,91000,15298068925535932056,496,186496,31,11656
initial,ab,0,a,baseline,normal,16,build-cleanup,256,source-c,1,0,16,144000,15298068925535932056,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,whitefoot,1,0,16,144000,15298068925535932056,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,whitefoot,2,0,16,142000,12471564500656326582,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,source-c,2,0,16,156000,12471564500656326582,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,direct-c,2,0,16,91000,12471564500656326582,496,186496,31,11656
initial,ab,0,a,baseline,normal,16,build-cleanup,256,avl-c,2,0,16,198000,12471564500656326582,4096,163840,256,10240
initial,ab,0,a,baseline,normal,16,build-cleanup,256,avl-c,3,0,16,196000,17136505471144702852,4096,163840,256,10240
initial,ab,0,a,baseline,normal,16,build-cleanup,256,direct-c,3,0,16,90000,17136505471144702852,496,186496,31,11656
initial,ab,0,a,baseline,normal,16,build-cleanup,256,source-c,3,0,16,140000,17136505471144702852,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,whitefoot,3,0,16,140000,17136505471144702852,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,whitefoot,4,0,16,139000,13470399420062435132,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,source-c,4,0,16,139000,13470399420062435132,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,direct-c,4,0,16,90000,13470399420062435132,496,186496,31,11656
initial,ab,0,a,baseline,normal,16,build-cleanup,256,avl-c,4,0,16,198000,13470399420062435132,4096,163840,256,10240
initial,ab,0,a,baseline,normal,16,build-cleanup,256,avl-c,5,0,16,196000,4357765652136363365,4096,163840,256,10240
initial,ab,0,a,baseline,normal,16,build-cleanup,256,direct-c,5,0,16,90000,4357765652136363365,496,186496,31,11656
initial,ab,0,a,baseline,normal,16,build-cleanup,256,source-c,5,0,16,141000,4357765652136363365,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,256,whitefoot,5,0,16,141000,4357765652136363365,496,249984,31,15624
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,whitefoot,0,0,1,358000,10577754664363864676,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,source-c,0,0,1,370000,10577754664363864676,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,direct-c,0,0,1,303000,10577754664363864676,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,avl-c,0,0,1,327000,10577754664363864676,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,avl-c,1,0,1,299000,4683979154478348707,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,direct-c,1,0,1,288000,4683979154478348707,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,source-c,1,0,1,360000,4683979154478348707,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,whitefoot,1,0,1,333000,4683979154478348707,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,whitefoot,2,0,1,327000,6661689795545676767,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,source-c,2,0,1,361000,6661689795545676767,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,direct-c,2,0,1,286000,6661689795545676767,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,avl-c,2,0,1,301000,6661689795545676767,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,avl-c,3,0,1,302000,4421721045133421383,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,direct-c,3,0,1,288000,4421721045133421383,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,source-c,3,0,1,362000,4421721045133421383,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,whitefoot,3,0,1,333000,4421721045133421383,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,whitefoot,4,0,1,331000,10534435729410453292,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,source-c,4,0,1,359000,10534435729410453292,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,direct-c,4,0,1,291000,10534435729410453292,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,avl-c,4,0,1,305000,10534435729410453292,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,avl-c,5,0,1,300000,10480987938455170014,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,direct-c,5,0,1,288000,10480987938455170014,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,source-c,5,0,1,363000,10480987938455170014,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,build-cleanup,4096,whitefoot,5,0,1,344000,10480987938455170014,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,8,whitefoot,0,1024,1,61000,2544613827570477983,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,source-c,0,1024,1,90000,2544613827570477983,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,direct-c,0,1024,1,50000,2544613827570477983,1,376,1,376
initial,ab,0,a,baseline,normal,16,hit-miss,8,avl-c,0,1024,1,42000,2544613827570477983,8,320,8,320
initial,ab,0,a,baseline,normal,16,hit-miss,8,avl-c,1,1024,1,41000,5030790690630568545,8,320,8,320
initial,ab,0,a,baseline,normal,16,hit-miss,8,direct-c,1,1024,1,49000,5030790690630568545,1,376,1,376
initial,ab,0,a,baseline,normal,16,hit-miss,8,source-c,1,1024,1,90000,5030790690630568545,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,whitefoot,1,1024,1,59000,5030790690630568545,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,whitefoot,2,1024,1,59000,14621056810497255299,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,source-c,2,1024,1,90000,14621056810497255299,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,direct-c,2,1024,1,49000,14621056810497255299,1,376,1,376
initial,ab,0,a,baseline,normal,16,hit-miss,8,avl-c,2,1024,1,40000,14621056810497255299,8,320,8,320
initial,ab,0,a,baseline,normal,16,hit-miss,8,avl-c,3,1024,1,40000,2299884205089144646,8,320,8,320
initial,ab,0,a,baseline,normal,16,hit-miss,8,direct-c,3,1024,1,47000,2299884205089144646,1,376,1,376
initial,ab,0,a,baseline,normal,16,hit-miss,8,source-c,3,1024,1,88000,2299884205089144646,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,whitefoot,3,1024,1,59000,2299884205089144646,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,whitefoot,4,1024,1,60000,9429020719255536417,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,source-c,4,1024,1,87000,9429020719255536417,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,direct-c,4,1024,1,47000,9429020719255536417,1,376,1,376
initial,ab,0,a,baseline,normal,16,hit-miss,8,avl-c,4,1024,1,40000,9429020719255536417,8,320,8,320
initial,ab,0,a,baseline,normal,16,hit-miss,8,avl-c,5,1024,1,39000,13383183502616440262,8,320,8,320
initial,ab,0,a,baseline,normal,16,hit-miss,8,direct-c,5,1024,1,47000,13383183502616440262,1,376,1,376
initial,ab,0,a,baseline,normal,16,hit-miss,8,source-c,5,1024,1,87000,13383183502616440262,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,8,whitefoot,5,1024,1,58000,13383183502616440262,1,504,1,504
initial,ab,0,a,baseline,normal,16,hit-miss,256,whitefoot,0,32,1,202000,9057260274343556623,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,source-c,0,32,1,246000,9057260274343556623,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,direct-c,0,32,1,190000,9057260274343556623,31,11656,31,11656
initial,ab,0,a,baseline,normal,16,hit-miss,256,avl-c,0,32,1,118000,9057260274343556623,256,10240,256,10240
initial,ab,0,a,baseline,normal,16,hit-miss,256,avl-c,1,32,1,108000,16672421336423087069,256,10240,256,10240
initial,ab,0,a,baseline,normal,16,hit-miss,256,direct-c,1,32,1,140000,16672421336423087069,31,11656,31,11656
initial,ab,0,a,baseline,normal,16,hit-miss,256,source-c,1,32,1,231000,16672421336423087069,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,whitefoot,1,32,1,188000,16672421336423087069,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,whitefoot,2,32,1,170000,3362186162026956220,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,source-c,2,32,1,216000,3362186162026956220,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,direct-c,2,32,1,156000,3362186162026956220,31,11656,31,11656
initial,ab,0,a,baseline,normal,16,hit-miss,256,avl-c,2,32,1,113000,3362186162026956220,256,10240,256,10240
initial,ab,0,a,baseline,normal,16,hit-miss,256,avl-c,3,32,1,106000,11550719305246486032,256,10240,256,10240
initial,ab,0,a,baseline,normal,16,hit-miss,256,direct-c,3,32,1,136000,11550719305246486032,31,11656,31,11656
initial,ab,0,a,baseline,normal,16,hit-miss,256,source-c,3,32,1,220000,11550719305246486032,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,whitefoot,3,32,1,182000,11550719305246486032,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,whitefoot,4,32,1,167000,15444582779029288436,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,source-c,4,32,1,216000,15444582779029288436,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,direct-c,4,32,1,145000,15444582779029288436,31,11656,31,11656
initial,ab,0,a,baseline,normal,16,hit-miss,256,avl-c,4,32,1,110000,15444582779029288436,256,10240,256,10240
initial,ab,0,a,baseline,normal,16,hit-miss,256,avl-c,5,32,1,107000,1232392432011326836,256,10240,256,10240
initial,ab,0,a,baseline,normal,16,hit-miss,256,direct-c,5,32,1,135000,1232392432011326836,31,11656,31,11656
initial,ab,0,a,baseline,normal,16,hit-miss,256,source-c,5,32,1,233000,1232392432011326836,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,256,whitefoot,5,32,1,175000,1232392432011326836,31,15624,31,15624
initial,ab,0,a,baseline,normal,16,hit-miss,4096,whitefoot,0,2,1,900000,8497386473953290234,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,source-c,0,2,1,989000,8497386473953290234,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,direct-c,0,2,1,816000,8497386473953290234,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,hit-miss,4096,avl-c,0,2,1,491000,8497386473953290234,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,hit-miss,4096,avl-c,1,2,1,476000,6620817307054579695,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,hit-miss,4096,direct-c,1,2,1,829000,6620817307054579695,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,hit-miss,4096,source-c,1,2,1,987000,6620817307054579695,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,whitefoot,1,2,1,900000,6620817307054579695,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,whitefoot,2,2,1,908000,14584893733163510546,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,source-c,2,2,1,996000,14584893733163510546,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,direct-c,2,2,1,830000,14584893733163510546,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,hit-miss,4096,avl-c,2,2,1,489000,14584893733163510546,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,hit-miss,4096,avl-c,3,2,1,478000,14542621158675777415,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,hit-miss,4096,direct-c,3,2,1,809000,14542621158675777415,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,hit-miss,4096,source-c,3,2,1,999000,14542621158675777415,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,whitefoot,3,2,1,900000,14542621158675777415,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,whitefoot,4,2,1,891000,3411412128828879223,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,source-c,4,2,1,989000,3411412128828879223,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,direct-c,4,2,1,821000,3411412128828879223,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,hit-miss,4096,avl-c,4,2,1,486000,3411412128828879223,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,hit-miss,4096,avl-c,5,2,1,473000,2911758924518004104,4096,163840,4096,163840
initial,ab,0,a,baseline,normal,16,hit-miss,4096,direct-c,5,2,1,816000,2911758924518004104,365,137240,365,137240
initial,ab,0,a,baseline,normal,16,hit-miss,4096,source-c,5,2,1,1005000,2911758924518004104,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,hit-miss,4096,whitefoot,5,2,1,901000,2911758924518004104,363,182952,363,182952
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,whitefoot,0,1024,1,258000,14151578214610147557,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,source-c,0,1024,1,274000,14151578214610147557,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,direct-c,0,1024,1,206000,14151578214610147557,1,376,1,376
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,avl-c,0,1024,1,347000,14151578214610147557,8200,328000,8,320
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,avl-c,1,1024,1,351000,17255007329733447000,8200,328000,8,320
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,direct-c,1,1024,1,204000,17255007329733447000,1,376,1,376
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,source-c,1,1024,1,272000,17255007329733447000,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,whitefoot,1,1024,1,255000,17255007329733447000,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,whitefoot,2,1024,1,256000,15347459984823657788,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,source-c,2,1024,1,267000,15347459984823657788,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,direct-c,2,1024,1,205000,15347459984823657788,1,376,1,376
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,avl-c,2,1024,1,343000,15347459984823657788,8200,328000,8,320
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,avl-c,3,1024,1,343000,2893900076149919541,8200,328000,8,320
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,direct-c,3,1024,1,206000,2893900076149919541,1,376,1,376
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,source-c,3,1024,1,266000,2893900076149919541,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,whitefoot,3,1024,1,256000,2893900076149919541,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,whitefoot,4,1024,1,256000,5867564153249226782,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,source-c,4,1024,1,269000,5867564153249226782,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,direct-c,4,1024,1,206000,5867564153249226782,1,376,1,376
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,avl-c,4,1024,1,342000,5867564153249226782,8200,328000,8,320
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,avl-c,5,1024,1,343000,2941353795540808426,8200,328000,8,320
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,direct-c,5,1024,1,205000,2941353795540808426,1,376,1,376
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,source-c,5,1024,1,267000,2941353795540808426,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,8,whitefoot,5,1024,1,256000,2941353795540808426,1,504,1,504
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,whitefoot,0,32,1,817000,15045687812456274234,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,source-c,0,32,1,1190000,15045687812456274234,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,direct-c,0,32,1,753000,15045687812456274234,93,34968,33,12408
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,avl-c,0,32,1,1042000,15045687812456274234,8448,337920,256,10240
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,avl-c,1,32,1,981000,9593112806538463411,8448,337920,256,10240
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,direct-c,1,32,1,750000,9593112806538463411,93,34968,33,12408
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,source-c,1,32,1,1136000,9593112806538463411,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,whitefoot,1,32,1,884000,9593112806538463411,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,whitefoot,2,32,1,753000,6821874709816505565,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,source-c,2,32,1,1132000,6821874709816505565,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,direct-c,2,32,1,738000,6821874709816505565,93,34968,33,12408
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,avl-c,2,32,1,1040000,6821874709816505565,8448,337920,256,10240
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,avl-c,3,32,1,985000,11996525847546410767,8448,337920,256,10240
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,direct-c,3,32,1,726000,11996525847546410767,93,34968,33,12408
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,source-c,3,32,1,1129000,11996525847546410767,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,whitefoot,3,32,1,897000,11996525847546410767,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,whitefoot,4,32,1,750000,8314424461268026747,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,source-c,4,32,1,1124000,8314424461268026747,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,direct-c,4,32,1,741000,8314424461268026747,93,34968,33,12408
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,avl-c,4,32,1,1023000,8314424461268026747,8448,337920,256,10240
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,avl-c,5,32,1,973000,11994638494413553215,8448,337920,256,10240
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,direct-c,5,32,1,712000,11994638494413553215,93,34968,33,12408
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,source-c,5,32,1,1243000,11994638494413553215,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,256,whitefoot,5,32,1,916000,11994638494413553215,36,18144,33,16632
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,whitefoot,0,2,1,1729000,2274382621178134555,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,source-c,0,2,1,1837000,2274382621178134555,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,direct-c,0,2,1,1783000,2274382621178134555,366,137616,366,137616
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,avl-c,0,2,1,1746000,2274382621178134555,12288,491520,4096,163840
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,avl-c,1,2,1,1725000,150295215286734920,12288,491520,4096,163840
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,direct-c,1,2,1,1773000,150295215286734920,366,137616,366,137616
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,source-c,1,2,1,1854000,150295215286734920,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,whitefoot,1,2,1,1731000,150295215286734920,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,whitefoot,2,2,1,1748000,9200959192876770169,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,source-c,2,2,1,1836000,9200959192876770169,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,direct-c,2,2,1,1803000,9200959192876770169,366,137616,366,137616
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,avl-c,2,2,1,1751000,9200959192876770169,12288,491520,4096,163840
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,avl-c,3,2,1,1734000,16180990349953641121,12288,491520,4096,163840
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,direct-c,3,2,1,1776000,16180990349953641121,366,137616,366,137616
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,source-c,3,2,1,1860000,16180990349953641121,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,whitefoot,3,2,1,1743000,16180990349953641121,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,whitefoot,4,2,1,1726000,10761409014595480978,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,source-c,4,2,1,1853000,10761409014595480978,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,direct-c,4,2,1,1763000,10761409014595480978,366,137616,366,137616
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,avl-c,4,2,1,1752000,10761409014595480978,12288,491520,4096,163840
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,avl-c,5,2,1,1737000,1366123243507223787,12288,491520,4096,163840
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,direct-c,5,2,1,1755000,1366123243507223787,366,137616,366,137616
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,source-c,5,2,1,1837000,1366123243507223787,563,283752,562,283248
initial,ab,0,a,baseline,normal,16,replace-edit-remove-insert,4096,whitefoot,5,2,1,1742000,1366123243507223787,563,283752,562,283248
